grupos2,grupos,sin_agua,capacidad,densidad,grado_con,frecuencia,volumen,frec_cat,prec_cat,vol_cat,is50,precip,id
2,2,72,45300400.0,303.786,0,1,0.0125,1,2,1,0.0,588.9028,324
2,2,60,72079670.0,415.667,2,3,0.0125,1,2,1,0.00143,586.25,325
10,3,190,4658410.0,14.92,0,55,11.1745,3,2,2,0.03985,580.9125,326
14,4,62,22270002.4,86.399,0,133,271.2458,4,2,4,0.12644,573.8047,327
13,3,225,151149031.0,484.226,3,143,87.5248,4,1,4,0.1117,568.125,328
13,3,136,7473496.0,44.818,0,143,87.5248,4,1,4,0.1117,562.7375,329
13,3,211,8220830.0,47.494,2,143,87.5248,4,1,4,0.1117,557.8056,330
13,3,59,0.0,0.0,3,143,87.5248,4,1,4,0.1117,553.05,331
6,3,115,116220987.2,386.592,0,17,7.5834,2,2,2,0.01231,627.7794,332
10,3,3,51034067.0,253.261,2,46,14.4361,3,2,2,0.03381,627.8571,333
10,3,123,6283950.0,19.28,0,49,26.4625,3,2,3,0.03739,607.6932,334
14,4,183,35670986.6,100.944,3,78,3.4546,4,2,1,0.05533,596.4318,335
14,4,189,2983886.0,10.047,0,78,3.4546,4,2,1,0.05533,590.3333,336
10,3,575,89933396.0,245.87,0,25,9.971,3,2,2,0.0183,581.7135,337
6,3,170,14870535.0,72.381,5,10,13.7088,2,2,2,0.00805,574.375,338
9,2,82,62999240.0,550.109,0,25,6.67,3,1,2,0.01791,567.7656,339
9,2,222,0.0,0.0,1,25,6.67,3,1,2,0.01791,562.8906,340
9,2,169,1052290.0,3.848,0,25,6.67,3,1,2,0.01791,558.1397,341
9,2,66,0.0,0.0,0,40,27.6584,3,1,3,0.03111,553.7,342
9,2,36,1399617.0,7.57,3,40,27.6584,3,1,3,0.03111,548.7232,343
10,3,64,50187618.9,225.913,2,22,2.3392,3,2,1,0.01526,629.5625,344
10,3,30,31841400.0,148.814,0,22,2.3392,3,2,1,0.01526,633.3021,345
2,2,17,10108170.0,47.938,3,4,26.8563,1,2,3,0.00534,628.3672,346
6,3,87,7019200.0,19.682,0,11,1242.1909,2,2,4,0.15501,625.2798,347
14,4,110,19314900.0,72.578,2,98,9.4766,4,2,2,0.07031,613.5956,348
10,3,64,16198700.0,109.658,0,49,26.4625,3,2,3,0.03739,609.8,349
2,2,46,39911669.0,206.882,2,3,42.0042,1,2,3,0.00643,604.7386,350
2,2,57,33497113.0,176.75,0,3,42.0042,1,2,3,0.00643,602.8056,351
6,3,1,31276470.0,216.681,0,17,0.9375,2,2,1,0.01152,589.6406,352
6,3,27,21554770.0,171.29,2,17,0.9375,2,2,1,0.01152,587.0,353
6,3,37,12868600.0,93.525,0,17,0.9375,2,2,1,0.01152,582.4167,354
6,3,142,68010600.6,461.778,7,10,13.7088,2,2,2,0.00805,575.4375,355
9,2,137,9422717.0,37.428,0,25,6.67,3,1,2,0.01791,560.0083,356
9,2,61,2356471.0,10.681,1,40,27.6584,3,1,3,0.03111,552.5368,357
9,2,81,1031170.0,4.952,1,40,27.6584,3,1,3,0.03111,543.9091,358
6,3,68,71881050.0,333.92,0,11,4.3261,2,2,1,0.00765,635.5167,359
10,3,202,11901500.0,32.748,0,38,21.1763,3,2,2,0.02891,626.9728,360
14,4,114,0.0,0.0,0,98,9.4766,4,2,2,0.07031,622.6083,361
14,4,92,3350830.0,15.935,6,98,9.4766,4,2,2,0.07031,623.4808,362
14,4,222,4895200.0,23.422,0,98,9.4766,4,2,2,0.07031,620.6346,363
14,4,63,3730948.5,21.804,3,98,9.4766,4,2,2,0.07031,619.6136,364
10,3,40,37118480.0,238.647,3,25,6.4715,3,2,1,0.01789,608.075,365
2,2,5,56107200.0,140.877,0,3,42.0042,1,2,3,0.00643,598.5,366
6,3,22,28156520.0,149.891,1,17,0.9375,2,2,1,0.01152,584.6375,367
10,3,1,76693585.0,120.584,0,33,28.5833,3,2,3,0.02623,590.4018,368
10,3,472,173329431.0,507.787,6,24,227.4417,3,2,4,0.04348,579.9635,369
9,2,172,19833224.4,79.979,5,34,69.429,3,1,3,0.0318,568.2891,370
9,2,290,15347380.0,50.767,3,34,69.429,3,1,3,0.0318,558.9539,371
9,2,70,1011047.0,5.002,1,40,27.6584,3,1,3,0.03111,550.1364,372
9,2,32,0.0,0.0,0,32,16.3895,3,1,2,0.02406,544.9583,373
9,2,41,0.0,0.0,0,32,16.3895,3,1,2,0.02406,543.8281,374
9,2,58,0.0,0.0,0,59,85.4195,3,1,4,0.05154,538.7083,375
6,3,49,78223864.7,314.578,0,11,4.3261,2,2,1,0.00765,637.6875,376
11,4,76,153805036.0,406.111,3,46,33.2196,3,3,3,0.03605,643.037,377
15,5,241,146982170.0,501.76,11,135,40.7039,4,3,3,0.10042,641.8696,378
14,4,209,122778810.0,471.229,3,135,40.7039,4,2,3,0.10042,634.2692,379
14,4,177,16834400.0,71.925,1,135,40.7039,4,2,3,0.10042,636.2417,380
14,4,94,66715340.0,178.045,2,135,40.7039,4,2,3,0.10042,630.7452,381
10,3,42,1521390.0,7.829,1,25,6.4715,3,2,1,0.01789,607.2596,382
10,3,72,7912450.0,38.531,0,25,6.4715,3,2,1,0.01789,611.5288,383
10,3,78,21149540.0,29.399,3,53,17.1738,3,2,2,0.03913,612.5217,384
10,3,56,0.0,0.0,0,53,17.1738,3,2,2,0.03913,619.3393,385
10,3,43,24678500.0,126.81,0,53,17.1738,3,2,2,0.03913,624.9167,386
6,3,104,204287.3,0.825,0,18,3.1771,2,2,1,0.0125,603.9167,387
2,2,131,0.0,0.0,0,1,0.0125,1,2,1,0.0,598.3482,388
10,3,32,0.0,0.0,0,22,194.7801,3,2,4,0.03817,593.125,389
2,2,87,7871570.0,35.436,0,1,0.0125,1,2,1,0.0,597.8036,390
6,3,67,0.0,0.0,0,14,34.2973,2,2,3,0.01335,589.3472,391
6,3,79,0.0,0.0,0,14,34.2973,2,2,3,0.01335,583.9722,392
10,3,161,118338896.0,293.643,5,26,303.5962,3,2,4,0.05397,582.1094,393
9,2,152,18464170.0,49.509,5,34,69.429,3,1,3,0.0318,567.8958,394
9,2,80,9212190.0,32.817,2,34,69.429,3,1,3,0.0318,558.2976,395
9,2,11,22870951.9,40.045,0,27,43.1708,3,1,3,0.02368,548.0547,396
9,2,54,0.0,0.0,0,59,85.4195,3,1,4,0.05154,538.625,397
13,3,29,0.0,0.0,0,90,39.9915,4,1,3,0.06824,563.0,398
9,2,32,8511743.0,30.891,6,27,43.1708,3,1,3,0.02368,545.2262,399
9,2,52,4554031.602,15.55,0,27,43.1708,3,1,3,0.02368,544.3125,400
13,3,46,12101720.0,44.008,1,130,57.7735,4,1,3,0.09889,535.6985,401
13,3,94,3786389.801,15.264,3,130,57.7735,4,1,3,0.09889,530.8224,402
5,2,148,2384670.0,11.285,0,11,14.6909,2,1,2,0.00888,530.9583,403
9,2,40,1711040.0,10.611,3,29,37.0414,3,1,3,0.02438,530.2955,404
9,2,78,1461812.602,6.934,0,28,23.1174,3,1,3,0.02201,523.0769,405
13,3,95,6264961.0,21.695,1,130,57.7735,4,1,3,0.09889,521.3203,406
6,3,33,5708580.0,45.975,1,11,6.3023,2,2,1,0.00788,614.4583,407
6,3,39,19903700.0,128.286,0,11,6.3023,2,2,1,0.00788,608.6111,408
2,2,81,19439600.0,126.672,0,1,5.0,1,2,1,0.00059,601.1771,409
6,3,48,0.0,0.0,1,14,34.2973,2,2,3,0.01335,590.6071,410
10,3,0,318448900.4,797.64,12,66,26.2911,3,2,3,0.04949,581.2222,411
13,3,287,53722671.0,111.867,2,90,39.9915,4,1,3,0.06824,569.7852,412
13,3,63,7867930.0,29.375,1,90,39.9915,4,1,3,0.06824,556.1563,413
10,3,52,4589230.0,23.153,0,66,26.2911,3,2,3,0.04949,572.725,414
9,2,28,0.0,0.0,0,66,26.2911,3,1,3,0.04949,563.9904,415
2,2,58,22372878.0,89.91,0,4,4.5094,1,2,1,0.00268,618.1641,416
6,3,20,0.0,0.0,0,12,0.3865,2,2,1,0.00789,625.4886,417
14,4,36,0.0,0.0,0,85,8.5616,4,2,2,0.06093,619.7857,418
14,4,120,0.0,0.0,0,85,8.5616,4,2,2,0.06093,611.125,419
2,2,30,0.0,0.0,0,4,18.0094,1,2,2,0.00428,607.25,420
10,3,100,0.0,0.0,0,31,4.4129,3,2,1,0.02192,595.6528,421
10,3,33,12738205.0,47.594,0,66,26.2911,3,2,3,0.04949,576.625,422
9,2,52,0.0,0.0,2,66,26.2911,3,1,3,0.04949,566.9931,423
13,3,29,883110.0,3.963,0,76,13.2819,4,1,2,0.05507,556.6042,424
13,3,32,3994790.0,21.048,0,76,13.2819,4,1,2,0.05507,548.4773,425
10,3,80,0.0,0.0,0,62,5.2879,3,2,1,0.04414,612.625,426
10,3,69,0.0,0.0,0,27,31.8347,3,2,3,0.02233,600.0893,427
6,3,41,90955496.0,405.276,0,6,2.2604,2,2,1,0.00383,583.3167,428
10,3,37,95348913.0,520.299,3,38,29.297,3,2,3,0.02988,589.25,429
9,2,45,11974467.0,50.338,1,66,26.2911,3,1,3,0.04949,568.7583,430
13,3,46,12936313.9,42.478,2,76,13.2819,4,1,2,0.05507,555.6319,431
13,3,18,607847.0,11.766,0,76,13.2819,4,1,2,0.05507,548.175,432
13,3,39,5945710.0,19.442,2,76,13.2819,4,1,2,0.05507,555.0284,433
13,3,43,1052941.0,6.217,0,98,51.7681,4,1,3,0.07535,524.125,434
13,3,64,2894978.5,16.491,2,171,148.8446,4,1,4,0.13897,518.2917,435
13,3,114,0.0,0.0,1,171,148.8446,4,1,4,0.13897,515.5625,436
13,3,145,2703830.0,9.668,0,98,51.7681,4,1,3,0.07535,528.6875,437
13,3,50,10521670.0,44.225,1,98,51.7681,4,1,3,0.07535,518.7422,438
13,3,79,13188478.9,44.147,2,171,148.8446,4,1,4,0.13897,510.0764,439
13,3,25,0.0,0.0,1,98,51.7681,4,1,3,0.07535,515.925,440
13,3,18,6349648.0,32.593,5,171,148.8446,4,1,4,0.13897,507.8558,441
13,3,30,5387030.0,34.268,0,171,148.8446,4,1,4,0.13897,503.6932,442
9,2,58,4683190.0,30.611,0,23,21.0522,3,1,2,0.0182,501.625,443
1,1,50,4114241.0,26.607,2,1,0.0125,1,1,1,0.0,500.8182,444
9,2,40,9808990.0,34.405,0,67,113.7121,3,1,4,0.06061,501.3,445
9,2,38,15964460.0,55.605,2,67,113.7121,3,1,4,0.06061,496.4539,446
6,3,44,202939008.0,163.969,0,11,32.0534,2,2,3,0.01095,632.3306,447
3,2,60,0.0,0.0,0,4,0.0125,1,3,1,0.00214,669.2204,448
3,2,43,0.0,0.0,0,1,0.0125,1,3,1,0.0,663.45,449
3,2,76,0.0,0.0,0,2,0.0125,1,3,1,0.00071,662.0833,450
10,3,52,2931670.0,23.921,1,35,23.1371,3,2,3,0.027,589.875,451
10,3,41,4112038.0,36.213,3,59,31.2761,3,2,3,0.04509,587.9545,452
10,3,73,3104404.0,28.518,0,59,31.2761,3,2,3,0.04509,585.35,453
10,3,55,4194059.0,31.193,4,59,31.2761,3,2,3,0.04509,582.9861,454
10,3,30,563172.0,5.084,2,59,31.2761,3,2,3,0.04509,586.5313,455
10,3,136,4542710.0,15.093,6,68,61.2735,3,2,3,0.05508,578.5486,456
10,3,41,9540162.102,61.765,4,59,31.2761,3,2,3,0.04509,583.9375,457
5,2,50,7267962.0,48.735,1,17,19.6537,2,1,2,0.01375,505.8958,458
5,2,82,3538890.0,29.673,0,17,19.6537,2,1,2,0.01375,505.5625,459
7,3,48,393091.0,1.628,0,5,2.41,2,3,1,0.00314,667.3304,460
7,3,62,0.0,0.0,0,6,1.5083,2,3,1,0.00374,661.9773,461
7,3,66,0.0,0.0,0,6,1.5083,2,3,1,0.00374,660.1719,462
3,2,55,0.0,0.0,0,2,0.0125,1,3,1,0.00071,658.9167,463
3,2,78,0.0,0.0,0,2,7.5063,1,3,2,0.00161,654.325,464
7,3,25,247631048.2,337.687,10,18,2692.8113,2,3,4,0.3327,648.2839,465
3,2,41,84899000.0,654.655,0,3,24.0083,1,3,3,0.00428,642.8375,466
3,2,41,0.0,0.0,0,3,24.0083,1,3,3,0.00428,639.1607,467
6,3,51,89041790.0,557.315,6,12,46.7563,2,2,3,0.01341,637.5357,468
6,3,46,0.0,0.0,0,12,7.2594,2,2,2,0.00871,624.5833,469
6,3,42,0.0,0.0,0,12,7.2594,2,2,2,0.00871,623.625,470
6,3,116,0.0,0.0,0,5,46.0825,2,2,3,0.00834,619.6786,471
2,2,112,0.0,0.0,0,3,0.0125,1,2,1,0.00143,614.8125,472
2,2,29,21914400.0,116.295,0,3,0.0125,1,2,1,0.00143,612.7788,473
10,3,17,0.0,0.0,0,35,23.1371,3,2,3,0.027,593.6607,474
10,3,41,0.0,0.0,2,35,23.1371,3,2,3,0.027,591.3409,475
10,3,164,187110904.0,635.327,6,25,9.971,3,2,2,0.0183,580.4063,476
13,3,56,7162990.0,40.815,0,90,39.9915,4,1,3,0.06824,558.25,477
13,3,46,7545930.0,41.444,0,90,39.9915,4,1,3,0.06824,553.3125,478
3,2,23,0.0,0.0,0,2,0.0125,1,3,1,0.00071,670.375,479
11,4,51,0.0,0.0,0,35,332.1825,3,3,4,0.0638,664.6071,480
3,2,75,0.0,0.0,0,3,0.0125,1,3,1,0.00143,651.2917,481
5,2,52,0.0,0.0,2,12,299.2552,2,1,4,0.04347,571.5521,482
7,3,178,15789960.0,33.057,4,8,10.1359,2,3,2,0.0062,664.0313,483
7,3,514,6932730.602,13.415,0,16,12.6344,2,3,2,0.0122,659.3409,484
6,3,30,2063200.0,34.272,0,11,1.783,2,2,1,0.00734,611.4167,485
2,2,95,11101100.0,129.087,0,2,0.0125,1,2,1,0.00071,608.8438,486
2,2,50,13886865.1,131.941,2,2,36.0063,1,2,3,0.005,607.4821,487
13,3,76,141144000.0,746.116,0,143,87.5248,4,1,4,0.1117,558.2212,488
13,3,136,47110500.0,220.456,0,143,87.5248,4,1,4,0.1117,554.3875,489
6,3,93,2935960.0,24.919,0,19,16.2039,2,2,2,0.01477,581.5714,490
10,3,38,0.0,0.0,0,55,11.1745,3,2,2,0.03985,578.2083,491
7,3,22,1619170.0,8.421,0,15,84.785,2,3,4,0.02008,648.5,492
3,2,297,0.0,0.0,0,3,0.0125,1,3,1,0.00143,656.3056,493
3,2,58,0.0,0.0,0,1,0.0125,1,3,1,0.0,652.75,494
7,3,91,0.0,0.0,0,5,2.41,2,3,1,0.00314,667.3828,495
3,2,65,0.0,0.0,0,2,114.0,1,3,4,0.01428,670.4632,496
11,4,36,0.0,0.0,0,35,332.1825,3,3,4,0.0638,667.4773,497
14,4,85,990426.398,4.822,1,100,187.2644,4,2,4,0.09291,630.4464,498
6,3,24,4786590.0,26.887,5,10,473.6013,2,2,4,0.0628,627.2875,499
3,2,25,0.0,0.0,0,2,0.0125,1,3,1,0.00071,664.0699,500
3,2,46,0.0,0.0,0,4,0.0125,1,3,1,0.00214,667.4022,501
1,1,332,19439870.0,238.906,5,1,0.0125,1,1,1,0.0,570.5208,502
5,2,94,151125450.0,1349.678,1,15,15.6767,2,1,2,0.01185,568.875,503
6,3,172,9273270.0,10.209,1,11,1.783,2,2,1,0.00734,609.8276,504
6,3,1632,222175008.0,151.713,0,14,98.867,2,2,4,0.02104,600.587,505
2,2,43,0.0,0.0,0,2,500.0063,1,2,4,0.06024,618.3603,506
10,3,321,219295591.0,596.965,3,24,227.4417,3,2,4,0.04348,577.1667,507
3,2,742,0.0,0.0,0,3,0.0125,1,3,1,0.00143,648.1078,508
3,2,942,0.0,0.0,0,1,0.0125,1,3,1,0.0,645.1696,509
3,2,49,0.0,0.0,0,2,0.0125,1,3,1,0.00071,659.7552,510
13,3,56,259800284.0,684.281,7,119,29.56,4,1,3,0.08768,508.6087,511
13,3,51,130538856.0,493.07,0,119,29.56,4,1,3,0.08768,497.9792,512
13,3,53,52588240.0,184.356,6,119,29.56,4,1,3,0.08768,490.7232,513
13,3,46,5459370.0,25.527,0,119,29.56,4,1,3,0.08768,498.0417,514
13,3,48,167640861.0,683.132,1,119,29.56,4,1,3,0.08768,516.3309,515
13,3,39,8954650.0,36.238,3,119,29.56,4,1,3,0.08768,508.0625,516
13,3,60,5676766.6,21.35,2,119,29.56,4,1,3,0.08768,504.1579,517
13,3,40,9526160.199,34.48,3,119,29.56,4,1,3,0.08768,503.1845,518
13,3,48,57346133.0,187.312,4,119,29.56,4,1,3,0.08768,501.5865,519
13,3,138,34726782.6,109.088,15,119,29.56,4,1,3,0.08768,516.3333,520
14,4,168,443576267.0,453.547,20,160,43.8412,4,2,3,0.11863,611.5117,521
14,4,0,238704979.0,752.256,0,160,43.8412,4,2,3,0.11863,599.2361,522
1,1,286,117682714.0,72.147,12,3,0.0125,1,1,1,0.00143,570.4777,523
5,2,94,0.0,0.0,0,21,44.8255,2,1,3,0.0196,546.5714,524
13,3,43,81437935.7,538.657,3,170,387.5443,4,1,4,0.16668,551.2188,525
13,3,149,123518250.0,187.831,3,170,387.5443,4,1,4,0.16668,539.1314,526
13,3,24,137998130.0,683.792,0,170,387.5443,4,1,4,0.16668,525.8542,527
13,3,114,145921452.0,485.442,2,170,387.5443,4,1,4,0.16668,521.6688,528
13,3,95,268774215.0,898.978,4,170,387.5443,4,1,4,0.16668,519.985,529
11,4,1327,10314471.4,32.276,0,46,6.35,3,3,1,0.03285,673.4034,530
11,4,171,75964490.0,300.115,0,46,6.35,3,3,1,0.03285,663.4167,531
7,3,130,31995714.2,229.929,1,10,8.7075,2,3,2,0.00745,662.0125,532
11,4,149,98363596.0,301.551,0,24,26.7786,3,3,3,0.01959,651.0655,533
11,4,89,48797452.1,184.201,5,24,26.7786,3,3,3,0.01959,646.7109,534
6,3,95,95801134.0,341.427,2,9,7.3222,2,2,2,0.00658,637.7917,535
2,2,35,7880210.0,125.579,0,3,13.0042,1,2,2,0.00297,637.5,536
14,4,288,214704670.0,404.778,0,160,43.8412,4,2,3,0.11863,625.6157,537
13,3,105,21761690.0,46.33,3,170,387.5443,4,1,4,0.16668,556.2208,538
13,3,88,12611110.0,36.951,5,170,387.5443,4,1,4,0.16668,541.0337,539
13,3,65,6315950.0,27.66,0,170,387.5443,4,1,4,0.16668,529.6875,540
13,3,22,9918916.0,47.406,6,170,387.5443,4,1,4,0.16668,540.1023,541
13,3,180,12589860.0,40.086,0,170,387.5443,4,1,4,0.16668,536.0921,542
13,3,340,11943860.0,48.765,0,170,387.5443,4,1,4,0.16668,527.6964,543
7,3,84,40766180.2,207.156,0,11,8.1909,2,3,2,0.00811,668.5278,544
7,3,80,11308400.0,60.04,3,11,8.1909,2,3,2,0.00811,663.4583,545
7,3,171,33041776.0,92.316,5,6,0.0125,2,3,1,0.00357,656.7083,546
6,3,86,123112000.0,664.893,3,12,1.6063,2,2,1,0.00804,632.0278,547
6,3,104,0.0,0.0,0,7,6.2946,2,2,1,0.00503,625.3542,548
6,3,205,0.0,0.0,0,7,6.2946,2,2,1,0.00503,619.8542,549
6,3,148,0.0,0.0,0,7,6.2946,2,2,1,0.00503,614.525,550
10,3,88,123452500.0,919.133,0,39,66.25,3,2,3,0.03499,607.6667,551
10,3,0,40426100.0,348.937,0,25,8.455,3,2,2,0.01812,597.9063,552
10,3,49,43165700.0,396.309,4,25,8.455,3,2,2,0.01812,587.7679,553
2,2,37,59784200.0,522.433,0,3,7.5083,1,2,2,0.00232,579.4219,554
5,2,46,53407077.3,304.637,3,17,38.611,2,1,3,0.01601,570.0568,555
13,3,59,435912.0,2.101,0,170,387.5443,4,1,4,0.16668,566.5673,556
13,3,77,0.0,0.0,0,170,387.5443,4,1,4,0.16668,555.0417,557
13,3,38,3636760.0,23.81,0,170,387.5443,4,1,4,0.16668,550.2955,558
1,1,65,2862522.6,18.959,3,1,48.0,1,1,3,0.00571,543.375,559
13,3,165,2797299.0,15.938,5,170,387.5443,4,1,4,0.16668,545.6786,560
13,3,45,6337080.0,31.854,1,170,387.5443,4,1,4,0.16668,537.0385,561
7,3,462,15647000.0,44.968,0,6,2.0104,2,3,1,0.0038,644.7163,562
7,3,167,22987450.0,125.587,0,11,58.1932,2,3,3,0.01406,640.175,563
6,3,83,98734486.5,892.899,4,11,58.1932,2,2,3,0.01406,632.4531,564
6,3,126,60499800.0,240.62,1,15,2.4108,2,2,1,0.01027,629.2708,565
6,3,244,7092850.0,31.287,0,15,2.4108,2,2,1,0.01027,620.7727,566
10,3,172,0.0,0.0,0,39,66.25,3,2,3,0.03499,609.5938,567
10,3,72,1182990.0,19.648,0,39,66.25,3,2,3,0.03499,614.7917,568
10,3,92,45663190.0,402.961,3,39,66.25,3,2,3,0.03499,610.1563,569
10,3,63,42288930.0,416.257,0,25,8.455,3,2,2,0.01812,602.9844,570
2,2,128,139523272.0,1213.234,3,3,0.0125,1,2,1,0.00143,607.0,571
10,3,10,44896505.0,505.324,3,25,8.455,3,2,2,0.01812,597.9375,572
6,3,42,370445.0,3.49,0,10,10.0038,2,2,2,0.00761,600.6023,573
10,3,19,26098022.0,295.386,0,25,8.455,3,2,2,0.01812,597.5,574
10,3,39,11544647.0,142.692,1,25,8.455,3,2,2,0.01812,592.8594,575
10,3,93,209632.0,1.8,3,25,8.455,3,2,2,0.01812,587.8472,576
7,3,137,25304243.0,134.313,0,12,41.4896,2,3,3,0.01278,669.6023,577
3,2,104,1082520.0,7.52,0,2,0.0125,1,3,1,0.00071,663.375,578
3,2,102,0.0,0.0,0,2,0.0125,1,3,1,0.00071,662.25,579
3,2,135,25464140.0,107.103,0,3,0.0125,1,3,1,0.00143,649.725,580
3,2,28,5969780.0,68.993,0,4,0.0125,1,3,1,0.00214,643.5417,581
10,3,109,84864970.0,531.152,1,29,4.0595,3,2,1,0.02045,630.5625,582
10,3,109,1889630.0,14.429,0,29,4.0595,3,2,1,0.02045,623.1406,583
10,3,43,51557860.0,486.024,4,29,4.0595,3,2,1,0.02045,616.4028,584
7,3,93,23652100.0,142.449,2,13,6.6433,2,3,2,0.00935,671.1771,585
7,3,163,56253338.0,252.633,2,13,6.6433,2,3,2,0.00935,664.2833,586
7,3,131,46009840.0,215.499,0,13,6.6433,2,3,2,0.00935,657.375,587
10,3,330,42141600.0,409.591,0,29,4.0595,3,2,1,0.02045,630.1667,588
10,3,168,40834942.0,378.287,3,29,4.0595,3,2,1,0.02045,625.125,589
10,3,54,93323400.0,588.287,1,29,4.0595,3,2,1,0.02045,618.0781,590
7,3,148,22998269.56,123.834,0,13,6.6433,2,3,2,0.00935,672.3393,591
7,3,195,62084501.6,420.298,4,13,6.6433,2,3,2,0.00935,666.2813,592
7,3,174,24741565.9,173.826,5,13,6.6433,2,3,2,0.00935,661.2361,593
7,3,99,4136330.5,29.934,0,5,4.965,2,3,1,0.00344,656.1719,594
13,3,5,4832720.0,100.723,0,170,387.5443,4,1,4,0.16668,530.7083,595
13,3,15,15244590.0,79.678,0,170,387.5443,4,1,4,0.16668,537.1042,596
6,3,7,56031555.0,427.979,1,12,2.5927,2,2,1,0.00815,591.125,597
13,3,15,2918409.0,32.646,5,170,387.5443,4,1,4,0.16668,543.075,598
6,3,15,38637885.5,327.91,0,12,2.5927,2,2,1,0.00815,598.0893,599
10,3,31,49116490.0,349.355,0,22,6.7432,3,2,2,0.01578,604.2813,600
2,2,146,60210710.0,195.683,0,1,4200.0,1,2,4,0.5,592.6786,601
2,2,179,81465000.0,224.848,0,1,4200.0,1,2,4,0.5,582.9583,602
7,3,88,0.0,0.0,0,12,33.2583,2,3,3,0.0118,642.1125,603
10,3,42,70638100.0,471.515,5,22,6.7432,3,2,2,0.01578,607.8958,604
10,3,48,0.0,0.0,0,22,6.7432,3,2,2,0.01578,610.1563,605
10,3,11,43328800.0,428.688,2,22,6.7432,3,2,2,0.01578,611.775,606
13,3,137,27271300.0,108.325,2,119,29.56,4,1,3,0.08768,509.4844,607
13,3,39,0.0,0.0,0,119,29.56,4,1,3,0.08768,514.15,608
5,2,72,252206072.0,1262.009,9,16,39.1305,2,1,3,0.01536,526.3571,609
5,2,179,0.0,0.0,0,16,39.1305,2,1,3,0.01536,520.875,610
9,2,193,31028700.0,93.005,2,64,73.1471,3,1,4,0.05364,508.0104,611
5,2,56,156479411.6,307.025,0,19,9.4303,2,1,2,0.01396,518.2167,612
5,2,122,134539280.0,252.98,0,19,9.4303,2,1,2,0.01396,515.7757,613
9,2,161,13333680.0,62.706,0,64,73.1471,3,1,4,0.05364,506.5,614
5,2,45,0.0,0.0,0,9,7.5083,2,1,2,0.0066,568.9028,615
9,2,86,80514596.0,576.597,3,29,329.7724,3,1,4,0.05923,527.5893,616
9,2,24,58588680.0,485.874,0,29,329.7724,3,1,4,0.05923,512.3929,617
9,2,96,5503420.0,36.599,0,64,73.1471,3,1,4,0.05364,505.6,618
6,3,91,0.0,0.0,0,13,8.8913,2,2,2,0.00962,583.1625,619
6,3,28,0.0,0.0,0,13,8.8913,2,2,2,0.00962,576.8542,620
6,3,66,0.0,0.0,1,9,7.5083,2,2,2,0.0066,573.0,621
9,2,96,0.0,0.0,0,29,329.7724,3,1,4,0.05923,526.1071,622
9,2,98,0.0,0.0,0,29,329.7724,3,1,4,0.05923,516.875,623
9,2,112,5744990.0,23.796,0,64,73.1471,3,1,4,0.05364,506.0083,624
6,3,75,3784020.0,20.619,0,13,8.8913,2,2,2,0.00962,590.2159,625
6,3,74,2369230.0,16.235,0,13,8.8913,2,2,2,0.00962,581.6944,626
5,2,232,58209679.0,142.501,0,12,24.9521,2,1,3,0.01081,547.7768,627
5,2,0,99586096.0,309.424,0,10,52.305,2,1,3,0.01264,533.788,628
9,2,19,0.0,0.0,0,29,329.7724,3,1,4,0.05923,528.375,629
9,2,38,0.0,0.0,0,29,329.7724,3,1,4,0.05923,526.2083,630
9,2,94,0.0,0.0,0,29,329.7724,3,1,4,0.05923,521.8594,631
13,3,148,193706280.0,689.492,8,86,522.4426,4,1,4,0.12282,506.5662,632
13,3,42,194049630.0,1109.153,3,71,97.959,4,1,4,0.06159,510.0375,633
13,3,0,4498910.0,85.689,0,71,97.959,4,1,4,0.06159,512.2083,634
13,3,3,5242670.0,121.568,0,71,97.959,4,1,4,0.06159,513.8125,635
13,3,463,76315500.0,243.154,0,86,522.4426,4,1,4,0.12282,506.8421,636
7,3,119,3082124.0,9.134,3,8,2.6953,2,3,1,0.00531,649.715,637
7,3,117,627219.0,2.96,3,6,1.2104,2,3,1,0.00371,644.1477,638
2,2,324,74698600.0,285.178,0,2,0.0125,1,2,1,0.00071,633.6167,639
2,2,388,38373910.0,152.177,3,3,3.5042,1,2,1,0.00184,623.15,640
2,2,251,72294545.0,261.294,7,4,44.2531,1,2,3,0.00741,623.8958,641
9,2,157,34593100.0,85.96,1,23,85.2929,3,1,4,0.02584,569.0769,642
9,2,176,60559000.0,150.545,3,23,85.2929,3,1,4,0.02584,558.25,643
9,2,91,0.0,0.0,0,23,85.2929,3,1,4,0.02584,562.34,644
5,2,30,20917037.2,77.133,0,7,12.8643,2,1,2,0.00581,512.6528,645
13,3,262,15109150.0,39.819,1,73,152.6036,4,1,4,0.06952,510.49,646
13,3,195,49250160.0,131.936,1,135,286.9498,4,1,4,0.12974,506.9348,647
7,3,131,71394559.0,157.342,4,21,5.6095,2,3,1,0.01493,671.4444,648
7,3,327,796666.0,2.333,3,21,5.6095,2,3,1,0.01493,662.6343,649
7,3,158,23774836.33,57.773,2,14,1.7955,2,3,1,0.00948,656.58,650
10,3,247,160889480.0,465.204,4,30,4.5158,3,2,1,0.02122,636.6944,651
6,3,125,33505400.0,110.513,0,7,6.7214,2,2,2,0.00508,576.9313,652
5,2,155,35888698.0,108.08,7,7,6.7214,2,1,2,0.00508,571.5284,653
