grupos2,grupos,sin_agua,capacidad,densidad,grado_con,frecuencia,volumen,frec_cat,prec_cat,vol_cat,is50,precip,id
1,1,99,34846950.0,90.381,1,1,0.0125,1,1,1,0.0,567.8796,654
9,2,42,0.0,0.0,0,66,272.4453,3,1,4,0.07879,517.9583,655
9,2,71,0.0,0.0,0,66,272.4453,3,1,4,0.07879,517.0972,656
9,2,43,0.0,0.0,0,66,272.4453,3,1,4,0.07879,514.25,657
13,3,104,24079436.0,42.714,1,73,152.6036,4,1,4,0.06952,509.2689,658
13,3,112,73544910.0,173.044,5,135,286.9498,4,1,4,0.12974,506.5714,659
1,1,51,119183770.0,300.65,1,1,0.0125,1,1,1,0.0,506.0139,660
7,3,41,52551840.0,186.206,0,8,4.0719,2,3,1,0.00548,670.5486,661
11,4,15,2549645.0,10.918,3,29,19.6935,3,3,2,0.02231,648.4732,662
11,4,21,3096223.0,17.169,1,29,19.6935,3,3,2,0.02231,644.2083,663
11,4,109,4907746.0,23.354,0,29,19.6935,3,3,2,0.02231,640.0833,664
10,3,133,3987810.0,16.97,0,22,5.7767,3,2,1,0.01566,635.9688,665
6,3,223,301252100.0,464.378,1,7,34.3179,2,2,3,0.00836,628.1635,666
6,3,508,15845909.0,28.847,3,12,22.3833,2,2,3,0.01051,618.6007,667
6,3,137,3214782.0,7.635,9,9,70.7847,2,2,4,0.01413,610.069,668
6,3,434,10451979.2,15.261,3,11,21.8261,2,2,3,0.00973,597.2386,669
9,2,73,0.0,0.0,0,66,272.4453,3,1,4,0.07879,514.5,670
9,2,83,13103282.0,63.45,3,66,272.4453,3,1,4,0.07879,512.2692,671
13,3,128,25808410.0,36.803,0,73,152.6036,4,1,4,0.06952,507.356,672
7,3,38,7529670.0,24.238,0,8,4.0719,2,3,1,0.00548,671.5114,673
11,4,67,1078120.0,8.267,1,30,17.0146,3,3,2,0.02271,657.9464,674
11,4,55,0.0,0.0,0,30,17.0146,3,3,2,0.02271,652.6667,675
13,3,230,14004250.0,29.905,1,73,152.6036,4,1,4,0.06952,510.995,676
13,3,75,10531020.0,26.475,0,354,335.3481,4,1,4,0.2917,506.1739,677
13,3,75,784644.0,2.606,0,354,335.3481,4,1,4,0.2917,504.2,678
9,2,83,0.0,0.0,0,45,145.9297,3,1,4,0.04875,502.7841,679
9,2,29,0.0,0.0,0,45,145.9297,3,1,4,0.04875,501.0625,680
7,3,37,188254530.0,702.236,7,10,16.1763,2,3,2,0.00834,669.5278,681
3,2,59,1703740.0,12.174,0,4,0.0125,1,3,1,0.00214,658.4063,682
7,3,32,2174270.0,7.306,0,10,0.8813,2,3,1,0.00652,645.0476,683
7,3,52,2821690.0,12.344,1,10,0.8813,2,3,1,0.00652,639.2411,684
10,3,127,8393960.0,31.818,1,22,5.7767,3,2,1,0.01566,634.35,685
6,3,297,4859075.0,14.878,3,12,22.3833,2,2,3,0.01051,622.4531,686
6,3,144,12751370.0,33.929,2,13,0.0125,2,2,1,0.00856,614.8512,687
6,3,103,9622622.0,27.492,1,6,449.0063,2,2,4,0.05702,601.8068,688
6,3,36,0.0,0.0,0,5,0.0125,2,2,1,0.00285,574.9531,689
5,2,47,163598570.0,503.526,1,7,0.0125,2,1,1,0.00428,570.2431,690
13,3,107,55118520.0,159.725,9,293,138.2277,4,1,4,0.22473,559.3214,691
13,3,72,2878450.0,10.326,0,293,138.2277,4,1,4,0.22473,553.2222,692
13,3,39,8110640.0,26.519,4,293,138.2277,4,1,4,0.22473,555.5391,693
9,2,131,28957340.0,51.538,2,23,74.1391,3,1,4,0.02452,527.697,694
9,2,72,50066800.0,87.212,1,23,74.1391,3,1,4,0.02452,521.4429,695
9,2,39,1188566.0,2.206,0,23,74.1391,3,1,4,0.02452,514.8347,696
13,3,6452,1321350.0,2.431,0,354,335.3481,4,1,4,0.2917,503.816,697
13,3,78,39173560.0,64.562,4,354,335.3481,4,1,4,0.2917,500.7212,698
9,2,37,0.0,0.0,0,45,145.9297,3,1,4,0.04875,500.3542,699
9,2,102,0.0,0.0,0,45,145.9297,3,1,4,0.04875,499.8438,700
7,3,106,2536370.0,7.401,4,15,41.0742,2,3,3,0.01487,641.6818,701
6,3,57,164819472.0,307.721,12,15,41.0742,2,2,3,0.01487,633.3056,702
2,2,26,2683637.0,11.196,0,3,20.0042,1,2,2,0.00381,627.3333,703
6,3,15,3045630.0,7.061,1,19,55.0842,2,2,3,0.01939,622.6613,704
2,2,114,0.0,0.0,0,4,0.0125,1,2,1,0.00214,610.9559,705
10,3,66,1741079.699,5.086,3,33,51.8159,3,2,3,0.02899,580.325,706
2,2,27,54492473.0,270.089,1,2,24.0063,1,2,3,0.00357,573.9875,707
1,1,20,62117592.0,263.62,0,1,0.0125,1,1,1,0.0,569.1953,708
9,2,35,5222017.801,33.339,8,47,98.6505,3,1,4,0.04455,560.1406,709
9,2,0,8850505.0,119.163,0,47,98.6505,3,1,4,0.04455,554.8125,710
5,2,42,6590890.0,31.808,7,11,20.508,2,1,2,0.00957,552.4063,711
5,2,54,35285736.7,85.059,6,11,20.508,2,1,2,0.00957,547.2163,712
9,2,29,10741629.2,67.498,3,49,39.2135,3,1,3,0.0389,537.4,713
9,2,0,0.0,0.0,2,39,53.6324,3,1,3,0.03349,498.4063,714
9,2,55,21245090.0,56.702,4,42,85.0315,3,1,4,0.03937,497.325,715
6,3,18,429358011.7,1263.837,3,13,1.7413,2,2,1,0.00877,632.1905,716
6,3,73,80655702.0,208.549,5,5,76.805,2,2,4,0.012,624.6875,717
6,3,34,428638.0,1.736,1,14,8.5821,2,2,2,0.01029,583.6118,718
6,3,41,4179470.0,15.273,1,14,8.5821,2,2,2,0.01029,577.9732,719
1,1,18,88342801.3,489.383,5,2,24.0063,1,1,3,0.00357,571.3846,720
9,2,21,20327573.0,132.727,3,47,98.6505,3,1,4,0.04455,564.675,721
9,2,46,12182040.0,104.917,2,47,98.6505,3,1,4,0.04455,565.7708,722
9,2,28,7037010.0,43.66,9,47,98.6505,3,1,4,0.04455,561.875,723
5,2,36,4892150.0,27.288,3,7,53.4357,2,1,3,0.01064,556.6932,724
5,2,44,1954950.0,13.477,2,7,53.4357,2,1,3,0.01064,555.4,725
9,2,44,11480200.0,51.847,1,49,39.2135,3,1,3,0.0389,539.6161,726
9,2,36,3365465.0,6.953,1,23,74.1391,3,1,4,0.02452,529.6417,727
9,2,53,23065170.0,41.384,1,23,74.1391,3,1,4,0.02452,521.8969,728
2,2,93,1203060.0,3.327,0,4,8.0063,1,2,2,0.00309,583.0329,729
1,1,108,22980769.8,108.716,0,2,180.0063,1,1,4,0.02214,564.4107,730
5,2,99,0.0,0.0,0,10,84.0888,2,1,4,0.01643,560.4167,731
5,2,48,0.0,0.0,0,10,6.41,2,1,1,0.00718,555.2721,732
5,2,49,7432220.398,31.041,1,5,0.0125,2,1,1,0.00285,546.9327,733
9,2,31,7626220.0,39.266,0,49,39.2135,3,1,3,0.0389,538.5795,734
9,2,25,12138486.0,64.919,0,49,39.2135,3,1,3,0.0389,533.4444,735
9,2,18,9211707.0,48.167,1,49,39.2135,3,1,3,0.0389,529.4808,736
9,2,18,7780010.0,57.01,2,49,39.2135,3,1,3,0.0389,524.5625,737
13,3,92,22610024.9,40.112,1,126,70.5507,4,1,4,0.09756,511.1635,738
5,2,164,17550760.0,63.872,5,17,23.8022,2,1,3,0.01424,534.4297,739
5,2,257,19396196.0,43.533,3,17,23.8022,2,1,3,0.01424,527.8934,740
6,3,141,5653040.0,15.604,1,19,57.2072,2,2,3,0.01965,614.5893,741
5,2,68,802426.0,5.22,0,10,84.0888,2,1,4,0.01643,561.9545,742
10,3,101,424454400.0,671.174,4,24,46.4656,3,2,3,0.02194,604.6571,743
10,3,68,3324330.0,12.446,0,39,106.7103,3,2,4,0.03981,582.1597,744
5,2,60,0.0,0.0,0,17,31.1228,2,1,3,0.01512,566.7321,745
10,3,8,83403580.0,217.851,5,23,11.8788,3,2,2,0.0171,598.1065,746
6,3,80,0.0,0.0,0,15,142.1075,2,2,4,0.0269,573.2083,747
9,2,13011,0.0,0.0,0,29,27.2853,3,1,3,0.02322,567.9116,748
5,2,129,1487058.0,4.064,0,8,4.5109,2,1,1,0.00553,564.5,749
9,2,3639,0.0,0.0,0,29,27.2853,3,1,3,0.02322,542.5455,750
6,3,40,3754410.0,25.324,0,13,10.4721,2,2,2,0.0098,581.5469,751
6,3,63,3820084.0,18.616,2,13,10.4721,2,2,2,0.0098,579.5833,752
5,2,62,0.0,0.0,0,11,18.5511,2,1,2,0.00934,571.7167,753
5,2,51,5672759.9,31.024,2,8,4.5109,2,1,1,0.00553,565.3958,754
5,2,41,892793.0,5.648,1,11,18.5511,2,1,2,0.00934,566.0375,755
5,2,51,8551886.5,8.069,2,8,4.5109,2,1,1,0.00553,553.0597,756
6,3,271,4832840.0,15.311,1,11,18.5511,2,2,2,0.00934,572.3355,757
5,2,10,5527744.0,24.495,0,11,18.5511,2,1,2,0.00934,566.9063,758
5,2,52,0.0,0.0,2,5,0.0125,2,1,1,0.00285,562.0536,759
5,2,18,4982057.0,41.16,0,5,0.0125,2,1,1,0.00285,559.375,760
5,2,51,0.0,0.0,0,6,9.3438,2,1,2,0.00468,505.4063,761
9,2,92,5130430.0,27.611,0,64,73.1471,3,1,4,0.05364,507.2841,762
5,2,110,6783339.0,11.881,3,15,159.0767,2,1,4,0.02892,568.2096,763
6,3,162,217460908.0,221.382,10,15,159.0767,2,2,4,0.02892,585.4403,764
9,2,59,0.0,0.0,0,25,199.8235,3,1,4,0.04091,520.0795,765
9,2,28,0.0,0.0,0,25,199.8235,3,1,4,0.04091,517.1776,766
10,3,314,22575680.0,112.835,0,22,11.2341,3,2,2,0.01631,611.8021,767
10,3,234,8807720.0,21.576,0,22,11.2341,3,2,2,0.01631,618.7315,768
6,3,0,164519070.0,72.58,6,15,159.0767,2,2,4,0.02892,600.4151,769
9,2,22,0.0,0.0,0,45,145.9297,3,1,4,0.04875,501.9875,770
9,2,54,0.0,0.0,0,45,145.9297,3,1,4,0.04875,501.5156,771
11,4,86,26681700.0,340.043,0,30,17.0146,3,3,2,0.02271,656.1563,772
11,4,108,20123000.0,216.886,0,30,17.0146,3,3,2,0.02271,653.1719,773
5,2,220,7834630.0,18.669,5,13,155.2365,2,1,4,0.02704,507.75,774
5,2,124,5898139.5,14.457,2,6,6.6771,2,1,2,0.00436,510.1458,775
6,3,43,11488.3,0.037,0,9,152.5056,2,2,4,0.02386,594.2,776
9,2,55,0.0,0.0,0,39,53.6324,3,1,3,0.03349,498.2174,777
5,2,69,3634370.0,14.653,0,8,114.3813,2,1,4,0.01861,500.575,778
9,2,60,6407816.0,21.618,3,25,40.736,3,1,3,0.02197,503.6776,779
9,2,64,0.0,0.0,0,39,53.6324,3,1,3,0.03349,495.8906,780
9,2,109,3759230.0,19.44,0,42,85.0315,3,1,4,0.03937,494.2708,781
5,2,89,3041350.0,20.276,0,7,61.3625,2,1,3,0.01158,494.5536,782
5,2,266,15401310.0,80.016,6,7,61.3625,2,1,3,0.01158,494.3583,783
5,2,100,6454170.0,40.191,0,7,61.3625,2,1,3,0.01158,492.05,784
9,2,64,0.0,0.0,0,32,17.9164,3,1,2,0.02424,503.875,785
5,2,316,2312980.0,11.283,0,6,0.0125,2,1,1,0.00357,492.8854,786
9,2,111,996760.0,3.736,0,25,40.736,3,1,3,0.02197,496.0938,787
9,2,56,2296953.0,9.732,2,32,17.9164,3,1,2,0.02424,504.9485,788
5,2,452,0.0,0.0,0,5,4.8075,2,1,1,0.00342,509.9861,789
9,2,116,2623612.0,9.835,1,32,17.9164,3,1,2,0.02424,497.9342,790
5,2,314,1030220.0,5.674,1,6,0.0125,2,1,1,0.00357,492.6,791
5,2,22,92264212.9,462.489,0,14,8.5821,2,1,2,0.01029,570.3929,792
2,2,17,1442550.0,8.632,0,4,8.0063,1,2,2,0.00309,576.6806,793
6,3,31,4853879.0,9.803,3,7,6.8679,2,2,2,0.0051,586.2621,794
2,2,21,0.0,0.0,0,1,0.2,1,2,1,2e-05,575.7679,795
5,2,40,115622401.0,585.942,2,9,6.0111,2,1,1,0.00642,568.5893,796
5,2,68,0.0,0.0,0,10,84.0888,2,1,4,0.01643,556.75,797
5,2,80,1370620.0,9.525,1,10,6.41,2,1,1,0.00718,554.4318,798
9,2,43,10107847.0,33.246,3,26,7.9611,3,1,2,0.01878,521.5114,799
9,2,85,7997790.0,29.078,0,26,7.9611,3,1,2,0.01878,514.2778,800
5,2,140,0.0,0.0,1,6,0.0125,2,1,1,0.00357,490.0536,801
1,1,110,470721.0,3.267,0,1,0.0125,1,1,1,0.0,489.2344,802
1,1,217,2484223.0,17.641,2,1,0.0125,1,1,1,0.0,489.7857,803
1,1,82,6310090.0,40.378,0,1,0.0125,1,1,1,0.0,490.0682,804
1,1,157,0.0,0.0,0,1,0.0125,1,1,1,0.0,487.9531,805
9,2,25,1822330.0,19.271,0,50,43.8282,3,1,3,0.04017,556.25,806
1,1,128,5930449.0,25.675,5,4,0.0125,1,1,1,0.00214,542.2206,807
9,2,191,7905480.0,30.67,0,44,14.2378,3,1,2,0.03236,527.0089,808
9,2,213,885130.0,3.847,0,44,14.2378,3,1,2,0.03236,526.625,809
9,2,88,14890300.0,53.892,0,44,14.2378,3,1,2,0.03236,529.9444,810
9,2,64,0.0,0.0,0,32,17.9164,3,1,2,0.02424,499.2955,811
5,2,239,3006030.0,13.075,1,6,16.6771,2,1,2,0.00555,493.3309,812
5,2,45,0.0,0.0,0,6,0.0125,2,1,1,0.00357,489.5938,813
1,1,179,0.0,0.0,0,1,0.0125,1,1,1,0.0,487.0909,814
1,1,111,0.0,0.0,0,1,0.0125,1,1,1,0.0,488.925,815
5,2,87,0.0,0.0,0,6,0.0125,2,1,1,0.00357,522.4911,816
5,2,83,0.0,0.0,0,9,6.6778,2,1,2,0.0065,517.8571,817
5,2,106,0.0,0.0,0,9,6.6778,2,1,2,0.0065,514.6625,818
9,2,50,1435480.0,7.018,0,32,17.9164,3,1,2,0.02424,503.6667,819
5,2,250,0.0,0.0,0,6,16.6771,2,1,2,0.00555,490.8942,820
9,2,121,0.0,0.0,0,32,17.9164,3,1,2,0.02424,496.075,821
5,2,76,598200.0,2.559,0,6,0.0125,2,1,1,0.00357,500.25,822
9,2,55,8721330.0,47.712,0,44,14.2378,3,1,2,0.03236,535.4432,823
9,2,41,0.0,0.0,0,50,43.8282,3,1,3,0.04017,550.0833,824
1,1,1024,0.0,0.0,0,3,0.0125,1,1,1,0.00143,485.9771,825
1,1,91,0.0,0.0,0,1,0.0125,1,1,1,0.0,487.1667,826
9,2,145,458692.0,1.469,1,29,27.2853,3,1,3,0.02322,559.6731,827
9,2,294,0.0,0.0,0,44,14.2378,3,1,2,0.03236,520.1083,828
1,1,98,0.0,0.0,0,1,0.0125,1,1,1,0.0,484.7637,829
6,3,40,1903920.0,12.042,0,13,10.4721,2,2,2,0.0098,583.9625,830
6,3,10,60975086.0,333.428,6,13,10.4721,2,2,2,0.0098,585.0536,831
6,3,36,0.0,0.0,0,9,1.6764,2,2,1,0.0059,577.4423,832
6,3,37,4726570.0,22.043,0,9,1.6764,2,2,1,0.0059,571.8906,833
2,2,38,28396807.0,149.566,3,1,9.0,1,2,2,0.00107,573.8654,834
1,1,15,68296810.0,416.411,0,1,0.0125,1,1,1,0.0,511.95,835
1,1,44,85804640.0,775.113,2,1,0.0125,1,1,1,0.0,510.4643,836
1,1,23,72866940.0,571.961,0,1,0.0125,1,1,1,0.0,511.2639,837
5,2,356,2406780.0,3.068,3,10,52.305,2,1,3,0.01264,521.2109,838
9,2,63,4113400.0,33.959,0,64,73.1471,3,1,4,0.05364,506.9107,839
1,1,111,0.0,0.0,0,1,1.6,1,1,1,0.00019,505.3125,840
7,3,176,0.0,0.0,0,6,2.5104,2,3,1,0.00386,640.6711,841
3,2,202,0.0,0.0,0,1,1.0,1,3,1,0.00012,640.3958,842
6,3,445,26092840.0,37.951,3,7,6.7214,2,2,2,0.00508,586.6458,843
6,3,155,817538.0,2.106,0,21,74.628,2,2,4,0.02315,579.34,844
9,2,82,4238040.0,31.229,1,31,622.1649,3,1,4,0.09546,503.9643,845
9,2,37,0.0,0.0,0,45,145.9297,3,1,4,0.04875,502.9063,846
9,2,20,0.0,0.0,0,45,145.9297,3,1,4,0.04875,502.2031,847
13,3,70,38786940.0,172.695,2,293,138.2277,4,1,4,0.22473,562.7833,848
6,3,63,0.0,0.0,0,19,55.0842,2,2,3,0.01939,616.6103,849
2,2,52,0.0,0.0,0,3,0.0125,1,2,1,0.00143,611.2188,850
10,3,113,189869.0,1.479,2,30,103.8079,3,2,4,0.03304,605.7188,851
10,3,70,0.0,0.0,0,30,103.8079,3,2,4,0.03304,602.64,852
2,2,49,1618020.0,9.337,0,1,0.0125,1,2,1,0.0,617.9327,853
2,2,26,456871.0,2.392,1,3,0.0125,1,2,1,0.00143,613.8194,854
6,3,16,8004727.699,44.618,2,9,10.0097,2,2,2,0.0069,617.5909,855
6,3,73,0.0,0.0,0,9,10.0097,2,2,2,0.0069,616.3281,856
6,3,31,65290652.0,250.833,0,14,8.5821,2,2,2,0.01029,571.9821,857
5,2,118,4042176.0,50.015,3,5,0.0125,2,1,1,0.00285,543.9,858
5,2,159,1167189.0,4.547,2,17,23.8022,2,1,3,0.01424,540.2734,859
2,2,32,8736837.0,48.93,1,4,162.0031,1,2,4,0.02142,572.5682,860
2,2,45,4410810.0,18.003,0,4,162.0031,1,2,4,0.02142,575.2212,861
2,2,53,10689536.0,55.83,2,4,162.0031,1,2,4,0.02142,578.5,862
2,2,132,0.0,0.0,0,4,188.2563,1,2,4,0.02455,598.5,863
6,3,29,0.0,0.0,0,7,6.8679,2,2,2,0.0051,593.9219,864
5,2,105,132882.0,0.789,0,5,0.0125,2,1,1,0.00285,551.5833,865
5,2,65,3648580.0,18.684,2,5,0.0125,2,1,1,0.00285,546.7411,866
5,2,36,2275390.0,17.55,0,9,6.0111,2,1,1,0.00642,558.9844,867
5,2,98,0.0,0.0,0,17,31.1228,2,1,3,0.01512,561.725,868
9,2,118,0.0,0.0,0,32,17.9164,3,1,2,0.02424,498.35,869
9,2,287,0.0,0.0,0,32,17.9164,3,1,2,0.02424,496.2625,870
5,2,131,0.0,0.0,0,9,6.6778,2,1,2,0.0065,511.0982,871
5,2,103,0.0,0.0,0,9,6.6778,2,1,2,0.0065,510.5078,872
2,2,17,0.0,0.0,1,3,135.9167,1,2,4,0.01761,580.7188,873
2,2,13,5330640.0,39.548,3,3,135.9167,1,2,4,0.01761,573.8958,874
2,2,3,263428.0,20.417,0,2,0.0125,1,2,1,0.00071,581.25,875
2,2,12,2053070.0,20.714,0,2,0.0125,1,2,1,0.00071,577.9643,876
2,2,65,4344580.0,41.328,0,2,0.0125,1,2,1,0.00071,578.3,877
9,2,32,0.0,0.0,0,50,43.8282,3,1,3,0.04017,553.5375,878
9,2,94,2022230.0,18.128,1,29,27.2853,3,1,3,0.02322,554.75,879
1,1,20,20543.801,0.252,3,4,12.0094,1,1,2,0.00357,544.55,880
1,1,51,0.0,0.0,3,1,0.0125,1,1,1,0.0,537.95,881
1,1,23,1434760.0,16.487,2,1,0.0125,1,1,1,0.0,535.8,882
9,2,130,0.0,0.0,3,44,14.2378,3,1,2,0.03236,527.4118,883
5,2,55,0.0,0.0,0,9,6.6778,2,1,2,0.0065,505.3056,884
6,3,16,0.0,0.0,0,9,1.6764,2,2,1,0.0059,581.625,885
6,3,9,0.0,0.0,0,9,1.6764,2,2,1,0.0059,578.1944,886
6,3,38,54197900.0,544.072,0,9,1.6764,2,2,1,0.0059,580.625,887
5,2,28,11964772.0,52.44,7,5,0.0125,2,1,1,0.00285,564.4911,888
6,3,143,779571.0,1.02,5,14,29.3813,2,2,3,0.01277,590.3601,889
10,3,13,0.0,0.0,0,23,11.8788,3,2,2,0.0171,598.125,890
2,2,6,3414720.0,17.324,0,3,74.6667,1,2,4,0.01031,589.4423,891
6,3,0,3556260.0,34.493,2,9,49.7861,2,2,3,0.01163,594.4861,892
2,2,24,0.0,0.0,0,3,74.6667,1,2,4,0.01031,589.45,893
2,2,62,0.0,0.0,0,3,74.6667,1,2,4,0.01031,590.8,894
9,2,49,0.0,0.0,0,35,311.0211,3,1,4,0.06128,505.2656,895
5,2,49,0.0,0.0,0,10,52.305,2,1,3,0.01264,534.5,896
9,2,38,0.0,0.0,0,49,39.2135,3,1,3,0.0389,536.25,897
9,2,58,11105900.0,413.121,0,49,39.2135,3,1,3,0.0389,534.125,898
1,1,15,0.0,0.0,0,1,800.0,1,1,4,0.09524,543.875,899
9,2,66,2298530.0,61.018,0,29,167.1789,3,1,4,0.03987,542.6875,900
9,2,43,0.0,0.0,0,25,17.386,3,1,2,0.01919,535.1667,901
9,2,39,0.0,0.0,0,25,17.386,3,1,2,0.01919,536.6042,902
9,2,750,355832446.5,303.572,4,29,167.1789,3,1,4,0.03987,554.8468,903
9,2,0,73758796.3,48.521,6,49,39.2135,3,1,3,0.0389,536.5697,904
13,3,99,30224800.0,110.019,0,293,138.2277,4,1,4,0.22473,546.3125,905
13,3,68,28888561.0,77.052,1,293,138.2277,4,1,4,0.22473,546.52,906
5,2,909,0.0,0.0,0,6,1.8854,2,1,1,0.00379,540.0789,907
1,1,30,0.0,0.0,0,4,12.0094,1,1,2,0.00357,550.2857,908
1,1,181,629961.0,4.063,0,4,0.0125,1,1,1,0.00214,542.3875,909
2,2,7,0.0,0.0,0,2,180.0063,1,2,4,0.02214,585.0625,910
5,2,107,10458000.0,177.549,0,16,37.8438,2,1,3,0.0152,490.6563,911
5,2,151,8774730.0,20.954,0,16,37.8438,2,1,3,0.0152,490.9464,912
5,2,31,0.0,0.0,0,9,6.6778,2,1,2,0.0065,499.8065,913
1,1,31,0.0,0.0,0,2,0.0813,1,1,1,0.00072,509.3914,914
1,1,73,0.0,0.0,0,3,0.0125,1,1,1,0.00143,486.3917,915
1,1,198,0.0,0.0,0,3,0.0125,1,1,1,0.00143,488.1875,916
9,2,308,0.0,0.0,0,23,85.2929,3,1,4,0.02584,555.1184,917
10,3,89,7411915.4,18.881,2,33,51.8159,3,2,3,0.02899,591.4792,918
10,3,60,2494100.0,9.055,1,33,51.8159,3,2,3,0.02899,592.0625,919
9,2,75,0.0,0.0,0,25,40.736,3,1,3,0.02197,498.6442,920
9,2,86,2841080.0,16.016,0,25,40.736,3,1,3,0.02197,501.625,921
6,3,69,0.0,0.0,0,11,25.2227,2,2,3,0.01013,599.1855,922
2,2,28,0.0,0.0,0,2,0.0125,1,2,1,0.00071,588.4135,923
1,1,82,713475.0,2.608,0,2,15.75,1,1,2,0.00259,517.4922,924
9,2,98,1115290.0,7.629,1,26,7.9611,3,1,2,0.01878,513.8438,925
5,2,43,3924080.0,33.348,0,9,6.0111,2,1,1,0.00642,562.0781,926
5,2,165,1217950.0,8.837,0,16,37.8438,2,1,3,0.0152,489.7143,927
5,2,28,0.0,0.0,0,16,37.8438,2,1,3,0.0152,488.5865,928
9,2,21,1523690.0,65.136,0,50,43.8282,3,1,3,0.04017,546.5,929
9,2,103,3681320.0,13.432,0,50,43.8282,3,1,3,0.04017,550.1667,930
5,2,27,302999.0,2.29,0,6,0.0125,2,1,1,0.00357,502.3929,931
5,2,60,0.0,0.0,0,6,0.0125,2,1,1,0.00357,497.775,932
1,1,44,17569100.0,478.847,1,1,0.0125,1,1,1,0.0,504.6875,933
9,2,109,56470490.0,124.638,9,31,622.1649,3,1,4,0.09546,504.1895,934
5,2,55,0.0,0.0,0,10,52.305,2,1,3,0.01264,531.2188,935
5,2,108,0.0,0.0,0,10,52.305,2,1,3,0.01264,531.6875,936
9,2,172,0.0,0.0,0,29,167.1789,3,1,4,0.03987,543.4634,937
9,2,323,61866684.8,205.32,3,29,167.1789,3,1,4,0.03987,544.8281,938
6,3,10,1372220.0,3.513,3,7,6.8679,2,2,2,0.0051,587.5185,939
6,3,6,0.0,0.0,0,7,6.8679,2,2,2,0.0051,593.2857,940
6,3,114,472999.0,1.902,0,20,77.9294,2,2,4,0.02283,592.6442,941
5,2,84,0.0,0.0,0,7,12.8643,2,1,2,0.00581,511.7109,942
5,2,49,0.0,0.0,0,7,12.8643,2,1,2,0.00581,513.5417,943
3,2,85,27797331.4,125.963,1,1,1.0,1,3,1,0.00012,648.0446,944
11,4,13,17819400.0,198.047,0,30,4.5158,3,3,1,0.02122,651.15,945
1,1,350,0.0,0.0,0,2,0.0125,1,1,1,0.00071,495.3036,946
1,1,113,0.0,0.0,0,2,0.0125,1,1,1,0.00071,492.8056,947
5,2,610,0.0,0.0,0,10,13.81,2,1,2,0.00806,483.9962,948
5,2,919,0.0,0.0,0,6,0.0125,2,1,1,0.00357,491.8107,949
5,2,1739,0.0,0.0,0,6,16.6771,2,1,2,0.00555,489.2784,950
6,3,24,7254289.0,37.998,0,18,48.6757,2,2,3,0.01792,582.9917,951
2,2,91,94770545.0,612.338,6,4,44.2531,1,2,3,0.00741,626.8409,952
10,3,200,56636509.0,243.431,9,22,5.7767,3,2,1,0.01566,631.4833,953
9,2,17,0.0,0.0,0,50,43.8282,3,1,3,0.04017,556.875,954
9,2,15,0.0,0.0,0,50,43.8282,3,1,3,0.04017,559.8,955
5,2,95,133640400.0,398.861,6,10,52.305,2,1,3,0.01264,538.8472,956
5,2,108,13642800.0,89.282,0,10,52.305,2,1,3,0.01264,538.4792,957
9,2,1262,0.0,0.0,0,44,14.2378,3,1,2,0.03236,523.3542,958
9,2,232,0.0,0.0,0,44,14.2378,3,1,2,0.03236,519.8438,959
9,2,144,0.0,0.0,0,44,14.2378,3,1,2,0.03236,517.75,960
9,2,20,0.0,0.0,0,44,14.2378,3,1,2,0.03236,522.625,961
2,2,311,8194050.0,54.18,0,4,6.0094,1,2,1,0.00285,575.4231,962
10,3,87,8108704.0,64.899,0,39,106.7103,3,2,4,0.03981,576.5,963
9,2,231,0.0,0.0,0,32,17.9164,3,1,2,0.02424,507.9375,964
9,2,72,2603840.0,15.869,2,32,17.9164,3,1,2,0.02424,504.0,965
5,2,28,2637942.0,17.794,5,5,4.8075,2,1,1,0.00342,509.9844,966
5,2,90,127870.0,0.832,2,5,4.8075,2,1,1,0.00342,505.5288,967
13,3,3,13607100.0,76.607,6,71,97.959,4,1,4,0.06159,513.0865,968
5,2,54,18551860.0,46.715,4,10,52.305,2,1,3,0.01264,519.5417,969
5,2,171,0.0,0.0,0,10,52.305,2,1,3,0.01264,528.9375,970
9,2,382,28708045.0,62.483,1,49,39.2135,3,1,3,0.0389,528.069,971
9,2,74,40045748.0,124.965,8,49,39.2135,3,1,3,0.0389,531.0855,972
6,3,20,285692.0,2.217,0,7,6.8679,2,2,2,0.0051,593.1563,973
6,3,47,0.0,0.0,0,7,6.8679,2,2,2,0.0051,592.6429,974
9,2,51,0.0,0.0,0,44,14.2378,3,1,2,0.03236,531.9583,975
9,2,21,50993500.0,991.466,0,35,311.0211,3,1,4,0.06128,505.5313,976
9,2,32,0.0,0.0,0,35,311.0211,3,1,4,0.06128,505.25,977
9,2,19,68519180.0,655.652,1,35,311.0211,3,1,4,0.06128,505.1667,978
9,2,57,0.0,0.0,0,35,311.0211,3,1,4,0.06128,504.7,979
1,1,3,8297180.0,560.446,0,1,800.0,1,1,4,0.09524,542.4375,980
1,1,9,13931800.0,863.096,0,1,800.0,1,1,4,0.09524,540.5,981
9,2,21,0.0,0.0,0,29,167.1789,3,1,4,0.03987,540.0,982
9,2,30,0.0,0.0,0,29,167.1789,3,1,4,0.03987,538.375,983
9,2,15,0.0,0.0,0,29,167.1789,3,1,4,0.03987,538.8333,984
6,3,6,0.0,0.0,0,7,6.8679,2,2,2,0.0051,595.9375,985
