Grupo,Cat_Ench,Cat_Precip,Frecuencia,Volumen,Precipitac,Ingreso,Rezago,Población,Capacidad,Densidad,Conectivid,Severida50,Severida90,Severida75,id
8,2,4,17,80.41985,804.11968,0.9,3,3252,41918923.0,59.27337,1.0,0.02098,0.01951,0.02006,242
8,2,4,17,80.41985,789.82292,0.74,3,3396,14220600.0,61.40951,3.0,0.02098,0.01951,0.02006,243
8,2,4,13,17.25865,748.23214,0.82,3,2082,31419710.0,252.71908,3.0,0.01061,0.00541,0.00736,244
12,3,4,31,31.18145,762.59783,0.92,3,3347,53967640.0,145.07308,3.0,0.02511,0.01096,0.01626,245
16,4,4,108,14.12697,748.8,0.74,3,4421,109060048.0,233.37753,4.0,0.078,0.01829,0.04068,246
16,4,4,108,14.12697,733.70312,0.62,3,8866,2331432.1,8.66802,4.0,0.078,0.01829,0.04068,247
4,1,4,1,180.0,735.33929,0.87,3,1692,29392.9003,0.28639,1.0,0.02143,0.03857,0.03214,248
16,4,4,74,145.82517,728.79464,0.65,3,4828,8555530.0,41.43573,3.0,0.06943,0.04166,0.05207,249
8,2,4,17,20.90147,845.60337,0.96,3,495,37510143.2,44.21233,4.0,0.0139,0.00676,0.00944,250
8,2,4,17,20.90147,831.35417,0.0,0,0,2512243.6,34.83498,,0.0139,0.00676,0.00944,251
12,3,4,57,56.65702,823.98958,0.86,0,9,36326030.0,204.06807,,0.04669,0.02013,0.03009,252
7,2,3,16,26.32734,693.8125,0.86,3,5081,17361431.9,51.52835,1.0,0.01383,0.00778,0.01005,253
12,3,4,57,56.65702,815.48864,0.9,3,2105,54949364.3,263.75471,3.0,0.04669,0.02013,0.03009,254
7,2,3,16,26.32734,682.09677,0.82,3,6611,47593333.0,92.42294,8.0,0.01383,0.00778,0.01005,255
12,3,4,31,31.18145,790.23958,0.0,0,188,,,4.0,0.02511,0.01096,0.01626,256
3,1,3,4,4.50938,663.78472,0.88,3,1527,2630122.0,9.65577,4.0,0.00268,0.00139,0.00187,257
12,3,4,31,31.18145,775.33594,0.89,3,1924,46046889.0,163.32914,7.0,0.02511,0.01096,0.01626,258
16,4,4,108,14.12697,755.70833,0.91,3,101,21416027.0,198.19018,4.0,0.078,0.01829,0.04068,259
7,2,3,18,2.82194,648.70833,0.9,3,2534,2058400.0,9.67835,,0.01246,0.00303,0.00656,260
12,3,4,56,102.54621,740.8,0.83,3,696,6352946.0,40.88669,1.0,0.05144,0.02982,0.03792,261
7,2,3,18,2.82194,641.16447,0.89,3,3331,2383080.0,8.23945,1.0,0.01246,0.00303,0.00656,262
12,3,4,56,102.54621,741.96711,0.83,3,2360,4261613.0,13.76337,2.0,0.05144,0.02982,0.03792,263
6,2,2,13,13.39423,636.375,0.84,3,1365,48310.1015,0.26241,3.0,0.01015,0.00458,0.00667,264
8,2,4,9,75.8125,835.77206,0.0,3,471,5473970.0,20.46524,4.0,0.01473,0.01738,0.01639,265
6,2,2,13,13.39423,634.35417,0.74,3,2643,1489104.79,8.70225,1.0,0.01015,0.00458,0.00667,266
8,2,4,19,6.87829,824.625,0.88,3,4691,51136879.0,191.28994,8.0,0.01366,0.00404,0.00765,267
10,3,2,62,60.80383,628.2381,0.55,3,8789,3088780.0,8.69355,1.0,0.05075,0.02173,0.03261,268
4,1,4,4,1.40625,818.55882,0.9,3,3398,40479630.0,79.74662,5.0,0.00231,0.00073,0.00132,269
4,1,4,1,9.0,736.88281,0.81,3,1339,5363350.19,19.93268,3.0,0.00107,0.00193,0.0016,270
8,2,4,20,24.11313,800.79808,0.91,3,1835,6590660.0,17.51844,,0.01642,0.00787,0.01108,271
7,2,3,10,57.0075,720.75,0.72,3,4849,588632.0,2.34818,,0.0132,0.0135,0.01339,272
8,2,4,20,24.11313,788.73276,0.91,3,3400,8905945.0,21.4043,,0.01642,0.00787,0.01108,273
3,1,3,1,0.0125,675.53125,0.7,3,12179,31565027.0,48.20499,6.0,0.0,0.0,0.0,274
12,3,4,24,20.75521,774.39286,0.89,3,4114,49179700.0,195.81103,,0.01887,0.00773,0.01191,275
6,2,2,13,13.39423,631.17708,0.86,3,1840,18088660.0,85.12067,4.0,0.01015,0.00458,0.00667,276
12,3,4,24,20.75521,773.49306,0.9,3,2485,50306200.0,227.60717,3.0,0.01887,0.00773,0.01191,277
10,3,2,62,60.80383,618.40909,0.49,3,4041,196552200.0,451.76238,6.0,0.05075,0.02173,0.03261,278
8,2,4,13,71.31346,760.945,0.91,3,2346,51534376.8,130.01728,4.0,0.01705,0.01699,0.01701,279
15,4,3,93,49.98253,709.88816,0.6,3,11031,14335102.0,41.76868,5.0,0.07157,0.02383,0.04173,280
12,3,4,38,18.55461,756.01136,0.93,3,1083,17535340.0,106.33173,,0.0286,0.00925,0.01651,281
15,4,3,93,49.98253,698.8125,0.58,3,10248,,,3.0,0.07157,0.02383,0.04173,282
12,3,4,38,18.55461,751.77778,0.89,3,1935,78361.7968,0.46331,2.0,0.0286,0.00925,0.01651,283
15,4,3,93,49.98253,689.53906,0.55,3,12372,5139187.6,18.54087,3.0,0.07157,0.02383,0.04173,284
12,3,4,38,18.55461,748.1875,0.86,3,2906,23605684.8,82.32214,5.0,0.0286,0.00925,0.01651,285
11,3,3,22,84.75739,674.04018,0.6,3,9265,6789362.98,15.31084,11.0,0.02507,0.02116,0.02262,286
8,2,4,9,6.6625,836.83854,0.94,3,3078,108950847.0,356.49027,9.0,0.0065,0.00257,0.00404,287
11,3,3,22,84.75739,671.58468,0.64,3,11535,10669767.0,20.36154,8.0,0.02507,0.02116,0.02262,288
12,3,4,63,21.44813,815.33929,0.88,3,2734,8667060.0,69.12221,2.0,0.04677,0.01344,0.02594,289
3,1,3,3,0.0125,659.67188,0.63,3,5604,12344487.4,31.59526,3.0,0.00143,0.00029,0.00071,290
12,3,4,63,21.44813,806.18333,0.91,3,764,6960980.0,33.43828,,0.04677,0.01344,0.02594,291
7,2,3,5,36.01,651.48897,0.74,3,7693,16167427.0,28.75296,9.0,0.00714,0.00828,0.00785,292
12,3,4,63,21.44813,802.6875,0.9,3,411,,,,0.04677,0.01344,0.02594,293
3,1,3,4,0.0125,654.45238,0.77,3,3507,12190615.0,33.83561,2.0,0.00214,0.00043,0.00107,294
12,3,4,63,21.44813,794.86765,0.91,3,1467,31719821.0,114.92811,2.0,0.04677,0.01344,0.02594,295
8,2,4,8,21.13125,781.26875,0.92,3,3229,70509776.0,184.35028,5.0,0.00751,0.00552,0.00627,296
11,3,3,26,17.19183,645.56731,0.81,3,3311,14930678.0,44.4394,2.0,0.01988,0.00725,0.01198,297
12,3,4,37,96.90405,784.79972,0.82,3,253,250629317.0,86.48526,15.0,0.03721,0.0259,0.03014,298
11,3,3,26,17.19183,638.82422,0.86,3,4664,71758017.0,141.33826,4.0,0.01988,0.00725,0.01198,299
4,1,4,2,26.7,855.33594,0.89,3,1631,,,,0.00389,0.00586,0.00512,300
10,3,2,26,17.19183,636.23438,0.87,3,4011,12756440.5,32.92482,2.0,0.01988,0.00725,0.01198,301
8,2,4,9,6.6625,854.175,0.8,3,2767,11329987.0,57.02165,7.0,0.0065,0.00257,0.00404,302
4,1,4,1,9.0,731.93282,0.86,3,280,23490093.0,3.23668,15.0,0.00107,0.00193,0.0016,303
8,2,4,9,6.6625,849.025,0.75,3,2146,11190310.0,113.75172,,0.0065,0.00257,0.00404,304
15,4,3,93,49.98253,700.46711,0.57,3,11211,2047995.0,6.68145,1.0,0.07157,0.02383,0.04173,305
8,2,4,9,6.6625,843.625,0.97,3,306,3324704.0,51.66182,,0.0065,0.00257,0.00404,306
15,4,3,93,49.98253,691.15833,0.57,3,8078,898886.0,3.95808,1.0,0.07157,0.02383,0.04173,307
16,4,4,127,101.71083,828.28947,0.93,3,1030,43076581.2,112.22366,10.0,0.10198,0.03977,0.0631,308
15,4,3,93,49.98253,690.6375,0.56,3,13380,2208373.0,6.82103,6.0,0.07157,0.02383,0.04173,309
8,2,4,9,6.6625,871.35938,0.95,3,2301,,,,0.0065,0.00257,0.00404,310
11,3,3,22,84.75739,676.34286,0.64,3,9846,6483473.0,12.08377,7.0,0.02507,0.02116,0.02262,311
16,4,4,127,101.71083,861.35938,0.92,3,1388,2298519.0,7.49135,3.0,0.10198,0.03977,0.0631,312
3,1,3,2,0.0125,665.78409,0.64,3,5061,1978910.0,9.20135,,0.00071,0.00014,0.00036,313
16,4,4,127,101.71083,847.28629,0.96,3,1440,42432568.0,91.51225,2.0,0.10198,0.03977,0.0631,314
3,1,3,2,0.0125,656.53676,0.66,3,6285,920686.0,3.5821,2.0,0.00071,0.00014,0.00036,315
16,4,4,127,101.71083,837.89286,0.93,3,249,20258326.0,252.33743,3.0,0.10198,0.03977,0.0631,316
16,4,4,186,83.63851,772.94118,0.82,3,2133,1441970.0,5.97942,,0.14191,0.04431,0.08091,317
7,2,3,5,0.0125,644.20833,0.77,3,2774,4450408.39,15.16263,2.0,0.00285,0.00057,0.00143,318
8,2,4,9,6.6625,884.46875,0.95,3,1308,12429249.0,29.11171,1.0,0.0065,0.00257,0.00404,319
2,1,2,3,8.00833,633.32143,0.83,3,2705,26765772.6,74.21139,10.0,0.00238,0.002,0.00214,320
16,4,4,127,101.71083,864.76339,0.95,3,812,1117320.0,3.09893,,0.10198,0.03977,0.0631,321
2,1,2,3,8.50417,624.61029,0.92,3,2633,17058447.0,67.60914,1.0,0.00244,0.0021,0.00223,322
16,4,4,127,101.71083,874.18611,0.95,3,1515,1153410.0,1.66571,,0.10198,0.03977,0.0631,323
6,2,2,5,352.0025,619.82812,0.93,3,1922,43372238.2,159.84774,4.0,0.04476,0.076,0.06428,324
16,4,4,127,101.71083,858.41667,0.94,3,958,1258299.0,3.78786,1.0,0.10198,0.03977,0.0631,325
2,1,2,1,225.0,618.1516,0.87,3,3409,201258.569,0.26158,3.0,0.02678,0.04821,0.04018,326
16,4,4,127,101.71083,851.71875,0.87,3,134,5800950.0,146.82228,3.0,0.10198,0.03977,0.0631,327
2,1,2,3,0.0125,609.75,0.92,3,1313,4455968.2,27.71931,5.0,0.00143,0.00029,0.00071,328
16,4,4,127,101.71083,845.70625,0.94,3,897,11885480.0,36.67685,1.0,0.10198,0.03977,0.0631,329
6,2,2,5,10.5075,607.39062,0.57,3,4568,22788579.7,164.81407,1.0,0.0041,0.00282,0.0033,330
16,4,4,127,101.71083,841.125,0.89,3,101,19540682.2,260.69308,4.0,0.10198,0.03977,0.0631,331
11,3,3,22,84.75739,678.81597,0.66,3,6162,789507.0,1.27326,1.0,0.02507,0.02116,0.02262,332
8,2,4,17,62.12574,844.56667,0.96,3,770,6677129.8,28.92423,2.0,0.01881,0.01559,0.0168,333
16,4,4,127,101.71083,830.125,0.93,3,1888,77324950.0,187.05418,5.0,0.10198,0.03977,0.0631,334
16,4,4,127,101.71083,831.75,0.72,3,19,7929313.29,217.16613,2.0,0.10198,0.03977,0.0631,335
12,3,4,28,116.78973,817.62844,0.97,3,234,299081901.0,179.45191,32.0,0.03316,0.02888,0.03048,336
16,4,4,186,83.63851,780.34615,0.84,3,2340,42349.3984,0.18938,2.0,0.14191,0.04431,0.08091,337
11,3,3,60,46.80875,641.03571,0.66,3,6195,3962359.4,18.16978,1.0,0.04765,0.01844,0.0294,338
12,3,4,51,65.61446,894.28214,0.96,3,1106,34045541.0,57.23908,11.0,0.04347,0.02119,0.02955,339
10,3,2,60,46.80875,637.07143,0.77,3,3205,4342127.0,15.21396,2.0,0.04765,0.01844,0.0294,340
8,2,4,17,22.59779,882.35887,0.96,3,1106,2128490.0,4.3747,2.0,0.0141,0.00712,0.00974,341
10,3,2,28,93.36339,608.79688,0.96,3,1773,9502408.0,54.42987,2.0,0.03037,0.02386,0.0263,342
8,2,4,17,22.59779,875.65441,0.94,3,880,515461.0,0.90078,3.0,0.0141,0.00712,0.00974,343
2,1,2,1,90.0,609.28333,0.93,3,1660,12244300.0,71.18534,,0.01071,0.01928,0.01607,344
12,3,4,30,102.97125,857.69375,0.96,3,724,1781080.0,3.01351,,0.03294,0.0262,0.02873,345
6,2,2,6,3.01042,603.09451,0.92,3,5351,44193187.0,59.51699,16.0,0.00392,0.00136,0.00232,346
12,3,4,30,102.97125,859.11938,0.0,0,0,,,,0.03294,0.0262,0.02873,347
12,3,4,33,90.58636,763.73352,0.95,3,2667,389595.0,0.25919,4.0,0.03361,0.02397,0.02759,348
12,3,4,28,116.78973,839.14107,0.0,0,1,,,1.0,0.03316,0.02888,0.03048,349
11,3,3,60,46.80875,640.90411,0.71,3,6689,29388266.0,24.50775,23.0,0.04765,0.01844,0.0294,350
8,2,4,5,0.0125,835.15385,0.69,3,3881,1451610.0,6.38699,,0.00285,0.00057,0.00143,351
8,2,4,15,10.14417,824.9375,0.6,3,3505,,,1.0,0.01119,0.00417,0.0068,352
12,3,4,33,12.17348,817.95536,0.68,3,6149,,,,0.02427,0.00717,0.01358,353
15,4,3,93,49.98253,695.61765,0.66,3,8917,8022563.19,21.87917,11.0,0.07157,0.02383,0.04173,354
8,2,4,15,50.60583,809.5,0.61,3,2199,44538300.0,394.59945,5.0,0.01601,0.01284,0.01403,355
15,4,3,93,49.98253,702.45956,0.61,3,15107,11833569.9,23.16239,11.0,0.07157,0.02383,0.04173,356
8,2,4,15,50.60583,806.10577,0.77,3,3740,52481200.0,264.56315,3.0,0.01601,0.01284,0.01403,357
6,2,2,19,8.64079,606.94,0.88,3,4373,29795546.5,86.83452,16.0,0.01387,0.00442,0.00796,358
8,2,4,13,69.08269,799.82292,0.73,3,3496,6642610.0,43.77833,,0.01678,0.01651,0.01661,359
6,2,2,8,4.81875,606.85648,0.84,3,5817,50723063.5,124.76445,9.0,0.00557,0.00203,0.00335,360
16,4,4,136,77.34733,792.28226,0.73,3,7599,18352138.0,36.12548,2.0,0.1055,0.03583,0.06196,361
16,4,4,186,83.63851,788.29,0.78,3,6974,2545672.0,6.26218,3.0,0.14191,0.04431,0.08091,362
7,2,3,13,1.23173,646.28125,0.88,3,3112,10943223.8,36.63896,8.0,0.0087,0.00197,0.0045,363
16,4,4,136,77.34733,782.55682,0.76,3,1619,1649340.0,9.0798,,0.1055,0.03583,0.06196,364
12,3,4,66,7.48977,766.525,0.82,3,7418,9420545.0,23.61602,5.0,0.04725,0.01087,0.02452,365
2,1,2,4,14.25625,621.36364,0.75,3,2500,18457300.0,172.99281,,0.00384,0.00348,0.00361,366
16,4,4,136,77.34733,783.2875,0.72,3,1426,13629825.4,69.97429,4.0,0.1055,0.03583,0.06196,367
2,1,2,4,14.25625,619.0375,0.74,3,2846,22982430.0,205.39821,,0.00384,0.00348,0.00361,368
12,3,4,66,7.48977,768.30263,0.77,3,7668,2151354.9,6.42725,2.0,0.04725,0.01087,0.02452,369
12,3,4,66,7.48977,771.89773,0.77,3,5038,30371911.1,115.46363,6.0,0.04725,0.01087,0.02452,370
6,2,2,8,9.00625,617.2875,0.77,3,3808,1595442.3,10.56612,,0.00606,0.00293,0.0041,371
12,3,4,66,7.48977,751.09091,0.84,3,5214,9196426.0,42.73423,7.0,0.04725,0.01087,0.02452,372
6,2,2,8,9.00625,616.17857,0.81,3,3664,12403350.0,89.97402,2.0,0.00606,0.00293,0.0041,373
12,3,4,51,65.61446,906.56579,0.98,3,678,9342136.0,29.05154,7.0,0.04347,0.02119,0.02955,374
6,2,2,8,9.00625,614.85417,0.79,3,1990,5819021.89,66.54071,2.0,0.00606,0.00293,0.0041,375
12,3,4,51,65.61446,905.58929,0.89,3,370,2205499.0,16.42792,1.0,0.04347,0.02119,0.02955,376
6,2,2,8,6.81875,614.04167,0.78,3,2747,17997947.4,124.34909,,0.0058,0.00246,0.00371,377
12,3,4,51,65.61446,916.74621,0.98,3,1541,7849983.1,15.37779,2.0,0.04347,0.02119,0.02955,378
6,2,2,8,6.81875,612.43182,0.78,3,3906,33334090.0,198.84105,5.0,0.0058,0.00246,0.00371,379
12,3,4,51,65.61446,905.8125,0.96,3,1284,27311873.3,48.42618,10.0,0.04347,0.02119,0.02955,380
8,2,4,17,22.59779,899.15789,0.93,3,2196,9621762.28,16.31186,3.0,0.0141,0.00712,0.00974,381
6,2,2,21,13.50655,616.3375,0.84,3,2647,5084940.0,36.57671,,0.01587,0.00574,0.00954,382
8,2,4,8,27.00781,887.54885,0.94,3,1977,189090.0,0.13031,1.0,0.00821,0.00678,0.00732,383
6,2,2,21,13.50655,615.88889,0.85,3,2663,8284231.6,57.62767,6.0,0.01587,0.00574,0.00954,384
12,3,4,51,65.61446,927.00347,0.98,3,1766,1010340.19,1.62025,5.0,0.04347,0.02119,0.02955,385
6,2,2,21,13.50655,612.575,0.84,3,2451,4677210.0,40.054,1.0,0.01587,0.00574,0.00954,386
8,2,4,20,22.78063,920.42841,0.95,3,5945,68250781.5,39.80315,17.0,0.01626,0.00759,0.01084,387
6,2,2,21,13.50655,612.625,0.85,3,2521,4038173.69,31.09918,4.0,0.01587,0.00574,0.00954,388
6,2,2,5,10.5075,609.54167,0.55,3,3630,37660978.0,385.83722,,0.0041,0.00282,0.0033,389
6,2,2,13,16.34904,610.375,0.64,3,2933,1063404.0,11.19845,,0.0105,0.00521,0.0072,390
4,1,4,1,12.0,760.75,0.71,3,3317,234596.0,2.94064,,0.00143,0.00257,0.00214,391
6,2,2,13,16.34904,608.1875,0.65,3,3078,194155.203,1.79547,,0.0105,0.00521,0.0072,392
4,1,4,1,12.0,768.0375,0.63,3,6342,2771590.0,9.61467,,0.00143,0.00257,0.00214,393
6,2,2,5,7.21,629.97656,0.84,3,3706,20726544.1,27.46486,10.0,0.00371,0.00211,0.00271,394
4,1,4,2,26.7,848.15,0.95,3,1674,,,,0.00389,0.00586,0.00512,395
4,1,4,2,26.7,843.75,0.96,3,1524,,,,0.00389,0.00586,0.00512,396
6,2,2,12,126.33646,612.29643,0.95,2,2893,34149812.0,63.53099,4.0,0.02288,0.02864,0.02648,397
6,2,2,18,5.68125,631.125,0.57,3,4643,,,,0.0128,0.00364,0.00708,398
2,1,2,1,15.0,612.35119,0.93,3,2632,18067220.0,49.88475,5.0,0.00178,0.00321,0.00268,399
6,2,2,18,5.68125,625.225,0.6,3,4915,,,,0.0128,0.00364,0.00708,400
6,2,2,17,6.18235,632.51852,0.71,3,6157,60396792.5,135.56715,1.0,0.01215,0.0036,0.00681,401
10,3,2,26,24.73846,618.14286,0.59,3,4060,29441267.0,89.18579,2.0,0.02078,0.00886,0.01333,402
2,1,2,4,0.0125,605.375,0.78,3,4162,26639683.0,164.64378,1.0,0.00214,0.00043,0.00107,403
2,1,2,4,74.37812,603.33333,0.79,3,4255,21403530.0,149.14094,,0.01099,0.01636,0.01435,404
2,1,2,1,7.5,606.4875,0.7,3,1759,4433542.0,38.53596,3.0,0.00089,0.0016,0.00134,405
2,1,2,4,74.37812,603.44318,0.79,3,5598,5627327.0,28.3968,,0.01099,0.01636,0.01435,406
6,2,2,8,9.54531,591.34167,0.65,3,2672,100773748.0,419.09117,9.0,0.00613,0.00304,0.0042,407
2,1,2,3,1.50833,604.10417,0.85,3,4931,16687846.0,61.61403,1.0,0.0016,0.00061,0.00098,408
10,3,2,32,45.47461,576.125,0.64,3,3038,3739310.0,22.71773,2.0,0.02752,0.01416,0.01917,409
10,3,2,64,133.12832,601.88462,0.76,3,6177,8572655.0,47.1998,4.0,0.06078,0.03751,0.04624,410
10,3,2,32,45.47461,580.58333,0.69,3,4342,12793600.0,61.42642,,0.02752,0.01416,0.01917,411
11,3,3,63,86.44385,720.85156,0.88,3,5286,4350930.0,11.91875,,0.05451,0.02737,0.03755,412
13,4,1,109,20.31319,565.81944,0.62,3,2790,2322953.0,16.28969,3.0,0.07945,0.01976,0.04214,413
13,4,1,109,20.31319,563.2625,0.65,3,2991,,,4.0,0.07945,0.01976,0.04214,414
7,2,3,13,208.27212,698.75,0.88,3,1598,,,,0.03335,0.04634,0.04147,415
13,4,1,279,83.99961,543.83824,0.62,3,5370,21148510.0,69.26113,1.0,0.20829,0.05765,0.11414,416
13,4,1,279,83.99961,537.41176,0.0,1,12,,,,0.20829,0.05765,0.11414,417
1,1,1,1,24.0,517.19825,0.0,0,0,181749795.0,24.43576,40.0,0.00286,0.00514,0.00428,418
7,2,3,14,107.50536,705.66667,0.81,3,1868,,,,0.02207,0.02489,0.02383,419
10,3,2,65,9.43808,636.77273,0.57,3,2977,8530470.0,60.10456,3.0,0.04677,0.01115,0.02451,420
2,1,2,3,0.0125,623.54167,0.65,3,1929,27012800.0,248.88606,3.0,0.00143,0.00029,0.00071,421
7,2,3,14,107.50536,688.20833,0.85,3,1898,460664.0,5.11656,1.0,0.02207,0.02489,0.02383,422
2,1,2,3,0.0125,626.0625,0.66,3,2409,,,,0.00143,0.00029,0.00071,423
7,2,3,19,55.13487,682.25,0.94,3,977,5853010.0,38.26586,3.0,0.0194,0.01438,0.01626,424
14,4,2,121,10.19236,613.875,0.66,3,1613,6573010.0,72.9964,,0.0868,0.0193,0.04461,425
3,1,3,1,0.0125,682.25,0.84,3,2650,752177.0,10.6029,,0.0,0.0,0.0,426
14,4,2,121,10.19236,609.25,0.68,3,1695,6448375.0,64.98874,1.0,0.0868,0.0193,0.04461,427
3,1,3,1,0.0125,678.85,0.85,3,2923,,,,0.0,0.0,0.0,428
2,1,2,3,0.0125,602.47917,0.57,3,2610,99664627.3,760.9752,2.0,0.00143,0.00029,0.00071,429
3,1,3,1,0.0125,671.84211,0.9,3,1970,716098.101,2.20829,,0.0,0.0,0.0,430
15,4,3,105,11.11917,643.75568,0.48,3,13391,18319860.0,55.42443,7.0,0.0755,0.01722,0.03907,431
11,3,3,60,46.80875,656.55978,0.86,3,3015,696805.0,1.98278,3.0,0.04765,0.01844,0.0294,432
14,4,2,105,11.11917,637.6625,0.53,3,7304,25532043.9,131.16477,2.0,0.0755,0.01722,0.03907,433
7,2,3,14,37.93661,661.07237,0.82,3,3126,5868170.0,19.39092,3.0,0.01379,0.00998,0.01141,434
6,2,2,9,3.28611,627.79167,0.57,3,1936,,,,0.0061,0.00184,0.00344,435
2,1,2,2,0.0125,622.125,0.88,3,3911,23729700.0,66.30988,6.0,0.00071,0.00014,0.00036,436
6,2,2,9,3.28611,628.32895,0.64,3,2419,17187400.0,63.57236,,0.0061,0.00184,0.00344,437
2,1,2,1,0.0125,618.74375,0.9,3,1848,17206500.0,52.3124,4.0,0.0,0.0,0.0,438
14,4,2,121,10.19236,619.77083,0.66,3,1870,5686730.0,58.6631,,0.0868,0.0193,0.04461,439
2,1,2,1,0.0125,615.9,0.9,3,1634,19481200.0,173.39257,1.0,0.0,0.0,0.0,440
14,4,2,121,10.19236,617.25,0.67,3,1848,5069350.0,62.6383,,0.0868,0.0193,0.04461,441
2,1,2,1,0.0125,626.73333,0.92,3,5027,38329931.0,81.51246,4.0,0.0,0.0,0.0,442
14,4,2,121,10.19236,613.1875,0.65,3,2230,6997555.0,76.96366,2.0,0.0868,0.0193,0.04461,443
2,1,2,3,8.00833,629.69792,0.86,3,2989,5782957.0,24.71157,3.0,0.00238,0.002,0.00214,444
2,1,2,3,0.0125,605.94318,0.55,3,3170,123125789.0,704.50202,6.0,0.00143,0.00029,0.00071,445
2,1,2,2,0.0125,627.125,0.94,3,707,1094950.0,17.36593,1.0,0.00071,0.00014,0.00036,446
2,1,2,3,0.0125,595.77083,0.55,3,3764,2448585.96,14.13739,4.0,0.00143,0.00029,0.00071,447
6,2,2,8,9.00625,622.08333,0.77,3,3261,26349.5,0.16458,2.0,0.00606,0.00293,0.0041,448
14,4,2,79,7.09003,582.125,0.67,3,3481,3119240.0,12.95276,,0.05648,0.01264,0.02908,449
6,2,2,8,9.00625,619.67708,0.8,3,3564,25609795.3,129.26089,,0.00606,0.00293,0.0041,450
13,4,1,79,7.09003,568.30208,0.66,3,3597,14843991.6,80.52426,4.0,0.05648,0.01264,0.02908,451
13,4,1,279,83.99961,559.5,0.6,3,3779,14642719.7,78.60568,3.0,0.20829,0.05765,0.11414,452
6,2,2,8,6.81875,607.85938,0.82,3,1953,22588895.0,131.60501,3.0,0.0058,0.00246,0.00371,453
13,4,1,279,83.99961,553.93056,0.59,3,3183,2457480.0,13.24808,2.0,0.20829,0.05765,0.11414,454
7,2,3,5,360.5075,697.08929,0.86,3,2818,793394.0,5.54765,,0.04577,0.07782,0.0658,455
9,3,1,50,247.3165,541.66346,0.53,3,2796,5387110.0,22.06472,,0.06439,0.05998,0.06164,456
9,3,1,50,247.3165,530.5,0.52,3,3798,10496545.7,67.63767,2.0,0.06439,0.05998,0.06164,457
4,1,4,3,30.00833,1003.55,0.62,3,4727,1420470.0,7.39889,,0.005,0.00671,0.00607,458
11,3,3,28,8.55134,646.09722,0.53,3,5614,6174660.0,37.25698,1.0,0.02027,0.00568,0.01115,459
8,2,4,16,31.50859,994.54207,0.89,3,4089,32625460.4,20.36903,6.0,0.01445,0.00889,0.01097,460
14,4,2,105,11.11917,633.32639,0.55,3,7041,14529470.0,59.12739,2.0,0.0755,0.01722,0.03907,461
4,1,4,3,0.0125,1013.84722,0.68,3,6692,10141917.0,35.67382,10.0,0.00143,0.00029,0.00071,462
2,1,2,3,0.0125,617.39583,0.64,3,1972,1594340.0,19.349,,0.00143,0.00029,0.00071,463
8,2,4,13,40.53365,1024.625,0.6,3,3412,,,,0.01338,0.01039,0.01152,464
14,4,2,105,11.11917,637.86538,0.63,3,6297,30741873.0,148.25197,5.0,0.0755,0.01722,0.03907,465
8,2,4,15,6.01167,1052.79847,0.66,3,11430,1351457.0,1.71007,1.0,0.0107,0.00328,0.00606,466
6,2,2,5,2.7075,623.64286,0.66,3,2434,42953862.6,161.05956,1.0,0.00317,0.00115,0.00191,467
4,1,4,1,0.0125,1040.98936,0.82,3,6314,32202200.0,43.80321,1.0,0.0,0.0,0.0,468
6,2,2,7,36.00893,612.44231,0.63,3,2671,197480464.0,822.10817,8.0,0.00856,0.00857,0.00857,469
8,2,4,7,0.0125,1073.78253,0.78,3,3341,555703.0,0.4954,1.0,0.00428,0.00086,0.00214,470
10,3,2,29,105.11379,600.47794,0.6,3,6373,38860071.0,149.33204,2.0,0.03248,0.02652,0.02875,471
8,2,4,7,0.0125,1064.74621,0.76,3,5350,5090560.0,4.55908,3.0,0.00428,0.00086,0.00214,472
14,4,2,79,7.09003,586.07955,0.64,3,3757,20202612.8,108.49985,,0.05648,0.01264,0.02908,473
8,2,4,7,0.0125,1068.33523,0.62,3,6765,4925224.0,4.93437,,0.00428,0.00086,0.00214,474
14,4,2,460,50.22519,586.175,0.73,3,2512,30351353.7,80.42781,3.0,0.33337,0.07624,0.17266,475
8,2,4,7,53.58214,955.59266,0.88,3,8025,15725010.0,6.78895,12.0,0.01066,0.01234,0.01171,476
14,4,2,460,50.22519,576.73611,0.67,3,3170,3527296.0,26.55991,4.0,0.33337,0.07624,0.17266,477
4,1,4,1,36.0,950.46667,0.9,3,5609,21343804.0,22.42586,,0.00428,0.00771,0.00643,478
13,4,1,460,50.22519,560.48529,0.64,3,5226,171836.0,0.68455,,0.33337,0.07624,0.17266,479
8,2,4,16,31.50859,948.89583,0.89,3,10358,102213747.0,64.6107,12.0,0.01445,0.00889,0.01097,480
9,3,1,50,247.3165,543.46591,0.48,3,1643,1088701.0,7.15472,,0.06439,0.05998,0.06164,481
8,2,4,15,6.01167,1036.08482,0.63,3,6461,6402148.4,7.18184,3.0,0.0107,0.00328,0.00606,482
11,3,3,28,8.55134,646.17708,0.54,3,4810,12545160.0,63.84692,11.0,0.02027,0.00568,0.01115,483
4,1,4,3,4.00833,1046.84135,0.76,3,4704,32518155.0,83.27788,3.0,0.0019,0.00114,0.00143,484
11,3,3,22,28.6875,638.86111,0.59,3,5251,26417742.0,140.3508,2.0,0.01839,0.00914,0.01261,485
