Grupo,Cat_Ench,Cat_Precip,Frecuencia,Volumen,Precipitac,Ingreso,Rezago,Población,Capacidad,Densidad,Conectivid,Severida50,Severida90,Severida75,id
15,4,3,135,40.70389,641.86957,0.61,3,4752,146982170.0,501.76007,11.0,0.10042,0.02784,0.05506,735
14,4,2,135,40.70389,634.26923,0.66,3,4800,122778810.0,471.22881,3.0,0.10042,0.02784,0.05506,736
14,4,2,135,40.70389,636.24167,0.63,3,5449,16834400.0,71.92481,1.0,0.10042,0.02784,0.05506,737
14,4,2,135,40.70389,630.74519,0.66,3,4332,66715340.0,178.04522,2.0,0.10042,0.02784,0.05506,738
10,3,2,25,6.4715,607.25962,0.79,3,3189,1521390.0,7.82852,1.0,0.01789,0.00481,0.00971,739
10,3,2,25,6.4715,611.52885,0.79,3,2922,7912450.0,38.53061,,0.01789,0.00481,0.00971,740
10,3,2,53,17.17382,612.52174,0.81,3,567,21149540.0,29.39925,3.0,0.03913,0.0111,0.02161,741
10,3,2,53,17.17382,619.33929,0.78,3,3951,,,,0.03913,0.0111,0.02161,742
10,3,2,53,17.17382,624.91667,0.78,3,3179,24678500.0,126.81009,,0.03913,0.0111,0.02161,743
6,2,2,18,3.17708,603.91667,0.68,3,4357,204287.299,0.82511,,0.0125,0.0031,0.00663,744
2,1,2,1,0.0125,598.34821,0.71,3,4581,,,,0.0,0.0,0.0,745
10,3,2,22,194.78011,593.125,0.68,3,2305,,,,0.03817,0.04473,0.04227,746
2,1,2,1,0.0125,597.80357,0.7,3,4005,7871570.0,35.43621,,0.0,0.0,0.0,747
6,2,2,14,34.29732,589.34722,0.64,3,2711,,,,0.01335,0.0092,0.01076,748
6,2,2,14,34.29732,583.97222,0.69,3,2655,,,,0.01335,0.0092,0.01076,749
10,3,2,26,303.59615,582.10938,0.8,3,4727,118338896.0,293.6426,5.0,0.05397,0.06862,0.06313,750
9,3,1,34,69.42904,567.89583,0.66,3,6372,18464170.0,49.50902,5.0,0.0318,0.01958,0.02416,751
9,3,1,34,69.42904,558.29762,0.64,3,7254,9212190.0,32.81699,2.0,0.0318,0.01958,0.02416,752
9,3,1,27,43.17083,548.05469,0.0,0,5,22870951.9,40.04509,,0.02368,0.01296,0.01698,753
9,3,1,59,85.41949,538.625,0.64,3,4227,,,,0.05154,0.02658,0.03594,754
13,4,1,90,39.99153,563.0,0.61,3,3179,,,,0.06824,0.02126,0.03888,755
9,3,1,27,43.17083,545.22619,0.6,3,6393,8511743.0,30.89088,6.0,0.02368,0.01296,0.01698,756
9,3,1,27,43.17083,544.3125,0.61,3,7008,4554031.6,15.55003,,0.02368,0.01296,0.01698,757
13,4,1,130,57.77346,535.69853,0.79,3,4564,12101720.0,44.00825,1.0,0.09889,0.03078,0.05632,758
13,4,1,130,57.77346,530.82237,0.79,3,2926,3786389.8,15.26366,3.0,0.09889,0.03078,0.05632,759
5,2,1,11,14.69091,530.95833,0.69,3,4520,2384670.0,11.2847,,0.00888,0.00457,0.00619,760
9,3,1,29,37.04138,530.29545,0.72,3,4033,1711040.0,10.61138,3.0,0.02438,0.01193,0.0166,761
9,3,1,28,23.11741,523.07692,0.82,3,3205,1461812.6,6.93409,,0.02201,0.0088,0.01375,762
13,4,1,130,57.77346,521.32031,0.74,3,4075,6264961.0,21.69469,1.0,0.09889,0.03078,0.05632,763
6,2,2,11,6.30227,614.45833,0.66,3,2770,5708580.0,45.97532,1.0,0.00788,0.00277,0.00469,764
6,2,2,11,6.30227,608.61111,0.67,3,2941,19903700.0,128.28563,,0.00788,0.00277,0.00469,765
2,1,2,1,5.0,601.17708,0.66,3,3343,19439600.0,126.67241,,0.00059,0.00107,0.00089,766
6,2,2,14,34.29732,590.60714,0.69,3,2408,,,1.0,0.01335,0.0092,0.01076,767
10,3,2,66,26.2911,581.22222,0.58,3,406,318448900.0,797.63958,12.0,0.04949,0.0149,0.02787,768
13,4,1,90,39.99153,569.78516,0.64,3,6604,53722671.0,111.8667,2.0,0.06824,0.02126,0.03888,769
13,4,1,90,39.99153,556.15625,0.6,3,3806,7867930.0,29.37514,1.0,0.06824,0.02126,0.03888,770
10,3,2,66,26.2911,572.725,0.74,3,2907,4589230.0,23.15327,,0.04949,0.0149,0.02787,771
9,3,1,66,26.2911,563.99038,0.72,3,3178,,,,0.04949,0.0149,0.02787,772
2,1,2,4,4.50938,618.16406,0.65,3,4749,22372878.0,89.91006,,0.00268,0.00139,0.00187,773
6,2,2,12,0.38646,625.48864,0.72,3,3002,,,,0.00789,0.00165,0.00399,774
14,4,2,85,8.56162,619.78571,0.68,3,3630,,,,0.06093,0.01381,0.03148,775
14,4,2,85,8.56162,611.125,0.63,3,5068,,,,0.06093,0.01381,0.03148,776
2,1,2,4,18.00937,607.25,0.62,3,3901,,,,0.00428,0.00428,0.00428,777
10,3,2,31,4.4129,595.65278,0.61,3,5981,,,,0.02192,0.00522,0.01148,778
10,3,2,66,26.2911,576.625,0.74,3,4171,12738205.0,47.59366,,0.04949,0.0149,0.02787,779
9,3,1,66,26.2911,566.99306,0.73,3,3859,,,2.0,0.04949,0.0149,0.02787,780
13,4,1,76,13.28191,556.60417,0.74,3,3284,883110.0,3.96305,,0.05507,0.01354,0.02912,781
13,4,1,76,13.28191,548.47727,0.71,3,2940,3994790.0,21.04797,,0.05507,0.01354,0.02912,782
10,3,2,62,5.2879,612.625,0.65,3,5414,,,,0.04414,0.00983,0.0227,783
10,3,2,27,31.83472,600.08929,0.61,3,8122,,,,0.02233,0.01053,0.01496,784
6,2,2,6,2.26042,583.31667,0.64,3,4399,90955496.0,405.27551,,0.00383,0.00119,0.00218,785
10,3,2,38,29.29704,589.25,0.61,3,3891,95348913.0,520.29902,3.0,0.02988,0.01155,0.01842,786
9,3,1,66,26.2911,568.75833,0.72,3,3649,11974467.0,50.33751,1.0,0.04949,0.0149,0.02787,787
13,4,1,76,13.28191,555.63194,0.74,3,3143,12936313.9,42.47812,2.0,0.05507,0.01354,0.02912,788
13,4,1,76,13.28191,548.175,0.72,3,760,607847.0,11.76598,,0.05507,0.01354,0.02912,789
13,4,1,76,13.28191,555.02841,0.75,3,3465,5945710.0,19.44222,2.0,0.05507,0.01354,0.02912,790
13,4,1,98,51.76811,524.125,0.72,3,1782,1052941.0,6.21741,,0.07535,0.02493,0.04384,791
13,4,1,171,148.84459,518.29167,0.81,3,2384,2894978.5,16.49101,2.0,0.13897,0.05614,0.0872,792
13,4,1,171,148.84459,515.5625,0.82,3,2991,,,1.0,0.13897,0.05614,0.0872,793
13,4,1,98,51.76811,528.6875,0.71,3,2877,2703830.0,9.66762,,0.07535,0.02493,0.04384,794
13,4,1,98,51.76811,518.74219,0.71,3,3762,10521670.0,44.22531,1.0,0.07535,0.02493,0.04384,795
13,4,1,171,148.84459,510.07639,0.8,3,3892,13188478.9,44.14746,2.0,0.13897,0.05614,0.0872,796
13,4,1,98,51.76811,515.925,0.7,3,2595,,,1.0,0.07535,0.02493,0.04384,797
13,4,1,171,148.84459,507.85577,0.83,3,2783,6349648.0,32.59308,5.0,0.13897,0.05614,0.0872,798
13,4,1,171,148.84459,503.69318,0.8,3,2808,5387030.0,34.26755,,0.13897,0.05614,0.0872,799
9,3,1,23,21.05217,501.625,0.74,3,3389,4683190.0,30.61057,,0.0182,0.00765,0.0116,800
1,1,1,1,0.0125,500.81818,0.73,3,3272,4114241.0,26.60717,2.0,0.0,0.0,0.0,801
9,3,1,67,113.71213,501.3,0.65,3,6109,9808990.0,34.4052,,0.06061,0.03378,0.04384,802
9,3,1,67,113.71213,496.45395,0.59,3,6886,15964460.0,55.60499,2.0,0.06061,0.03378,0.04384,803
6,2,2,11,32.05341,632.33059,0.44,3,3487,202939008.0,163.96872,,0.01095,0.00829,0.00929,804
3,1,3,4,0.0125,669.22039,0.47,3,5206,,,,0.00214,0.00043,0.00107,805
3,1,3,1,0.0125,663.45,0.55,3,3128,,,,0.0,0.0,0.0,806
3,1,3,2,0.0125,662.08333,0.53,3,6925,,,,0.00071,0.00014,0.00036,807
10,3,2,35,23.13714,589.875,0.73,3,2536,2931670.0,23.92126,1.0,0.027,0.00981,0.01625,808
10,3,2,59,31.27606,587.95455,0.73,3,2311,4112038.0,36.21341,3.0,0.04509,0.01497,0.02627,809
10,3,2,59,31.27606,585.35,0.77,3,2312,3104404.0,28.51793,,0.04509,0.01497,0.02627,810
10,3,2,59,31.27606,582.98611,0.74,3,2872,4194059.0,31.1931,4.0,0.04509,0.01497,0.02627,811
10,3,2,59,31.27606,586.53125,0.74,3,2681,563172.0,5.08428,2.0,0.04509,0.01497,0.02627,812
10,3,2,68,61.27353,578.54861,0.57,3,5533,4542710.0,15.09255,6.0,0.05508,0.02269,0.03483,813
10,3,2,59,31.27606,583.9375,0.69,3,3076,9540162.1,61.76503,4.0,0.04509,0.01497,0.02627,814
5,2,1,17,19.65368,505.89583,0.73,3,2678,7267962.0,48.73491,1.0,0.01375,0.00649,0.00921,815
5,2,1,17,19.65368,505.5625,0.71,3,2896,3538890.0,29.6733,,0.01375,0.00649,0.00921,816
7,2,3,5,2.41,667.33036,0.59,3,3794,393091.0,1.62832,,0.00314,0.00108,0.00185,817
7,2,3,6,1.50833,661.97727,0.55,3,3613,,,,0.00374,0.00103,0.00205,818
7,2,3,6,1.50833,660.17188,0.51,3,4079,,,,0.00374,0.00103,0.00205,819
3,1,3,2,0.0125,658.91667,0.49,3,5074,,,,0.00071,0.00014,0.00036,820
3,1,3,2,7.50625,654.325,0.45,3,5028,,,,0.00161,0.00175,0.00169,821
7,2,3,18,2692.81125,648.28385,0.81,3,2195,247631048.0,337.68745,10.0,0.3327,0.57946,0.48692,822
3,1,3,3,24.00833,642.8375,0.65,3,4016,84899000.0,654.65529,,0.00428,0.00543,0.005,823
3,1,3,3,24.00833,639.16071,0.66,3,4751,,,,0.00428,0.00543,0.005,824
6,2,2,12,46.75625,637.53571,0.62,3,3952,89041790.0,557.31477,6.0,0.01341,0.01159,0.01227,825
6,2,2,12,7.25938,624.58333,0.46,3,3522,,,,0.00871,0.00312,0.00522,826
6,2,2,12,7.25938,623.625,0.0,3,2688,,,,0.00871,0.00312,0.00522,827
6,2,2,5,46.0825,619.67857,0.75,3,4976,,,,0.00834,0.01044,0.00965,828
2,1,2,3,0.0125,614.8125,0.76,3,5088,,,,0.00143,0.00029,0.00071,829
2,1,2,3,0.0125,612.77885,0.9,3,2254,21914400.0,116.29456,,0.00143,0.00029,0.00071,830
10,3,2,35,23.13714,593.66071,0.73,3,1781,,,,0.027,0.00981,0.01625,831
10,3,2,35,23.13714,591.34091,0.71,3,2276,,,2.0,0.027,0.00981,0.01625,832
10,3,2,25,9.971,580.40625,0.71,3,5242,187110904.0,635.32725,6.0,0.0183,0.00556,0.01034,833
13,4,1,90,39.99153,558.25,0.63,3,4849,7162990.0,40.8153,,0.06824,0.02126,0.03888,834
13,4,1,90,39.99153,553.3125,0.65,3,4359,7545930.0,41.44394,,0.06824,0.02126,0.03888,835
3,1,3,2,0.0125,670.375,0.45,3,4488,,,,0.00071,0.00014,0.00036,836
11,3,3,35,332.1825,664.60714,0.49,3,3389,,,,0.0638,0.07603,0.07144,837
3,1,3,3,0.0125,651.29167,0.43,3,4383,,,,0.00143,0.00029,0.00071,838
5,2,1,12,299.25521,571.55208,0.69,3,2848,,,2.0,0.04347,0.06569,0.05736,839
7,2,3,8,10.13594,664.03125,0.59,3,8202,15789960.0,33.05747,4.0,0.0062,0.00317,0.0043,840
7,2,3,16,12.63438,659.34091,0.61,3,11929,6932730.6,13.41463,,0.0122,0.00484,0.0076,841
6,2,2,11,1.78295,611.41667,0.67,3,950,2063200.0,34.27181,,0.00734,0.00181,0.00388,842
2,1,2,2,0.0125,608.84375,0.78,3,3185,11101100.0,129.0869,,0.00071,0.00014,0.00036,843
2,1,2,2,36.00625,607.48214,0.86,3,1750,13886865.1,131.94129,2.0,0.005,0.00786,0.00678,844
13,4,1,143,87.52476,558.22115,0.49,3,4293,141144000.0,746.11605,,0.1117,0.03901,0.06627,845
13,4,1,143,87.52476,554.3875,0.51,3,5624,47110500.0,220.45597,,0.1117,0.03901,0.06627,846
6,2,2,19,16.20395,581.57143,0.55,3,2148,2935960.0,24.91885,,0.01477,0.00604,0.00931,847
10,3,2,55,11.17455,578.20833,0.61,3,2114,,,,0.03985,0.0101,0.02125,848
7,2,3,15,84.785,648.5,0.68,3,2437,1619170.0,8.42145,,0.02008,0.02016,0.02013,849
3,1,3,3,0.0125,656.30556,0.45,3,5370,,,,0.00143,0.00029,0.00071,850
3,1,3,1,0.0125,652.75,0.38,3,3503,,,,0.0,0.0,0.0,851
7,2,3,5,2.41,667.38281,0.51,3,5807,,,,0.00314,0.00108,0.00185,852
3,1,3,2,114.0,670.46324,0.53,3,5938,,,,0.01428,0.02457,0.02071,853
11,3,3,35,332.1825,667.47727,0.55,3,4511,,,,0.0638,0.07603,0.07144,854
14,4,2,100,187.26438,630.44643,0.62,3,4641,990426.398,4.82214,1.0,0.09291,0.05425,0.06874,855
6,2,2,10,473.60125,627.2875,0.67,3,1952,4786590.0,26.88666,5.0,0.0628,0.10277,0.08778,856
3,1,3,2,0.0125,664.06985,0.43,3,4181,,,,0.00071,0.00014,0.00036,857
3,1,3,4,0.0125,667.40217,0.44,3,4353,,,,0.00214,0.00043,0.00107,858
1,1,1,1,0.0125,570.52083,0.68,3,3143,19439870.0,238.90552,5.0,0.0,0.0,0.0,859
5,2,1,15,15.67667,568.875,0.67,3,2409,151125450.0,1349.6781,1.0,0.01185,0.00535,0.00779,860
6,2,2,11,1.78295,609.82759,0.83,3,1294,9273270.0,10.20864,1.0,0.00734,0.00181,0.00388,861
6,2,2,14,98.86696,600.58696,0.57,2,3877,222175008.0,151.71307,,0.02104,0.02304,0.02229,862
2,1,2,2,500.00625,618.36029,0.89,3,3045,,,,0.06024,0.10728,0.08964,863
10,3,2,24,227.44167,577.16667,0.8,3,7100,219295591.0,596.96519,3.0,0.04348,0.05202,0.04882,864
3,1,3,3,0.0125,648.10776,0.38,3,5215,,,,0.00143,0.00029,0.00071,865
3,1,3,1,0.0125,645.16964,0.41,2,2240,,,,0.0,0.0,0.0,866
3,1,3,2,0.0125,659.75521,0.39,3,3658,,,,0.00071,0.00014,0.00036,867
13,4,1,119,29.55998,508.6087,0.63,3,4152,259800284.0,684.28113,7.0,0.08768,0.02316,0.04736,868
13,4,1,119,29.55998,497.97917,0.65,3,4475,130538856.0,493.0701,,0.08768,0.02316,0.04736,869
13,4,1,119,29.55998,490.72321,0.63,3,5151,52588240.0,184.35585,6.0,0.08768,0.02316,0.04736,870
13,4,1,119,29.55998,498.04167,0.62,3,4318,5459370.0,25.52738,,0.08768,0.02316,0.04736,871
13,4,1,119,29.55998,516.33088,0.71,3,3829,167640861.0,683.13227,1.0,0.08768,0.02316,0.04736,872
13,4,1,119,29.55998,508.0625,0.7,3,4540,8954650.0,36.23781,3.0,0.08768,0.02316,0.04736,873
13,4,1,119,29.55998,504.15789,0.69,3,4768,5676766.6,21.35012,2.0,0.08768,0.02316,0.04736,874
13,4,1,119,29.55998,503.18452,0.69,3,5447,9526160.19,34.48018,3.0,0.08768,0.02316,0.04736,875
13,4,1,119,29.55998,501.58654,0.64,3,5194,57346133.0,187.31179,4.0,0.08768,0.02316,0.04736,876
13,4,1,119,29.55998,516.33333,0.7,3,5216,34726782.6,109.08825,15.0,0.08768,0.02316,0.04736,877
14,4,2,160,43.84116,611.51172,0.64,3,4817,443576267.0,453.5473,20.0,0.11863,0.03207,0.06453,878
14,4,2,160,43.84116,599.23611,0.0,0,0,238704979.0,752.25632,,0.11863,0.03207,0.06453,879
1,1,1,3,0.0125,570.47772,0.0,0,280,117682714.0,72.14709,12.0,0.00143,0.00029,0.00071,880
5,2,1,21,44.82548,546.57143,0.6,3,2526,,,,0.0196,0.01246,0.01514,881
13,4,1,170,387.54434,551.21875,0.64,3,2185,81437935.7,538.65664,3.0,0.16668,0.10715,0.12947,882
13,4,1,170,387.54434,539.13141,0.64,3,5795,123518250.0,187.83081,3.0,0.16668,0.10715,0.12947,883
13,4,1,170,387.54434,525.85417,0.68,3,2002,137998130.0,683.7924,,0.16668,0.10715,0.12947,884
13,4,1,170,387.54434,521.66875,0.66,3,5166,145921452.0,485.44193,2.0,0.16668,0.10715,0.12947,885
13,4,1,170,387.54434,519.985,0.7,3,6783,268774215.0,898.97828,4.0,0.16668,0.10715,0.12947,886
11,3,3,46,6.35,673.40341,0.75,3,6450,10314471.4,32.27551,,0.03285,0.00778,0.01718,887
11,3,3,46,6.35,663.41667,0.77,3,4171,75964490.0,300.11508,,0.03285,0.00778,0.01718,888
7,2,3,10,8.7075,662.0125,0.74,3,2634,31995714.2,229.92857,1.0,0.00745,0.00315,0.00476,889
11,3,3,24,26.77865,651.06548,0.67,3,6499,98363596.0,301.55101,,0.01959,0.00902,0.01298,890
11,3,3,24,26.77865,646.71094,0.65,3,3844,48797452.1,184.20078,5.0,0.01959,0.00902,0.01298,891
6,2,2,9,7.32222,637.79167,0.59,3,5069,95801134.0,341.42709,2.0,0.00658,0.00271,0.00416,892
2,1,2,3,13.00417,637.5,0.84,3,1100,7880210.0,125.57923,,0.00297,0.00307,0.00303,893
14,4,2,160,43.84116,625.61574,0.61,3,4789,214704670.0,404.77829,,0.11863,0.03207,0.06453,894
13,4,1,170,387.54434,556.22083,0.66,3,7115,21761690.0,46.32958,3.0,0.16668,0.10715,0.12947,895
13,4,1,170,387.54434,541.03365,0.68,3,4592,12611110.0,36.95077,5.0,0.16668,0.10715,0.12947,896
13,4,1,170,387.54434,529.6875,0.7,3,4337,6315950.0,27.66013,,0.16668,0.10715,0.12947,897
13,4,1,170,387.54434,540.10227,0.66,3,4024,9918916.0,47.40608,6.0,0.16668,0.10715,0.12947,898
13,4,1,170,387.54434,536.09211,0.68,3,6622,12589860.0,40.08595,,0.16668,0.10715,0.12947,899
13,4,1,170,387.54434,527.69643,0.64,3,5753,11943860.0,48.76517,,0.16668,0.10715,0.12947,900
7,2,3,11,8.19091,668.52778,0.65,3,1989,40766180.2,207.15558,,0.00811,0.00318,0.00503,901
7,2,3,11,8.19091,663.45833,0.69,3,2678,11308400.0,60.04023,3.0,0.00811,0.00318,0.00503,902
7,2,3,6,0.0125,656.70833,0.62,3,7109,33041776.0,92.31577,5.0,0.00357,0.00071,0.00178,903
6,2,2,12,1.60625,632.02778,0.62,3,3002,123112000.0,664.89282,3.0,0.00804,0.00191,0.00421,904
6,2,2,7,6.29464,625.35417,0.67,3,2587,,,,0.00503,0.0022,0.00326,905
6,2,2,7,6.29464,619.85417,0.67,3,2879,,,,0.00503,0.0022,0.00326,906
6,2,2,7,6.29464,614.525,0.66,3,2534,,,,0.00503,0.0022,0.00326,907
10,3,2,39,66.25,607.66667,0.65,3,2085,123452500.0,919.1325,,0.03499,0.01961,0.02538,908
10,3,2,25,8.455,597.90625,0.0,3,17,40426100.0,348.93686,,0.01812,0.00523,0.01007,909
10,3,2,25,8.455,587.76786,0.64,3,3788,43165700.0,396.30864,4.0,0.01812,0.00523,0.01007,910
2,1,2,3,7.50833,579.42188,0.65,3,1838,59784200.0,522.43255,,0.00232,0.00189,0.00205,911
5,2,1,17,38.61103,570.05682,0.64,3,3996,53407077.3,304.63707,3.0,0.01601,0.01055,0.0126,912
13,4,1,170,387.54434,566.56731,0.65,3,4587,435912.0,2.10141,,0.16668,0.10715,0.12947,913
13,4,1,170,387.54434,555.04167,0.69,3,5257,,,,0.16668,0.10715,0.12947,914
13,4,1,170,387.54434,550.29545,0.69,3,3345,3636760.0,23.81017,,0.16668,0.10715,0.12947,915
1,1,1,1,48.0,543.375,0.64,3,4427,2862522.6,18.95919,3.0,0.00571,0.01028,0.00857,916
13,4,1,170,387.54434,545.67857,0.67,3,3630,2797299.0,15.93809,5.0,0.16668,0.10715,0.12947,917
13,4,1,170,387.54434,537.03846,0.68,3,4487,6337080.0,31.85412,1.0,0.16668,0.10715,0.12947,918
7,2,3,6,2.01042,644.71635,0.64,3,7049,15647000.0,44.96783,,0.0038,0.00114,0.00214,919
7,2,3,11,58.19318,640.175,0.64,3,4962,22987450.0,125.58652,,0.01406,0.01389,0.01396,920
6,2,2,11,58.19318,632.45312,0.64,3,3097,98734486.5,892.89906,4.0,0.01406,0.01389,0.01396,921
6,2,2,15,2.41083,629.27083,0.64,3,7219,60499800.0,240.61979,1.0,0.01027,0.00251,0.00542,922
6,2,2,15,2.41083,620.77273,0.66,3,5946,7092850.0,31.28743,,0.01027,0.00251,0.00542,923
10,3,2,39,66.25,609.59375,0.64,3,2591,,,,0.03499,0.01961,0.02538,924
10,3,2,39,66.25,614.79167,0.64,3,2347,1182990.0,19.64789,,0.03499,0.01961,0.02538,925
10,3,2,39,66.25,610.15625,0.68,3,2104,45663190.0,402.96125,3.0,0.03499,0.01961,0.02538,926
10,3,2,25,8.455,602.98438,0.63,3,2735,42288930.0,416.25702,,0.01812,0.00523,0.01007,927
2,1,2,3,0.0125,607.0,0.65,3,4156,139523272.0,1213.23365,3.0,0.00143,0.00029,0.00071,928
10,3,2,25,8.455,597.9375,0.64,3,3131,44896505.0,505.32418,3.0,0.01812,0.00523,0.01007,929
6,2,2,10,10.00375,600.60227,0.6,3,3933,370445.0,3.49009,,0.00761,0.00342,0.00499,930
10,3,2,25,8.455,597.5,0.6,3,2486,26098022.0,295.38608,,0.01812,0.00523,0.01007,931
10,3,2,25,8.455,592.85938,0.62,3,3084,11544647.0,142.69245,1.0,0.01812,0.00523,0.01007,932
10,3,2,25,8.455,587.84722,0.59,3,3189,209632.0,1.79974,3.0,0.01812,0.00523,0.01007,933
7,2,3,12,41.48958,669.60227,0.83,3,2656,25304243.0,134.3133,,0.01278,0.01046,0.01133,934
3,1,3,2,0.0125,663.375,0.79,3,2225,1082520.0,7.52039,,0.00071,0.00014,0.00036,935
3,1,3,2,0.0125,662.25,0.7,3,2188,,,,0.00071,0.00014,0.00036,936
3,1,3,3,0.0125,649.725,0.62,3,4987,25464140.0,107.10339,,0.00143,0.00029,0.00071,937
3,1,3,4,0.0125,643.54167,0.67,3,1760,5969780.0,68.99254,,0.00214,0.00043,0.00107,938
10,3,2,29,4.05948,630.5625,0.75,3,3584,84864970.0,531.15247,1.0,0.02045,0.00486,0.01071,939
10,3,2,29,4.05948,623.14062,0.74,3,3010,1889630.0,14.42854,,0.02045,0.00486,0.01071,940
10,3,2,29,4.05948,616.40278,0.76,3,2166,51557860.0,486.02366,4.0,0.02045,0.00486,0.01071,941
7,2,3,13,6.64327,671.17708,0.89,3,1830,23652100.0,142.44857,2.0,0.00935,0.00313,0.00546,942
7,2,3,13,6.64327,664.28333,0.85,3,1918,56253338.0,252.63298,2.0,0.00935,0.00313,0.00546,943
7,2,3,13,6.64327,657.375,0.86,3,2427,46009840.0,215.49871,,0.00935,0.00313,0.00546,944
10,3,2,29,4.05948,630.16667,0.71,3,3045,42141600.0,409.59072,,0.02045,0.00486,0.01071,945
10,3,2,29,4.05948,625.125,0.73,3,3320,40834942.0,378.28745,3.0,0.02045,0.00486,0.01071,946
10,3,2,29,4.05948,618.07812,0.77,3,2536,93323400.0,588.28707,1.0,0.02045,0.00486,0.01071,947
7,2,3,13,6.64327,672.33929,0.85,3,2442,22998269.5,123.83365,,0.00935,0.00313,0.00546,948
7,2,3,13,6.64327,666.28125,0.86,3,1709,62084501.6,420.29824,4.0,0.00935,0.00313,0.00546,949
7,2,3,13,6.64327,661.23611,0.86,3,1476,24741565.9,173.82562,5.0,0.00935,0.00313,0.00546,950
7,2,3,5,4.965,656.17188,0.85,3,1837,4136330.5,29.93382,,0.00344,0.00163,0.00231,951
13,4,1,170,387.54434,530.70833,0.73,3,948,4832720.0,100.72266,,0.16668,0.10715,0.12947,952
13,4,1,170,387.54434,537.10417,0.71,3,2543,15244590.0,79.67778,,0.16668,0.10715,0.12947,953
6,2,2,12,2.59271,591.125,0.67,3,2322,56031555.0,427.97929,1.0,0.00815,0.00212,0.00438,954
13,4,1,170,387.54434,543.075,0.71,3,1996,2918409.0,32.64611,5.0,0.16668,0.10715,0.12947,955
6,2,2,12,2.59271,598.08929,0.65,3,2563,38637885.5,327.91013,,0.00815,0.00212,0.00438,956
10,3,2,22,6.74318,604.28125,0.59,3,4180,49116490.0,349.35529,,0.01578,0.00444,0.00869,957
2,1,2,1,4200.0,592.67857,0.73,3,3703,60210710.0,195.68331,,0.5,0.9,0.75,958
2,1,2,1,4200.0,582.95833,0.65,3,3934,81465000.0,224.84832,,0.5,0.9,0.75,959
7,2,3,12,33.25833,642.1125,0.65,3,4228,,,,0.0118,0.00869,0.00986,960
10,3,2,22,6.74318,607.89583,0.62,3,3501,70638100.0,471.51544,5.0,0.01578,0.00444,0.00869,961
10,3,2,22,6.74318,610.15625,0.61,3,2021,,,,0.01578,0.00444,0.00869,962
10,3,2,22,6.74318,611.775,0.6,3,865,43328800.0,428.68829,2.0,0.01578,0.00444,0.00869,963
13,4,1,119,29.55998,509.48438,0.7,3,6536,27271300.0,108.32539,2.0,0.08768,0.02316,0.04736,964
13,4,1,119,29.55998,514.15,0.74,3,1524,,,,0.08768,0.02316,0.04736,965
5,2,1,16,39.13047,526.35714,0.75,3,2006,252206072.0,1262.00872,9.0,0.01536,0.01052,0.01233,966
5,2,1,16,39.13047,520.875,0.76,3,3552,,,,0.01536,0.01052,0.01233,967
9,3,1,64,73.14707,508.01042,0.66,3,5904,31028700.0,93.00532,2.0,0.05364,0.02466,0.03553,968
5,2,1,19,9.43026,518.21667,0.66,3,7362,156479411.0,307.02462,,0.01396,0.00459,0.0081,969
5,2,1,19,9.43026,515.77574,0.7,3,9472,134539280.0,252.98006,,0.01396,0.00459,0.0081,970
9,3,1,64,73.14707,506.5,0.66,3,3795,13333680.0,62.70582,,0.05364,0.02466,0.03553,971
5,2,1,9,7.50833,568.90278,0.83,3,2908,,,,0.0066,0.00275,0.00419,972
9,3,1,29,329.77241,527.58929,0.62,3,3207,80514596.0,576.5966,3.0,0.05923,0.07466,0.06887,973
9,3,1,29,329.77241,512.39286,0.64,3,2598,58588680.0,485.87441,,0.05923,0.07466,0.06887,974
9,3,1,64,73.14707,505.6,0.69,3,2371,5503420.0,36.59932,,0.05364,0.02466,0.03553,975
6,2,2,13,8.89135,583.1625,0.91,3,1380,,,,0.00962,0.00361,0.00587,976
6,2,2,13,8.89135,576.85417,0.92,3,1242,,,,0.00962,0.00361,0.00587,977
6,2,2,9,7.50833,573.0,0.86,3,1795,,,1.0,0.0066,0.00275,0.00419,978
9,3,1,29,329.77241,526.10714,0.63,3,3124,,,,0.05923,0.07466,0.06887,979
9,3,1,29,329.77241,516.875,0.6,3,1996,,,,0.05923,0.07466,0.06887,980
9,3,1,64,73.14707,506.00833,0.62,3,3009,5744990.0,23.79614,,0.05364,0.02466,0.03553,981
6,2,2,13,8.89135,590.21591,0.89,3,2463,3784020.0,20.61938,,0.00962,0.00361,0.00587,982
6,2,2,13,8.89135,581.69444,0.87,3,2294,2369230.0,16.23459,,0.00962,0.00361,0.00587,983
5,2,1,12,24.95208,547.77679,0.57,3,6432,58209679.0,142.5008,,0.01081,0.00691,0.00838,984
5,2,1,10,52.305,533.78804,0.0,0,0,99586096.0,309.42415,,0.01264,0.01249,0.01255,985
9,3,1,29,329.77241,528.375,0.64,3,2076,,,,0.05923,0.07466,0.06887,986
9,3,1,29,329.77241,526.20833,0.63,3,1811,,,,0.05923,0.07466,0.06887,987
9,3,1,29,329.77241,521.85938,0.62,3,3584,,,,0.05923,0.07466,0.06887,988
13,4,1,86,522.44259,506.56618,0.64,3,4715,193706280.0,689.4923,8.0,0.12282,0.12408,0.12361,989
