POB_S_AGUA,AREA_GEO,CAPACITY_W,DENSITY_WE,TOTAL_DEGR,WEGHITED_T,WEIGHTED_B,WEIGHTED_1,Frecuencia,Volumen,FrecCateg,PrecCateg,VolCateg,ProbaFP,ProbaVP,NormaFrec,NormaVol,IS50,IS90,IS75,Grupos,Grupos2,Precipitac,id
0,48596.30199,0.0,0.0,0,0.0,0.0,0.0,14,449.5732143,2,1,4,0.30214425,0.401559454,0.018544936,0.107038584,0.06279176,0.098189219,0.084915172,2,5,479.125,443
7552,644381.6796,0.0,0.0,0,0.0,0.0,0.0,2,0.0125,1,3,1,0.214424951,0.249512671,0.001426534,0.0,0.000713267,0.000142653,0.000356633,2,3,680.8892045,444
551,754839.1135,0.0,0.0,0,0.0,0.0,0.0,1,0.0125,1,4,1,0.30155642,0.321011673,0.0,0.0,0.0,0.0,0.0,3,4,741.6358696,445
231,450270.7812,9140590.0,20.30020685,0,0.0,0.0,0.0,16,110.7570313,2,2,4,0.345703125,0.18359375,0.021398003,0.026367824,0.023882913,0.025870842,0.025125369,3,6,623.9814815,446
57,251245.78,0.0,0.0,0,0.0,0.0,0.0,20,109.358125,2,2,4,0.345703125,0.18359375,0.027104137,0.02603475,0.026569444,0.026141689,0.026302097,3,6,578.2833333,447
84,267713.2338,0.0,0.0,0,0.0,0.0,0.0,20,109.358125,2,1,4,0.30214425,0.401559454,0.027104137,0.02603475,0.026569444,0.026141689,0.026302097,2,5,555.175,448
3419,717035.0317,0.0,0.0,0,0.0,0.0,0.0,1,200.0,1,3,4,0.214424951,0.18128655,0.0,0.047616213,0.023808107,0.042854592,0.03571216,2,3,692.5575,449
240,178356.1089,0.0,0.0,0,0.0,0.0,0.0,1,0.0125,1,3,1,0.214424951,0.249512671,0.0,0.0,0.0,0.0,0.0,2,3,684.96875,450
217,782762.364,0.0,0.0,0,0.0,0.0,0.0,1,0.0125,1,4,1,0.30155642,0.321011673,0.0,0.0,0.0,0.0,0.0,3,4,729.1367925,451
90,431020.2582,275114.0,0.638285544,1,0.036995489,0.0102881,0.0,8,4.1328125,2,2,1,0.345703125,0.2578125,0.009985735,0.00098103,0.005483382,0.0018815,0.003232206,3,6,618.5817308,452
31,240636.7412,4497280.0,18.68908288,0,0.0,0.0,0.0,16,110.7570313,2,2,4,0.345703125,0.18359375,0.021398003,0.026367824,0.023882913,0.025870842,0.025125369,3,6,625.0,453
94,461549.36,7161602.0,15.51643794,1,0.0104719,0.0644719,0.0,26,53.66153846,3,2,3,0.2734375,0.29296875,0.035663338,0.012773619,0.024218478,0.015062591,0.018496048,3,10,622.5787037,454
47,594930.3872,0.0,0.0,0,0.0,0.0,0.0,59,174.3845339,3,2,4,0.2734375,0.18359375,0.082738944,0.041517274,0.062128109,0.045639441,0.051822692,3,10,627.8878205,455
39,143047.0717,0.0,0.0,3,0.000953686,0.00668724,0.0,3,22.67083333,1,2,3,0.23046875,0.29296875,0.002853067,0.005394857,0.004123962,0.005140678,0.00475941,2,2,616.2272727,456
41,194029.5022,0.0,0.0,0,0.0,0.0,0.0,1,240.0,1,2,4,0.23046875,0.18359375,0.0,0.057140051,0.028570026,0.051426046,0.042855038,2,2,621.2946429,457
1265,974682.2219,0.0,0.0,0,0.0,0.0,0.0,56,38.96473214,3,2,3,0.2734375,0.29296875,0.078459344,0.009274369,0.043866856,0.016192866,0.026570612,3,10,587.5134615,458
4005,2170419.322,2204760.0,1.01582214,0,0.0,0.0,0.0,1,6.75,1,1,2,0.153996101,0.175438596,0.0,0.001604171,0.000802086,0.001443754,0.001203129,1,1,564.887963,459
233,513353.6885,7730800.0,15.05940285,0,0.0,0.0,0.0,2,0.0125,1,3,1,0.214424951,0.249512671,0.001426534,0.0,0.000713267,0.000142653,0.000356633,2,3,681.9375,460
274,790694.4134,3329360.0,4.210678542,0,0.0,0.0,0.0,1,0.0125,1,3,1,0.214424951,0.249512671,0.0,0.0,0.0,0.0,0.0,2,3,677.759434,461
222,274960.5387,45065136.4,163.8967418,5,0.175070549,0.00197188,9.67e-05,48,67.15286458,3,2,3,0.2734375,0.29296875,0.067047076,0.015985849,0.041516462,0.021091971,0.028751155,3,10,614.8472222,462
483,441223.8792,61305094.0,138.9432823,3,0.021861404,0.0,0.0,48,67.15286458,3,2,3,0.2734375,0.29296875,0.067047076,0.015985849,0.041516462,0.021091971,0.028751155,3,10,616.885,463
68,264724.5768,25851000.0,97.65243678,0,0.0,0.0,0.0,48,67.15286458,3,2,3,0.2734375,0.29296875,0.067047076,0.015985849,0.041516462,0.021091971,0.028751155,3,10,620.6644737,464
270,252836.1231,0.0,0.0,0,0.0,0.0,0.0,47,144.4204787,3,2,4,0.2734375,0.18359375,0.065620542,0.034382954,0.050001748,0.037506713,0.042192351,3,10,612.2279412,465
600,150207.4328,0.0,0.0,0,0.0,0.0,0.0,2,24.00625,1,2,3,0.23046875,0.29296875,0.001426534,0.005712815,0.003569674,0.005284187,0.004641244,2,2,633.0125,466
152,702063.9562,12374900.0,17.62645681,0,0.0,0.0,0.0,1,0.0125,1,1,1,0.153996101,0.153996101,0.0,0.0,0.0,0.0,0.0,1,1,479.8206522,467
837,643487.3968,0.0,0.0,0,0.0,0.0,0.0,5,52.8075,2,1,3,0.30214425,0.269005848,0.005706134,0.012570276,0.009138205,0.011883861,0.01085424,2,5,486.1762821,468
106,374202.9029,1341654.0,3.585365024,0,0.0,0.0,0.0,10,40.90875,2,2,3,0.345703125,0.29296875,0.012838802,0.009737231,0.011288017,0.010047388,0.010512624,3,6,638.3990385,469
84,138028.2396,5804135.0,42.0503443,5,0.013330802,0.1453185,4e-05,10,30.4075,2,2,3,0.345703125,0.29296875,0.012838802,0.007236926,0.010037864,0.007797114,0.008637395,3,6,637.2321429,470
153,726687.3487,1562150.0,2.149686523,0,0.0,0.0,0.0,56,38.96473214,3,2,3,0.2734375,0.29296875,0.078459344,0.009274369,0.043866856,0.016192866,0.026570612,3,10,579.8803191,471
67,382203.5644,2736658.0,7.160210565,1,0.000917604,0.00668724,0.000208602,56,38.96473214,3,2,3,0.2734375,0.29296875,0.078459344,0.009274369,0.043866856,0.016192866,0.026570612,3,10,590.5260417,472
22,183168.1323,0.0,0.0,0,0.0,0.0,0.0,47,144.4204787,3,2,4,0.2734375,0.18359375,0.065620542,0.034382954,0.050001748,0.037506713,0.042192351,3,10,618.2,473
149,116229.9463,0.0,0.0,0,0.0,0.0,0.0,47,144.4204787,3,2,4,0.2734375,0.18359375,0.065620542,0.034382954,0.050001748,0.037506713,0.042192351,3,10,615.3928571,474
167,141703.3204,0.0,0.0,0,0.0,0.0,0.0,14,14.29732143,2,3,2,0.329434698,0.350877193,0.018544936,0.003401158,0.010973047,0.004915536,0.007187103,3,7,666.8333333,475
263,217281.745,0.0,0.0,0,0.0,0.0,0.0,2,24.00625,1,3,3,0.214424951,0.218323587,0.001426534,0.005712815,0.003569674,0.005284187,0.004641244,2,3,644.55,476
596,581937.3865,0.0,0.0,0,0.0,0.0,0.0,2,0.0125,1,3,1,0.214424951,0.249512671,0.001426534,0.0,0.000713267,0.000142653,0.000356633,2,3,682.5243056,477
1146,265480.4983,0.0,0.0,0,0.0,0.0,0.0,1,0.0125,1,3,1,0.214424951,0.249512671,0.0,0.0,0.0,0.0,0.0,2,3,697.5065789,478
127,114074.887,0.0,0.0,0,0.0,0.0,0.0,20,109.358125,2,1,4,0.30214425,0.401559454,0.027104137,0.02603475,0.026569444,0.026141689,0.026302097,2,5,548.0138889,479
1349,197183.9937,0.0,0.0,0,0.0,0.0,0.0,5,52.8075,2,1,3,0.30214425,0.269005848,0.005706134,0.012570276,0.009138205,0.011883861,0.01085424,2,5,491.2916667,480
33,12966.21079,0.0,0.0,0,0.0,0.0,0.0,20,109.358125,2,1,4,0.30214425,0.401559454,0.027104137,0.02603475,0.026569444,0.026141689,0.026302097,2,5,543.875,481
438,233346.991,43555774.0,186.6566773,7,0.143646232,0.00420096,0.002830408,29,9.925,3,3,2,0.237816764,0.350877193,0.039942939,0.002360126,0.021151532,0.006118407,0.011755829,4,11,720.234375,482
213,246768.4789,87741100.0,355.5604038,3,0.073317467,0.0457819,0.000375741,29,9.925,3,3,2,0.237816764,0.350877193,0.039942939,0.002360126,0.021151532,0.006118407,0.011755829,4,11,705.425,483
147,309865.9188,33033983.0,106.6073453,6,0.08000476,0.0,0.002328776,178,32.24297753,4,3,3,0.218323587,0.218323587,0.252496434,0.007673946,0.13008519,0.032156195,0.068879568,5,15,687.6845238,484
745,237206.4402,3823010.0,16.11680525,3,0.099741628,0.0184328,0.0,91,20.03667582,4,4,2,0.147859922,0.215953307,0.128388017,0.004767675,0.066577846,0.017129709,0.035672761,5,16,739.9479167,485
638,330055.5138,54315864.0,164.5658434,17,0.19191076,0.00145748,0.002061096,91,20.03667582,4,4,2,0.147859922,0.215953307,0.128388017,0.004767675,0.066577846,0.017129709,0.035672761,5,16,728.945,486
430,259083.6036,52693529.0,203.3842678,9,0.196742343,0.143004,0.000103764,2,24.75,1,3,3,0.214424951,0.218323587,0.001426534,0.005889898,0.003658216,0.005443562,0.004774057,2,3,718.7395833,487
611,360150.958,84925654.0,235.8057146,4,5.186892574,0.141461,3.39e-05,208,5.375637019,4,3,1,0.218323587,0.249512671,0.295292439,0.001276941,0.14828469,0.030678491,0.074780816,5,15,707.805,488
389,258515.8677,24181793.0,93.54084614,3,0.082400746,0.00197188,0.000240612,208,5.375637019,4,3,1,0.218323587,0.249512671,0.295292439,0.001276941,0.14828469,0.030678491,0.074780816,5,15,707.6764706,489
236,276881.6413,24065110.4,86.91479249,2,0.815096889,0.0992798,0.001769354,208,5.375637019,4,3,1,0.218323587,0.249512671,0.295292439,0.001276941,0.14828469,0.030678491,0.074780816,5,15,700.1544118,490
122,280306.4997,53822774.0,192.0140063,4,0.000553128,0.0,0.0,178,32.24297753,4,3,3,0.218323587,0.218323587,0.252496434,0.007673946,0.13008519,0.032156195,0.068879568,5,15,686.8088235,491
596,237950.7527,30011634.6,126.1254031,6,0.065326204,0.0444102,0.002229953,178,32.24297753,4,3,3,0.218323587,0.218323587,0.252496434,0.007673946,0.13008519,0.032156195,0.068879568,5,15,693.0666667,492
490,252172.5384,7168847.0,28.42834135,3,0.052418903,0.026406,0.00014716,178,32.24297753,4,3,3,0.218323587,0.218323587,0.252496434,0.007673946,0.13008519,0.032156195,0.068879568,5,15,686.125,493
312,174363.2537,20604520.0,118.1700821,0,0.0,0.0,0.0,114,1303.301886,4,3,4,0.218323587,0.18128655,0.161198288,0.31030792,0.235753104,0.295396957,0.273030512,5,15,677.734375,494
236,132251.1714,19744347.0,149.2943071,2,0.004984481,0.0,0.0,114,1303.301886,4,3,4,0.218323587,0.18128655,0.161198288,0.31030792,0.235753104,0.295396957,0.273030512,5,15,671.8375,495
182,123621.12,10837921.14,87.67046556,2,0.01313806,0.0,0.0,114,1303.301886,4,3,4,0.218323587,0.18128655,0.161198288,0.31030792,0.235753104,0.295396957,0.273030512,5,15,675.9545455,496
166,125568.3479,39542160.0,314.9054732,5,0.039908284,0.0,6.14e-05,114,1303.301886,4,3,4,0.218323587,0.18128655,0.161198288,0.31030792,0.235753104,0.295396957,0.273030512,5,15,677.8125,497
297,369858.8027,25397825.0,68.66897534,10,0.396126564,0.09362134,4.94e-06,58,140.5784483,3,4,4,0.210116732,0.233463035,0.081312411,0.033468183,0.057390297,0.038252605,0.04542924,5,12,778.3011364,498
93,223361.8605,9671878.0,43.30138537,0,0.0,0.0,0.0,161,101.9943012,4,4,4,0.147859922,0.233463035,0.228245364,0.024281454,0.126263409,0.044677845,0.075272431,5,16,767.3382353,499
241,245100.3655,10944099.95,44.651504,1,0.036995489,0.0,4.51e-06,161,101.9943012,4,4,4,0.147859922,0.233463035,0.228245364,0.024281454,0.126263409,0.044677845,0.075272431,5,16,758.1875,500
116,280421.8964,14891899.0,53.10533589,0,0.0,0.0,0.0,161,101.9943012,4,4,4,0.147859922,0.233463035,0.228245364,0.024281454,0.126263409,0.044677845,0.075272431,5,16,755.6875,501
124,220859.7212,4767969.0,21.58822339,6,0.135997616,0.00514403,0.000136633,91,20.03667582,4,4,2,0.147859922,0.215953307,0.128388017,0.004767675,0.066577846,0.017129709,0.035672761,5,16,750.5803571,502
431,373553.1968,3037006.398,8.130050618,1,0.000917604,0.00394376,0.0,91,20.03667582,4,4,2,0.147859922,0.215953307,0.128388017,0.004767675,0.066577846,0.017129709,0.035672761,5,16,741.565,503
507,263954.5104,16373010.0,62.02966556,0,0.0,0.0,0.0,91,20.03667582,4,4,2,0.147859922,0.215953307,0.128388017,0.004767675,0.066577846,0.017129709,0.035672761,5,16,733.725,504
895,461816.8525,33854280.0,73.30672282,2,0.073990979,0.0,3.27e-05,2,24.75,1,3,3,0.214424951,0.218323587,0.001426534,0.005889898,0.003658216,0.005443562,0.004774057,2,3,724.112069,505
682,398970.1033,7608660.0,19.07075226,0,0.0,0.0,0.0,2,24.75,1,3,3,0.214424951,0.218323587,0.001426534,0.005889898,0.003658216,0.005443562,0.004774057,2,3,713.9910714,506
264,273300.1439,3020150.0,11.05067109,7,1.697925039,0.105195503,0.00019163,208,5.375637019,4,3,1,0.218323587,0.249512671,0.295292439,0.001276941,0.14828469,0.030678491,0.074780816,5,15,702.5277778,507
405,202222.9426,3577870.0,17.69270071,2,0.815096889,0.090535,0.00012761,11,12.28181818,2,3,2,0.329434698,0.350877193,0.014265335,0.002921275,0.008593305,0.004055681,0.00575729,3,7,692.6875,508
239,96805.65456,0.0,0.0,0,0.0,0.0,0.0,26,11.98846154,3,3,2,0.237816764,0.350877193,0.035663338,0.002851428,0.019257383,0.006132619,0.011054405,4,11,690.9722222,509
329,210256.1119,9674840.0,46.01454822,0,0.0,0.0,0.0,11,12.28181818,2,3,2,0.329434698,0.350877193,0.014265335,0.002921275,0.008593305,0.004055681,0.00575729,3,7,685.4861111,510
140,136172.1385,14799947.0,108.6855738,3,0.50392177,0.0176612,1.5e-06,6,2.75625,2,3,1,0.329434698,0.249512671,0.007132668,0.000653276,0.003892972,0.001301215,0.002273124,3,7,674.575,511
113,145521.1244,7803011.0,53.62115659,0,0.0,0.0,0.0,14,4.099107143,2,3,1,0.329434698,0.249512671,0.018544936,0.000973005,0.00975897,0.002730198,0.005365987,3,7,679.1416667,512
286,162017.8049,13652600.0,84.26604725,4,0.02273944,0.473765,5.59e-06,34,11.43897059,3,3,2,0.237816764,0.350877193,0.047075606,0.002720596,0.024898101,0.007156097,0.013809349,4,11,678.3392857,513
130,300535.7895,12944561.2,43.07161295,6,0.018161488,0.0474108,3.22e-06,58,140.5784483,3,4,4,0.210116732,0.233463035,0.081312411,0.033468183,0.057390297,0.038252605,0.04542924,5,12,785.2279412,514
121,233052.798,19334165.5,82.96045216,4,0.011019842,0.0,2.79e-06,58,140.5784483,3,4,4,0.210116732,0.233463035,0.081312411,0.033468183,0.057390297,0.038252605,0.04542924,5,12,776.109375,515
47,147313.884,14099850.0,95.71297435,2,0.006744029,0.00805898,2.34e-05,58,140.5784483,3,4,4,0.210116732,0.233463035,0.081312411,0.033468183,0.057390297,0.038252605,0.04542924,5,12,775.8035714,516
102,159869.965,11625880.0,72.72085161,3,0.026770224,0.0,1.93e-05,4,10.50625,1,4,2,0.30155642,0.215953307,0.004279601,0.002498519,0.00338906,0.002676627,0.00294379,3,4,764.9318182,517
154,272632.5581,9804472.0,35.96221988,0,0.0,0.0,0.0,161,101.9943012,4,4,4,0.147859922,0.233463035,0.228245364,0.024281454,0.126263409,0.044677845,0.075272431,5,16,757.0833333,518
221,295391.0206,8305260.0,28.11615595,0,0.0,0.0,0.0,91,20.03667582,4,4,2,0.147859922,0.215953307,0.128388017,0.004767675,0.066577846,0.017129709,0.035672761,5,16,745.8618421,519
223,355039.534,8751540.0,24.6494803,0,0.0,0.0,0.0,79,18.28101266,4,4,2,0.147859922,0.215953307,0.111269615,0.004349659,0.057809637,0.015041654,0.031079648,5,16,737.2173913,520
63,267610.1553,11269030.0,42.10987429,0,0.0,0.0,0.0,79,18.28101266,4,4,2,0.147859922,0.215953307,0.111269615,0.004349659,0.057809637,0.015041654,0.031079648,5,16,728.8557692,521
329,379384.87,28315280.0,74.63471065,5,0.105406678,0.00703018,1.85e-05,2,24.75,1,3,3,0.214424951,0.218323587,0.001426534,0.005889898,0.003658216,0.005443562,0.004774057,2,3,721.6071429,522
462,271611.3297,22328458.3,82.20738923,1,0.000917604,0.0,0.0,208,5.375637019,4,3,1,0.218323587,0.249512671,0.295292439,0.001276941,0.14828469,0.030678491,0.074780816,5,15,705.0078125,523
521,271198.8049,10249470.0,37.79319751,0,0.0,0.0,0.0,18,42.425,2,3,3,0.329434698,0.218323587,0.02425107,0.010098244,0.017174657,0.011513527,0.013636451,3,7,713.5416667,524
210,117296.2692,986503.0,8.410352749,0,0.0,0.0,0.0,18,42.425,2,3,3,0.329434698,0.218323587,0.02425107,0.010098244,0.017174657,0.011513527,0.013636451,3,7,706.625,525
955,282743.6685,2310848.699,8.172945876,7,0.038012582,0.056155673,9.45e-06,16,2.4015625,2,3,1,0.329434698,0.249512671,0.021398003,0.000568826,0.010983414,0.002651744,0.00577612,3,7,701.15,526
192,147229.2507,7827020.0,53.16212614,0,0.0,0.0,0.0,2,20.25625,1,3,2,0.214424951,0.350877193,0.001426534,0.004819955,0.003123244,0.004480613,0.003971599,2,3,696.4625,527
637,230946.08,19113800.0,82.76304149,0,0.0,0.0,0.0,26,11.98846154,3,3,2,0.237816764,0.350877193,0.035663338,0.002851428,0.019257383,0.006132619,0.011054405,4,11,692.0833333,528
240,158086.516,10012190.0,63.33361157,1,0.000878037,0.0,0.0,11,4.165909091,2,3,1,0.329434698,0.249512671,0.014265335,0.00098891,0.007627123,0.002316552,0.004308016,3,7,686.5535714,529
158,182576.1709,0.0,0.0,3,0.908804055,0.446159,4.73e-06,16,2.4015625,2,3,1,0.329434698,0.249512671,0.021398003,0.000568826,0.010983414,0.002651744,0.00577612,3,7,689.5681818,530
224,159886.079,45609991.0,285.2655547,3,0.031415699,0.0,0.000198505,34,11.43897059,3,3,2,0.237816764,0.350877193,0.047075606,0.002720596,0.024898101,0.007156097,0.013809349,4,11,679.7777778,531
233,168397.1869,7113168.301,42.24042238,4,0.024242241,0.0138032,0.0,34,11.43897059,3,3,2,0.237816764,0.350877193,0.047075606,0.002720596,0.024898101,0.007156097,0.013809349,4,11,680.7596154,532
234,157964.4263,23842524.7,150.9360383,1,0.000917604,0.0,8.74e-05,34,11.43897059,3,3,2,0.237816764,0.350877193,0.047075606,0.002720596,0.024898101,0.007156097,0.013809349,4,11,680.84375,533
177,221906.0811,29449231.0,132.7103379,4,0.023042353,0.00128601,0.000257368,14,162.9571429,2,4,4,0.340466926,0.233463035,0.018544936,0.038796459,0.028670697,0.036771307,0.033733578,4,8,786.0681818,534
135,237775.583,20048181.0,84.31555817,10,0.045172004,0.01148834,0.000344805,14,162.9571429,2,4,4,0.340466926,0.233463035,0.018544936,0.038796459,0.028670697,0.036771307,0.033733578,4,8,779.9083333,535
150,273874.9681,3052902.102,11.14706511,0,0.0,0.0,0.0,13,41.73211538,2,4,3,0.340466926,0.229571984,0.017118402,0.009933271,0.013525837,0.010651784,0.011729554,4,8,771.9191176,536
215,487270.8911,23910306.0,49.06984274,1,0.00266616,0.00685871,2.41e-05,13,41.73211538,2,4,3,0.340466926,0.229571984,0.017118402,0.009933271,0.013525837,0.010651784,0.011729554,4,8,763.1206897,537
19,152545.7329,0.0,0.0,0,0.0,0.0,0.0,1,0.0125,1,4,1,0.30155642,0.321011673,0.0,0.0,0.0,0.0,0.0,3,4,752.4895833,538
215,218163.3124,9681480.0,44.377214,0,0.0,0.0,0.0,79,18.28101266,4,4,2,0.147859922,0.215953307,0.111269615,0.004349659,0.057809637,0.015041654,0.031079648,5,16,750.0795455,539
383,295825.6754,9178270.0,31.02594116,0,0.0,0.0,0.0,79,18.28101266,4,4,2,0.147859922,0.215953307,0.111269615,0.004349659,0.057809637,0.015041654,0.031079648,5,16,740.6666667,540
317,388017.5894,35695665.0,91.99496615,4,0.053257371,0.00240055,0.000100541,79,18.28101266,4,4,2,0.147859922,0.215953307,0.111269615,0.004349659,0.057809637,0.015041654,0.031079648,5,16,729.21,541
509,404161.6545,15599093.0,38.59617266,5,1.768423855,0.0204047,6.83e-05,19,16.50986842,2,3,2,0.329434698,0.350877193,0.025677603,0.003927957,0.01480278,0.006102921,0.009365368,3,7,716.1394231,542
925,378118.1568,15504900.0,41.00543632,0,0.0,0.0,0.0,19,16.50986842,2,3,2,0.329434698,0.350877193,0.025677603,0.003927957,0.01480278,0.006102921,0.009365368,3,7,706.1184211,543
222,227816.9867,8122178.0,35.65220538,0,0.0,0.0,0.0,41,17.70689024,3,3,2,0.237816764,0.350877193,0.057061341,0.004212963,0.030637152,0.0094978,0.017425057,4,11,697.0833333,544
293,356180.9691,18865057.0,52.96480901,3,0.00263411,0.0,4.02e-05,41,17.70689024,3,3,2,0.237816764,0.350877193,0.057061341,0.004212963,0.030637152,0.0094978,0.017425057,4,11,689.2307692,545
287,150878.1797,11453832.18,75.91443776,3,0.021861404,0.495285,1.03e-05,11,9.317045455,2,3,2,0.329434698,0.350877193,0.014265335,0.002215375,0.008240355,0.003420371,0.005227865,3,7,680.4166667,546
328,287222.9761,10740300.0,37.39359625,0,0.0,0.0,0.0,5,3.8075,2,3,1,0.329434698,0.249512671,0.005706134,0.000903574,0.003304854,0.00138383,0.002104214,3,7,680.9833333,547
511,262190.4476,115062724.0,438.8517014,8,0.178319592,0.01371738,3.78e-05,56,21.51808036,3,4,3,0.210116732,0.229571984,0.078459344,0.005120392,0.041789868,0.012454287,0.02345513,5,12,783.2604167,548
274,255823.3631,13082861.0,51.14021192,9,0.164535633,0.001628947,0.000411188,7,5.075,2,4,1,0.340466926,0.321011673,0.008559201,0.001205361,0.004882281,0.001940745,0.003043821,4,8,779.2847222,549
652,272697.9039,11594245.7,42.5168127,6,0.077601906,0.00874486,0.00022944,1,0.0125,1,4,1,0.30155642,0.321011673,0.0,0.0,0.0,0.0,0.0,3,4,768.3579545,550
148,302673.0049,10779820.0,35.61539955,3,0.006249925,0.0,2.45e-05,8,5.83125,2,4,1,0.340466926,0.321011673,0.009985735,0.001385421,0.005685578,0.002245452,0.003535499,4,8,759.4921875,551
163,212712.7819,0.0,0.0,0,0.0,0.0,0.0,8,5.83125,2,4,1,0.340466926,0.321011673,0.009985735,0.001385421,0.005685578,0.002245452,0.003535499,4,8,752.3984375,552
333,277413.1179,2180840.0,7.861344179,3,0.04232781,0.0,0.0,11,7.370454546,2,4,2,0.340466926,0.215953307,0.014265335,0.001751899,0.008008617,0.003003243,0.004880258,4,8,742.1710526,553
662,282687.8406,1444610.0,5.110265785,0,0.0,0.0,0.0,11,7.370454546,2,4,2,0.340466926,0.215953307,0.014265335,0.001751899,0.008008617,0.003003243,0.004880258,4,8,733.9276316,554
457,292571.9848,332367.0,1.13601786,0,0.0,0.0,0.0,19,16.50986842,2,3,2,0.329434698,0.350877193,0.025677603,0.003927957,0.01480278,0.006102921,0.009365368,3,7,722.65625,555
562,461580.9565,6169772.0,13.36660864,3,0.02259302,0.00728738,7.52e-06,78,31.3099359,4,3,3,0.218323587,0.218323587,0.109843081,0.007451793,0.058647437,0.017690921,0.033049615,5,15,706.5875,556
139,155617.4313,0.0,0.0,0,0.0,0.0,0.0,78,31.3099359,4,3,3,0.218323587,0.218323587,0.109843081,0.007451793,0.058647437,0.017690921,0.033049615,5,15,694.6041667,557
398,415412.8691,12421891.0,29.90251849,4,0.01596823,0.0,0.0,25,27.639,3,4,3,0.210116732,0.229571984,0.034236805,0.006577758,0.020407281,0.009343662,0.013492519,5,12,768.2771739,558
525,305356.3315,2558196.5,8.377741792,3,0.009130494,0.0,7.28e-05,11,7.370454546,2,4,2,0.340466926,0.215953307,0.014265335,0.001751899,0.008008617,0.003003243,0.004880258,4,8,753.30625,559
349,441888.5124,20237169.0,45.79700181,10,0.046617647,0.01388888,0.000157042,11,7.370454546,2,4,2,0.340466926,0.215953307,0.014265335,0.001751899,0.008008617,0.003003243,0.004880258,4,8,740.9375,560
72,237305.2575,4780540.199,20.14510866,0,0.0,0.0,0.0,37,18.69932432,3,4,2,0.210116732,0.215953307,0.051355207,0.004449257,0.027902232,0.009139852,0.016175745,5,12,731.3125,561
247,204300.8455,4403520.0,21.55409582,5,0.030353989,0.0,0.0,37,18.69932432,3,3,2,0.237816764,0.350877193,0.051355207,0.004449257,0.027902232,0.009139852,0.016175745,4,11,725.2596154,562
390,455490.6612,16509259.0,36.24499996,1,0.00266616,0.122942,8.59e-06,37,18.69932432,3,3,2,0.237816764,0.350877193,0.051355207,0.004449257,0.027902232,0.009139852,0.016175745,4,11,718.9951923,563
585,312715.8889,1774920.0,5.675822888,0,0.0,0.0,0.0,78,31.3099359,4,3,3,0.218323587,0.218323587,0.109843081,0.007451793,0.058647437,0.017690921,0.033049615,5,15,706.7119565,564
443,329276.9369,4902320.0,14.88813655,1,0.001649221,0.00565844,0.0,78,31.3099359,4,3,3,0.218323587,0.218323587,0.109843081,0.007451793,0.058647437,0.017690921,0.033049615,5,15,692.3928571,565
60,248214.2631,22532670.1,90.77911084,1,0.000917604,0.0,5.8e-06,8,7.6328125,2,3,2,0.329434698,0.350877193,0.009985735,0.001814366,0.00590005,0.002631502,0.003857208,3,7,680.975,566
149,235179.8388,5758576.902,24.48584425,3,0.025050244,0.0,0.0,4,2.509375,1,4,1,0.30155642,0.321011673,0.004279601,0.000594496,0.002437048,0.000963006,0.001515772,3,4,776.8125,567
152,184846.6985,27591000.0,149.2642293,0,0.0,0.0,0.0,21,11.15238095,2,4,2,0.340466926,0.215953307,0.02853067,0.002652361,0.015591515,0.005240191,0.009121938,4,8,772.3125,568
86,227989.6908,6914740.0,30.32917837,4,0.048593945,0.000514403,0.000212683,21,11.15238095,2,4,2,0.340466926,0.215953307,0.02853067,0.002652361,0.015591515,0.005240191,0.009121938,4,8,769.7321429,569
151,275580.2869,17743785.4,64.38699082,8,0.582089714,0.0,0.000287015,21,11.15238095,2,4,2,0.340466926,0.215953307,0.02853067,0.002652361,0.015591515,0.005240191,0.009121938,4,8,765.4431818,570
264,247689.5198,31478299.24,127.0877317,0,0.0,0.0,0.0,5,0.0125,2,4,1,0.340466926,0.321011673,0.005706134,0.0,0.002853067,0.000570613,0.001426534,4,8,755.5416667,571
402,201134.223,11146145.0,55.41645193,0,0.0,0.0,0.0,3,12.00833333,1,4,2,0.30155642,0.215953307,0.002853067,0.002856159,0.002854613,0.00285585,0.002855386,3,4,747.0972222,572
367,116258.2168,0.0,0.0,0,0.0,0.0,0.0,3,12.00833333,1,4,2,0.30155642,0.215953307,0.002853067,0.002856159,0.002854613,0.00285585,0.002855386,3,4,742.0625,573
307,290125.4862,7612110.0,26.237302,1,0.000224862,0.0218621,0.0,5,5.2075,2,4,1,0.340466926,0.321011673,0.005706134,0.001236908,0.003471521,0.001683831,0.002354215,4,8,732.3125,574
44,247635.9301,79182002.0,319.7516692,1,0.036995489,0.00205761,0.0,5,5.2075,2,4,1,0.340466926,0.321011673,0.005706134,0.001236908,0.003471521,0.001683831,0.002354215,4,8,733.7569444,575
213,286469.0792,46199600.0,161.2725538,0,0.0,0.0,0.0,10,8.6575,2,3,2,0.329434698,0.350877193,0.012838802,0.002058339,0.007448571,0.003136386,0.004753455,3,7,722.25,576
353,361238.5253,70685300.0,195.6748659,1,0.000917604,0.0,0.0,10,8.6575,2,3,2,0.329434698,0.350877193,0.012838802,0.002058339,0.007448571,0.003136386,0.004753455,3,7,712.0056818,577
