POB_S_AGUA,AREA_GEO,CAPACITY_W,DENSITY_WE,TOTAL_DEGR,WEGHITED_T,WEIGHTED_B,WEIGHTED_1,Frecuencia,Volumen,FrecCateg,PrecCateg,VolCateg,ProbaFP,ProbaVP,NormaFrec,NormaVol,IS50,IS90,IS75,Grupos,Grupos2,Precipitac,id
112,266695.5107,42953862.6,161.0595637,1,0.000878037,0.000514403,6.12e-05,5,2.7075,2,2,1,0.345703125,0.2578125,0.005706134,0.000641669,0.003173901,0.001148115,0.001907785,3,6,623.6428571,1106
44,735156.2008,32202200.0,43.80320803,1,0.005826424,0.342936,0.0,1,0.0125,1,4,1,0.30155642,0.321011673,0.0,0.0,0.0,0.0,0.0,3,4,1040.989362,1107
91,240212.264,197480464.0,822.1081668,8,0.350157618,0.041152236,2.34e-05,7,36.00892857,2,2,3,0.345703125,0.29296875,0.008559201,0.008570604,0.008564902,0.008569463,0.008567753,3,6,612.4423077,1108
87,1121729.249,555703.0,0.495398511,1,0.00266616,0.0404664,0.0,7,0.0125,2,4,1,0.340466926,0.321011673,0.008559201,0.0,0.004279601,0.00085592,0.0021398,4,8,1073.782534,1109
245,260225.9401,38860071.0,149.3320419,2,0.276460154,0.0,0.0,29,105.1137931,3,2,4,0.2734375,0.18359375,0.039942939,0.025024192,0.032483565,0.026516067,0.028753879,3,10,600.4779412,1110
67,1116575.588,5090560.0,4.559082298,3,0.009438766,0.00282922,0.0,7,0.0125,2,4,1,0.340466926,0.321011673,0.008559201,0.0,0.004279601,0.00085592,0.0021398,4,8,1064.746212,1111
131,186199.4535,20202612.8,108.4998501,0,0.0,0.0,0.0,79,7.090031646,4,2,2,0.150390625,0.265625,0.111269615,0.001685132,0.056477373,0.01264358,0.029081252,4,14,586.0795455,1112
334,998146.4347,4925224.0,4.934370177,0,0.0,0.0,0.0,7,0.0125,2,4,1,0.340466926,0.321011673,0.008559201,0.0,0.004279601,0.00085592,0.0021398,4,8,1068.335227,1113
56,377373.8677,30351353.7,80.42780992,3,0.286932053,0.0,0.000474778,460,50.22519022,4,2,3,0.150390625,0.29296875,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,4,14,586.175,1114
798,2316263.856,15725010.0,6.78895453,12,1.164823081,0.53540895,0.000137063,7,53.58214286,2,4,3,0.340466926,0.229571984,0.008559201,0.012754715,0.010656958,0.012335163,0.011705836,4,8,955.5926573,1115
28,132805.2449,3527296.0,26.55991487,4,0.669348157,0.0,0.0,460,50.22519022,4,2,3,0.150390625,0.29296875,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,4,14,576.7361111,1116
171,951749.4622,21343804.0,22.425864,0,0.0,0.0,0.0,1,36.0,1,4,3,0.30155642,0.229571984,0.0,0.008568478,0.004284239,0.00771163,0.006426358,3,4,950.4666667,1117
74,251019.3205,171836.0,0.684552885,0,0.0,0.0,0.0,460,50.22519022,4,1,3,0.212475634,0.269005848,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,3,13,560.4852941,1118
690,1581994.187,102213747.5,64.61069727,12,0.176416463,0.0228909,0.000725272,16,31.50859375,2,4,3,0.340466926,0.229571984,0.021398003,0.007499092,0.014448548,0.008888983,0.01097382,4,8,948.8958333,1119
64,152165.5097,1088701.0,7.154715953,0,0.0,0.0,0.0,50,247.3165,3,1,4,0.331384016,0.401559454,0.069900143,0.05888208,0.064391111,0.059983886,0.061636596,2,9,543.4659091,1120
256,891435.2995,6402148.4,7.181843039,3,0.06000016,0.050583,2.15e-05,15,6.011666667,2,4,1,0.340466926,0.321011673,0.019971469,0.001428377,0.010699923,0.003282686,0.00606415,4,8,1036.084821,1121
402,196488.1075,12545160.0,63.84691756,11,0.368542175,0.0164609,0.000155968,28,8.551339286,3,3,2,0.237816764,0.350877193,0.038516405,0.002033063,0.020274734,0.005681397,0.011153899,4,11,646.1770833,1122
121,390477.6902,32518155.0,83.27788199,3,0.007998481,0.0329218,2.38e-05,3,4.008333333,1,4,1,0.30155642,0.321011673,0.002853067,0.000951392,0.001902229,0.001141559,0.001426811,3,4,1046.841346,1123
126,188226.5185,26417742.0,140.3507976,2,0.50125561,0.0162894,0.0,22,28.6875,3,3,3,0.237816764,0.218323587,0.029957204,0.006827401,0.018392303,0.009140382,0.012609852,4,11,638.8611111,1124
726,1395014.156,15186584.0,10.88632967,4,0.023305698,0.1177984,0.000303772,8,1.1359375,2,4,1,0.340466926,0.321011673,0.009985735,0.000267486,0.00512661,0.001239311,0.002697048,4,8,1037.905899,1125
338,124732.8173,46779803.0,375.0400576,7,0.175272501,0.2662891,1.55e-05,11,6.570454546,2,3,1,0.329434698,0.249512671,0.014265335,0.001561422,0.007913379,0.002831814,0.004737401,3,7,638.8375,1126
252,1247172.13,2900280.0,2.325484935,2,0.054173735,0.030607,0.000356621,1,14.0,1,4,2,0.30155642,0.215953307,0.0,0.003330367,0.001665184,0.00299733,0.002497775,3,4,1061.631579,1127
9,288285.7499,9448555.0,32.77496374,3,0.014319009,0.0,0.000201727,22,11.27545455,3,2,2,0.2734375,0.265625,0.029957204,0.002681664,0.016319434,0.005409218,0.009500549,3,10,624.8625,1128
169,225234.3273,180146111.0,799.8164097,3,0.019485696,0.0497257,0.00076609,86,13.76148256,4,2,2,0.150390625,0.265625,0.12125535,0.003273577,0.062264463,0.015071754,0.03276902,4,14,615.5714286,1129
93,110346.5005,39213862.0,355.3702367,0,0.0,0.0,0.0,86,13.76148256,4,2,2,0.150390625,0.265625,0.12125535,0.003273577,0.062264463,0.015071754,0.03276902,4,14,608.2291667,1130
123,702566.7141,0.0,0.0,0,0.0,0.0,0.0,5,0.0125,2,4,1,0.340466926,0.321011673,0.005706134,0.0,0.002853067,0.000570613,0.001426534,4,8,1036.389535,1131
147,179699.2657,41114927.0,228.7985253,8,0.604893459,0.0,1.91e-05,460,50.22519022,4,2,3,0.150390625,0.29296875,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,4,14,601.2333333,1132
54,315279.3265,0.0,0.0,0,0.0,0.0,0.0,13,40.53365385,2,4,3,0.340466926,0.229571984,0.017118402,0.009647922,0.013383162,0.01039497,0.011515542,4,8,1029.815789,1133
198,293310.3835,5016071.0,17.10158004,4,0.041978214,0.026063129,9.54e-05,460,50.22519022,4,2,3,0.150390625,0.29296875,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,4,14,583.1764706,1134
75,276637.2106,10758102.1,38.8888468,9,0.953190265,0.237568403,6.32e-05,460,50.22519022,4,1,3,0.212475634,0.269005848,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,3,13,562.0441176,1135
60,111230.7279,2399650.0,21.57362488,2,0.002566825,0.0349794,0.000283578,11,190.9193182,2,4,4,0.340466926,0.233463035,0.014265335,0.04545414,0.029859737,0.042335259,0.037656939,4,8,1020.78125,1136
235,137809.4208,15293077.0,110.9726528,0,0.0,0.0,0.0,28,8.551339286,3,3,2,0.237816764,0.350877193,0.038516405,0.002033063,0.020274734,0.005681397,0.011153899,4,11,651.7386364,1137
438,183240.422,1896660.0,10.35066379,0,0.0,0.0,0.0,28,8.551339286,3,3,2,0.237816764,0.350877193,0.038516405,0.002033063,0.020274734,0.005681397,0.011153899,4,11,647.453125,1138
674,3173204.454,66924130.0,21.09039332,9,0.412485253,0.05306924,5.16e-06,7,206.7875,2,4,4,0.340466926,0.233463035,0.008559201,0.049232289,0.028895745,0.045164981,0.039064017,4,8,1018.914304,1139
0,480655.0991,42033809.3,87.45108369,8,0.589112007,0.0588134,0.0,31,38.95201613,3,2,3,0.2734375,0.29296875,0.042796006,0.009271341,0.026033673,0.012623807,0.017652507,3,10,635.2878788,1140
1577,2535034.071,12947021.3,5.107237589,10,0.062369056,0.13768869,3.78e-05,7,0.0125,2,4,1,0.340466926,0.321011673,0.008559201,0.0,0.004279601,0.00085592,0.0021398,4,8,1026.593944,1141
132,64322.76101,0.0,0.0,0,0.0,0.0,0.0,31,38.95201613,3,2,3,0.2734375,0.29296875,0.042796006,0.009271341,0.026033673,0.012623807,0.017652507,3,10,625.4375,1142
49,98340.82435,1209470.0,12.298758,1,0.001649221,0.0421811,3.18e-05,8,1.1359375,2,4,1,0.340466926,0.321011673,0.009985735,0.000267486,0.00512661,0.001239311,0.002697048,4,8,1055.609375,1143
109,116803.6193,73433200.0,628.689423,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,618.7361111,1144
421,969068.429,9543740.0,9.848365414,9,0.24098639,0.01354598,2.73e-05,2,34.5,1,4,3,0.30155642,0.229571984,0.001426534,0.008211334,0.004818934,0.007532854,0.006515134,3,4,992.1271186,1145
80,121094.6508,87650098.4,723.814783,0,0.0,0.0,0.0,86,13.76148256,4,2,2,0.150390625,0.265625,0.12125535,0.003273577,0.062264463,0.015071754,0.03276902,4,14,610.8472222,1146
128,243020.9516,211187575.0,869.0097442,5,0.218993661,0.0624142,0.000576608,86,13.76148256,4,2,2,0.150390625,0.265625,0.12125535,0.003273577,0.062264463,0.015071754,0.03276902,4,14,598.7916667,1147
151,214955.6255,16775380.0,78.04113042,6,0.594049033,0.04372426,0.0,460,50.22519022,4,2,3,0.150390625,0.29296875,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,4,14,594.7916667,1148
626,3308018.939,1292830.0,0.390816989,1,0.001649221,0.0398663,1.68e-05,3,0.0125,1,4,1,0.30155642,0.321011673,0.002853067,0.0,0.001426534,0.000285307,0.000713267,3,4,1093.86715,1149
176,199518.8967,4773494.0,23.92502204,5,0.026176785,0.00445816,0.000113431,460,50.22519022,4,2,3,0.150390625,0.29296875,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,4,14,587.1354167,1150
100,201483.4862,3099467.0,15.38323095,7,0.565519337,0.0102881,3.52e-05,460,50.22519022,4,2,3,0.150390625,0.29296875,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,4,14,573.7166667,1151
29,202385.9545,0.0,0.0,0,0.0,0.0,0.0,4,0.0125,1,3,1,0.214424951,0.249512671,0.004279601,0.0,0.0021398,0.00042796,0.0010699,2,3,669.2403846,1152
135,223974.9542,2279120.0,10.17578063,0,0.0,0.0,0.0,460,50.22519022,4,1,3,0.212475634,0.269005848,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,3,13,567.4423077,1153
34,261203.5385,0.0,0.0,0,0.0,0.0,0.0,2,0.0125,1,3,1,0.214424951,0.249512671,0.001426534,0.0,0.000713267,0.000142653,0.000356633,2,3,670.5394737,1154
61,140809.2073,0.0,0.0,4,0.013236938,0.0,5.16e-06,28,8.551339286,3,3,2,0.237816764,0.350877193,0.038516405,0.002033063,0.020274734,0.005681397,0.011153899,4,11,655.1538462,1155
90,554536.022,9065840.0,16.34851415,5,0.010960075,0.01165978,5.59e-06,16,154.6914063,2,3,4,0.329434698,0.18128655,0.021398003,0.036828421,0.029113212,0.035285379,0.032970816,3,7,667.8141892,1156
53,126280.2046,0.0,0.0,0,0.0,0.0,0.0,28,8.551339286,3,3,2,0.237816764,0.350877193,0.038516405,0.002033063,0.020274734,0.005681397,0.011153899,4,11,649.5277778,1157
3,296064.8148,35010127.36,118.2515639,2,0.006744029,0.0,0.0,45,30.38638889,3,3,3,0.237816764,0.218323587,0.062767475,0.0072319,0.034999687,0.012785457,0.021115794,4,11,642.3815789,1158
21,202263.4127,0.0,0.0,2,0.139879298,0.00643004,8.16e-06,35,332.1825,3,3,4,0.237816764,0.18128655,0.04850214,0.079088331,0.063795235,0.076029712,0.071441783,4,11,665.6730769,1159
59,121854.5292,0.0,0.0,0,0.0,0.0,0.0,31,38.95201613,3,2,3,0.2734375,0.29296875,0.042796006,0.009271341,0.026033673,0.012623807,0.017652507,3,10,636.2222222,1160
152,530729.9021,0.0,0.0,0,0.0,0.0,0.0,59,208.6425847,3,3,4,0.237816764,0.18128655,0.082738944,0.049673978,0.066206461,0.052980474,0.057940219,4,11,666.0725806,1161
117,78597.3575,0.0,0.0,4,0.01698517,0.057013,0.00021655,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,627.525,1162
19,195696.7839,381705.0,1.950491942,0,0.0,0.0,0.0,35,332.1825,3,3,4,0.237816764,0.18128655,0.04850214,0.079088331,0.063795235,0.076029712,0.071441783,4,11,663.6477273,1163
146,61267.01955,32610.80078,0.532273334,2,0.007475645,0.0978224,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,630.625,1164
23,229157.463,149706.3984,0.653290521,0,0.0,0.0,0.0,35,332.1825,3,3,4,0.237816764,0.18128655,0.04850214,0.079088331,0.063795235,0.076029712,0.071441783,4,11,661.5625,1165
166,71141.86459,89214164.0,1254.031849,1,0.138230077,0.130315,0.0,2,93.0,1,2,4,0.23046875,0.18359375,0.001426534,0.022139947,0.01178324,0.020068606,0.016961594,2,2,623.8125,1166
12552,514612.315,2811764.0,5.463849034,1,0.000917604,0.00840192,2.84e-05,35,332.1825,3,3,4,0.237816764,0.18128655,0.04850214,0.079088331,0.063795235,0.076029712,0.071441783,4,11,661.6625,1167
63,65417.14555,0.0,0.0,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,618.1,1168
138,88210.07555,515150.0,5.84003581,1,0.00266616,0.147634,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,612.3333333,1169
68,227254.9176,2680997.297,11.79731257,2,0.139147681,0.0140604,0.0,146,250.5008562,4,3,4,0.218323587,0.18128655,0.206847361,0.059640262,0.133243812,0.074360972,0.096442037,5,15,656.5,1170
224,133660.8062,382900.0,2.864714128,4,0.02627612,0.058299,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,605.9722222,1171
29,187904.8356,2621621.0,13.95185489,5,0.7785938,0.0181756,3.89e-05,146,250.5008562,4,3,4,0.218323587,0.18128655,0.206847361,0.059640262,0.133243812,0.074360972,0.096442037,5,15,653.9423077,1172
192,249246.1414,48875776.6,196.0944162,9,1.007355869,0.0,0.000358339,460,50.22519022,4,2,3,0.150390625,0.29296875,0.654778887,0.011955438,0.333367163,0.076237783,0.1726613,4,14,581.8416667,1173
50,295507.1563,0.0,0.0,0,0.0,0.0,0.0,146,250.5008562,4,3,4,0.218323587,0.18128655,0.206847361,0.059640262,0.133243812,0.074360972,0.096442037,5,15,653.8026316,1174
2,277050.0102,17836287.9,64.37930786,11,0.814456186,0.02400551,0.000230729,19,57.55197368,2,1,3,0.30214425,0.269005848,0.025677603,0.013699915,0.019688759,0.014897684,0.016694337,2,5,570.2708333,1175
59,232047.7155,2563110.0,11.04561618,0,0.0,0.0,0.0,16,12.634375,2,3,2,0.329434698,0.350877193,0.021398003,0.003005217,0.01220161,0.004844496,0.007603414,3,7,652.453125,1176
102,157282.1937,0.0,0.0,0,0.0,0.0,0.0,8,6.509375,2,1,1,0.30214425,0.153996101,0.009985735,0.00154688,0.005766307,0.002390765,0.003656593,2,5,506.3269231,1177
41,131828.7577,0.0,0.0,0,0.0,0.0,0.0,146,250.5008562,4,3,4,0.218323587,0.18128655,0.206847361,0.059640262,0.133243812,0.074360972,0.096442037,5,15,651.375,1178
98,173110.631,3947030.0,22.80062165,1,0.000878037,0.0,0.0,32,397.3394531,3,1,4,0.331384016,0.401559454,0.044222539,0.094601937,0.069412238,0.089563997,0.082007088,2,9,498.5,1179
337,262589.0517,3730640.0,14.20714221,0,0.0,0.0,0.0,3,48.00416667,1,3,3,0.214424951,0.218323587,0.002853067,0.011426621,0.007139844,0.010569266,0.009283233,2,3,646.425,1180
43,1101058.769,57995892.0,52.67283965,0,0.0,0.0,0.0,1,24.0,1,1,3,0.153996101,0.269005848,0.0,0.005711327,0.002855663,0.005140194,0.004283495,1,1,486.328125,1181
48,206660.0587,1730170.0,8.372058013,0,0.0,0.0,0.0,2,0.0125,1,3,1,0.214424951,0.249512671,0.001426534,0.0,0.000713267,0.000142653,0.000356633,2,3,641.0583333,1182
75,205192.1664,0.0,0.0,5,0.028605433,0.1159982,2.21e-05,61,48.83258197,3,1,3,0.331384016,0.269005848,0.085592011,0.011623864,0.048607938,0.019020678,0.030115901,2,9,485.0288462,1183
71,196999.4436,55329440.0,280.8608947,3,0.040182916,0.017404,7.65e-05,11,32.05340909,2,2,3,0.345703125,0.29296875,0.014265335,0.007628811,0.010947073,0.008292463,0.009287942,3,6,636.6527778,1184
90,164754.267,5308677.0,32.22178761,2,0.016298324,0.0,0.0,14,0.475,2,1,1,0.30214425,0.153996101,0.018544936,0.000110119,0.009327528,0.001953601,0.004718823,2,5,507.046875,1185
98,162752.5081,65249893.7,400.9148273,6,0.057867116,0.102023,0.000326544,75,380.6483333,4,3,4,0.218323587,0.18128655,0.105563481,0.090627849,0.098095665,0.092121412,0.094361757,5,15,643.171875,1186
122,192839.508,14894673.0,77.23870049,0,0.0,0.0,0.0,12,26.00833333,2,1,3,0.30214425,0.269005848,0.015691869,0.006189503,0.010940686,0.007139739,0.008565094,2,5,487.4318182,1187
127,86898.06957,1261420.0,14.51608771,1,0.036995489,0.015775,0.001450114,75,380.6483333,4,3,4,0.218323587,0.18128655,0.105563481,0.090627849,0.098095665,0.092121412,0.094361757,5,15,640.0178571,1188
135,216367.2947,4771376.801,22.05220899,1,0.00266616,0.0312071,2.19e-05,19,71.61184211,2,1,4,0.30214425,0.401559454,0.025677603,0.017047513,0.021362558,0.017910522,0.019205036,2,5,509.8970588,1189
110,86761.50482,1411980.0,16.27426821,0,0.0,0.0,0.0,75,380.6483333,4,2,4,0.150390625,0.18359375,0.105563481,0.090627849,0.098095665,0.092121412,0.094361757,4,14,638.125,1190
157,337499.014,191374503.7,567.0372231,9,0.107363212,0.7864367,0.000177451,28,30.11473214,3,1,3,0.331384016,0.269005848,0.038516405,0.007167219,0.022841812,0.010302138,0.015004516,2,9,496.3355263,1191
109,117143.2629,695934.0,5.940879421,1,0.138230077,0.0,8.38e-06,75,380.6483333,4,2,4,0.150390625,0.18359375,0.105563481,0.090627849,0.098095665,0.092121412,0.094361757,4,14,633.375,1192
97,225264.397,13622530.0,60.47351549,0,0.0,0.0,0.0,53,8.835141509,3,3,2,0.237816764,0.350877193,0.074179743,0.002100635,0.038140189,0.009308546,0.020120412,4,11,657.1,1193
102,136781.6233,2008740.0,14.68574471,0,0.0,0.0,0.0,12,46.75625,2,2,3,0.345703125,0.29296875,0.015691869,0.011129497,0.013410683,0.011585735,0.01227009,3,6,632.6477273,1194
67,89810.73841,537720.0,5.987257309,0,0.0,0.0,0.0,53,8.835141509,3,3,2,0.237816764,0.350877193,0.074179743,0.002100635,0.038140189,0.009308546,0.020120412,4,11,651.25,1195
6,120670.4858,7669570.0,63.55796075,0,0.0,0.0,0.0,11,32.05340909,2,2,3,0.345703125,0.29296875,0.014265335,0.007628811,0.010947073,0.008292463,0.009287942,3,6,631.1458333,1196
18,92563.03793,10503400.0,113.4729395,0,0.0,0.0,0.0,45,30.38638889,3,3,3,0.237816764,0.218323587,0.062767475,0.0072319,0.034999687,0.012785457,0.021115794,4,11,644.6666667,1197
53,308469.9452,78018704.0,252.9215738,0,0.0,0.0,0.0,11,32.05340909,2,2,3,0.345703125,0.29296875,0.014265335,0.007628811,0.010947073,0.008292463,0.009287942,3,6,629.797619,1198
28,124610.994,1552270.411,12.45692985,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,631.125,1199
60,147747.4619,0.0,0.0,0,0.0,0.0,0.0,6,52.00833333,2,2,3,0.345703125,0.29296875,0.007132668,0.012379997,0.009756332,0.011855264,0.011068165,3,6,620.0,1200
240,111524.8798,83720961.0,750.6931289,1,0.000878037,0.130916,2.15e-05,2,93.0,1,2,4,0.23046875,0.18359375,0.001426534,0.022139947,0.01178324,0.020068606,0.016961594,2,2,625.8472222,1201
365,403100.6722,7239770.0,17.96020324,3,0.026770224,0.0356653,0.0,29,14.44741379,3,3,2,0.237816764,0.350877193,0.039942939,0.003436894,0.021689917,0.007087499,0.012563406,4,11,649.7119565,1202
126,41934.72437,4137749.0,98.67118628,0,0.0,0.0,0.0,2,93.0,1,2,4,0.23046875,0.18359375,0.001426534,0.022139947,0.01178324,0.020068606,0.016961594,2,2,617.875,1203
97,377210.384,2231100.0,5.91473643,3,0.41469023,0.0,0.000120521,4,33.759375,1,3,3,0.214424951,0.218323587,0.004279601,0.008034994,0.006157297,0.007659455,0.007096146,2,3,646.1086957,1204
138,71607.60993,647214.0,9.038341046,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,614.6875,1205
184,325301.3126,65857940.0,202.4521189,0,0.0,0.0,0.0,3,12.00833333,1,3,2,0.214424951,0.350877193,0.002853067,0.002856159,0.002854613,0.00285585,0.002855386,2,3,641.35,1206
54,51652.74832,812911.0,15.73800091,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,611.5,1207
163,538265.7796,60169010.0,111.7830861,6,0.03200321,0.09945128,0.000177881,10,473.60125,2,2,4,0.345703125,0.18359375,0.012838802,0.112759562,0.062799182,0.102767486,0.087779372,3,6,634.6439394,1208
74,71739.04439,1170360.0,16.31412866,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,605.53125,1209
295,264701.4109,49066808.6,185.3666304,3,5.176460242,0.170782,1.78e-05,18,43.84097222,2,2,3,0.345703125,0.29296875,0.02425107,0.010435382,0.017343226,0.01181695,0.013889304,3,6,635.9671053,1210
61,70717.89289,2147160.0,30.36232999,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,598.90625,1211
41,527297.442,26342209.0,49.95702027,8,0.522928825,0.03549385,0.000656311,12,7.259375,2,2,2,0.345703125,0.265625,0.015691869,0.001725452,0.00870866,0.003122093,0.005217056,3,6,620.6206897,1212
40,64824.53579,47453500.0,732.0299238,2,0.073990979,0.0308642,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,593.1666667,1213
131,215887.5213,18111140.0,83.89155563,0,0.0,0.0,0.0,29,14.44741379,3,3,2,0.237816764,0.350877193,0.039942939,0.003436894,0.021689917,0.007087499,0.012563406,4,11,645.046875,1214
112,152719.7325,13507110.05,88.44377757,0,0.0,0.0,0.0,27,65.26388889,3,2,3,0.2734375,0.29296875,0.037089872,0.015536091,0.026312981,0.017691469,0.020924536,3,10,582.4027778,1215
115,243578.5745,10986090.0,45.10285859,0,0.0,0.0,0.0,100,187.264375,4,3,4,0.218323587,0.18128655,0.141226819,0.044583912,0.092905366,0.054248203,0.068744639,5,15,640.5892857,1216
160,172451.6292,9942481.5,57.65374062,1,0.00266616,0.0,9.02e-06,268,107.2870336,4,1,4,0.212475634,0.401559454,0.380884451,0.025541632,0.203213041,0.061075914,0.114377336,3,13,556.2916667,1217
285,226810.605,118965240.0,524.5135694,0,0.0,0.0,0.0,100,187.264375,4,2,4,0.150390625,0.18359375,0.141226819,0.044583912,0.092905366,0.054248203,0.068744639,4,14,635.4196429,1218
86,174698.1362,896514.89,5.131794246,0,0.0,0.0,0.0,268,107.2870336,4,1,4,0.212475634,0.401559454,0.380884451,0.025541632,0.203213041,0.061075914,0.114377336,3,13,549.421875,1219
127,214723.4234,33343650.0,155.2865052,0,0.0,0.0,0.0,100,187.264375,4,2,4,0.150390625,0.18359375,0.141226819,0.044583912,0.092905366,0.054248203,0.068744639,4,14,631.3571429,1220
127,324309.205,309378.0,0.953959972,4,0.152895903,0.00377229,1.12e-05,19,71.61184211,2,1,4,0.30214425,0.401559454,0.025677603,0.017047513,0.021362558,0.017910522,0.019205036,2,5,517.70625,1221
199,254960.0665,14824564.9,58.14465418,12,0.049561157,0.0,0.001466227,9,105.3388889,2,2,4,0.345703125,0.18359375,0.011412268,0.025077786,0.018245027,0.023711234,0.021661407,3,6,635.0147059,1222
44,194355.1769,17398540.0,89.51930315,3,0.053828493,0.0,1.03e-05,27,6.490277778,3,3,1,0.237816764,0.249512671,0.037089872,0.001542333,0.019316102,0.005097087,0.010429217,4,11,659.5178571,1223
551,157996.747,14475170.0,91.61688626,1,0.000917604,0.348422,7.22e-05,27,6.490277778,3,3,1,0.237816764,0.249512671,0.037089872,0.001542333,0.019316102,0.005097087,0.010429217,4,11,653.78125,1224
62,105712.9406,13555500.0,128.2293343,0,0.0,0.0,0.0,4,75.009375,1,2,4,0.23046875,0.18359375,0.004279601,0.017856452,0.011068026,0.016498767,0.014462239,2,2,627.3611111,1225
58,218169.2757,17902590.0,82.05825474,5,0.047658561,0.0103738,1.5e-06,45,30.38638889,3,3,3,0.237816764,0.218323587,0.062767475,0.0072319,0.034999687,0.012785457,0.021115794,4,11,643.4296875,1226
450,145455.1957,86328620.0,593.5066094,4,0.175252729,0.115484,4.3e-06,4,75.009375,1,2,4,0.23046875,0.18359375,0.004279601,0.017856452,0.011068026,0.016498767,0.014462239,2,2,624.0,1227
278,156821.716,124540070.0,794.1506646,1,0.00266616,0.0432099,0.000224499,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,632.3636364,1228
11,250047.1111,85195595.0,340.7181736,0,0.0,0.0,0.0,5,5.035,2,2,1,0.345703125,0.2578125,0.005706134,0.001195837,0.003450985,0.001646867,0.002323411,3,6,622.3125,1229
149,79128.97465,525659.0,6.643065986,4,0.552920307,0.0665295,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,622.09375,1230
28,43858.85008,0.0,0.0,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,617.5833333,1231
32,215696.6093,5141120.0,23.83495974,0,0.0,0.0,0.0,2,0.0125,1,2,1,0.23046875,0.2578125,0.001426534,0.0,0.000713267,0.000142653,0.000356633,2,2,615.5,1232
96,119848.1555,2011382.0,16.78275307,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,611.203125,1233
155,258430.9391,0.0,0.0,0,0.0,0.0,0.0,2,0.0125,1,2,1,0.23046875,0.2578125,0.001426534,0.0,0.000713267,0.000142653,0.000356633,2,2,614.2916667,1234
148,154009.6123,9046321.102,58.73867848,1,0.000878037,0.00977366,5.26e-05,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,602.984375,1235
55,239261.4138,4784981.9,19.99897027,3,0.041310871,0.64223282,8.19e-05,40,94.306875,3,2,4,0.2734375,0.18359375,0.055634807,0.022451108,0.039042958,0.025769478,0.030747033,3,10,604.825,1236
27,46961.69949,895624.0,19.07137113,0,0.0,0.0,0.0,270,27.81166667,4,2,3,0.150390625,0.29296875,0.383737518,0.006618869,0.195178193,0.044330734,0.100898531,4,14,601.4375,1237
87,202923.4765,0.0,0.0,0,0.0,0.0,0.0,14,98.86696429,2,2,4,0.345703125,0.18359375,0.018544936,0.023536847,0.021040892,0.023037656,0.022288869,3,6,601.9895833,1238
