Frecsuma,VolMax,Volprom,Impercepti,Insuficien,Obstrucci,Hundimient,Falta de i,Falta Bomb,Ruptura,id
5,72.0,14.41,4,1,0,0,0,0,0,498
11,375.0,44.73522727,7,0,4,0,0,0,0,499
17,336.0,83.12205882,6,8,3,0,0,0,0,500
1,90.0,90.0,0,0,1,0,0,0,0,501
2,0.0125,0.0125,2,0,0,0,0,0,0,502
1,0.0125,0.0125,1,0,0,0,0,0,0,503
3,0.0125,0.0125,3,0,0,0,0,0,0,504
2,0.0125,0.0125,2,0,0,0,0,0,0,505
4,240.0,105.565625,1,3,0,0,0,0,0,506
10,300.0,55.605,4,4,1,1,0,0,0,507
8,0.0125,0.0125,8,0,0,0,0,0,0,508
29,18.0,4.059482759,14,5,9,1,0,0,0,509
4,90.0,22.509375,3,1,0,0,0,0,0,510
65,540.0,82.06911538,17,39,7,2,0,0,0,511
16,30.0,8.0703125,10,2,2,2,0,0,0,512
2,0.0125,0.0125,2,0,0,0,0,0,0,513
13,720.0,93.54519231,7,4,2,0,0,0,0,514
9,1280.0,218.3361111,2,7,0,0,0,0,0,515
5,0.0125,0.0125,5,0,0,0,0,0,0,516
2,0.0125,0.0125,2,0,0,0,0,0,0,517
2,80.0,40.00625,1,0,1,0,0,0,0,518
2,9.0,4.50625,1,1,0,0,0,0,0,519
66,6000.0,272.445303,24,39,3,0,0,0,0,520
7,36.0,10.29464286,5,1,1,0,0,0,0,521
4,105.0,26.50625,2,2,0,0,0,0,0,522
186,90.0,10.94665323,78,29,72,7,0,0,0,523
4,54.0,13.509375,3,0,1,0,0,0,0,524
1,18.0,18.0,0,1,0,0,0,0,0,525
61,204.0,48.83258197,21,35,5,0,0,0,0,526
6,0.0125,0.0125,6,0,0,0,0,0,0,527
3,7.5,3.0375,1,1,1,0,0,0,0,528
1,60.0,60.0,0,1,0,0,0,0,0,529
2,0.0125,0.0125,2,0,0,0,0,0,0,530
5,160.0,32.01,4,1,0,0,0,0,0,531
16,1400.0,195.6304688,7,9,0,0,0,0,0,532
4,63.0,30.75625,2,1,1,0,0,0,0,533
9,180.0,48.225,2,7,0,0,0,0,0,534
2,150.0,99.0,0,0,2,0,0,0,0,535
3,100.0,33.34166667,2,1,0,0,0,0,0,536
177,630.0,32.42507062,103,51,21,0,1,1,0,537
3,120.0,120.0,0,3,0,0,0,0,0,538
14,18.75,2.063392857,9,2,3,0,0,0,0,539
3,192.0,134.0,0,3,0,0,0,0,0,540
2,48.0,24.00625,1,1,0,0,0,0,0,541
8,180.0,27.3828125,5,2,1,0,0,0,0,542
12,360.0,34.028125,7,2,3,0,0,0,0,543
3,0.0125,0.0125,3,0,0,0,0,0,0,544
170,21000.0,387.5443382,123,30,16,1,0,0,0,545
11,36.0,8.190909091,8,3,0,0,0,0,0,546
1,0.0125,0.0125,1,0,0,0,0,0,0,547
16,320.0,91.815625,4,12,0,0,0,0,0,548
2,0.0125,0.0125,1,1,0,0,0,0,0,549
16,216.0,37.84375,8,3,2,2,1,0,0,550
3,0.0125,0.0125,3,0,0,0,0,0,0,551
6,0.0125,0.0125,6,0,0,0,0,0,0,552
1,120.0,120.0,0,1,0,0,0,0,0,553
25,3000.0,227.007,14,11,0,0,0,0,0,554
21,126.0,12.58095238,16,5,0,0,0,0,0,555
19,216.0,55.13486842,6,12,1,0,0,0,0,556
13,800.0,305.2346154,4,9,0,0,0,0,0,557
1,5.6,5.6,0,1,0,0,0,0,0,558
1,0.0125,0.0125,1,0,0,0,0,0,0,559
19,720.0,57.20723684,11,5,3,0,0,0,0,560
189,1000.0,18.0353836,114,19,49,6,1,0,0,561
8,315.0,114.38125,4,3,1,0,0,0,0,562
1,0.0125,0.0125,1,0,0,0,0,0,0,563
10,480.0,57.0075,6,2,2,0,0,0,0,564
13,240.0,49.85288462,7,5,1,0,0,0,0,565
1,0.0125,0.0125,1,0,0,0,0,0,0,566
38,100.0,17.36776316,19,8,10,0,0,1,0,567
4,30.0,13.13125,2,1,1,0,0,0,0,568
28,2000.0,77.66160714,18,5,5,0,0,0,0,569
13,648.0,146.6942308,2,10,1,0,0,0,0,570
5,180.0,36.01,4,0,1,0,0,0,0,571
5,0.0125,0.0125,5,0,0,0,0,0,0,572
1,200.0,200.0,0,0,0,0,1,0,0,573
15,2880.0,479.6016667,2,12,0,1,0,0,0,574
15,0.0125,0.0125,15,0,0,0,0,0,0,575
1,0.0125,0.0125,1,0,0,0,0,0,0,576
2,144.0,93.0,0,2,0,0,0,0,0,577
11,30.0,5.517045455,7,1,3,0,0,0,0,578
1,0.0125,0.0125,1,0,0,0,0,0,0,579
2,0.0125,0.0125,2,0,0,0,0,0,0,580
3,600.0,251.0,0,0,3,0,0,0,0,581
2,0.0125,0.0125,2,0,0,0,0,0,0,582
3,0.0125,0.0125,3,0,0,0,0,0,0,583
2,0.0125,0.0125,2,0,0,0,0,0,0,584
13,7500.0,581.0076923,8,2,2,1,0,0,0,585
8,0.0125,0.0125,8,0,0,0,0,0,0,586
7,480.0,82.32178571,4,1,2,0,0,0,0,587
3,0.0125,0.0125,2,0,0,0,1,0,0,588
1,48.0,48.0,0,1,0,0,0,0,0,589
14,1800.0,162.9571429,4,5,4,1,0,0,0,590
20,94.5,22.780625,9,5,6,0,0,0,0,591
1,560.0,560.0,0,0,1,0,0,0,0,592
3,240.0,92.0,0,1,2,0,0,0,0,593
35,4500.0,311.0210714,11,19,3,2,0,0,0,594
3,60.0,20.00833333,2,1,0,0,0,0,0,595
7,0.0125,0.0125,7,0,0,0,0,0,0,596
8,4.5,0.5734375,7,1,0,0,0,0,0,597
2,60.0,39.0,0,2,0,0,0,0,0,598
2,0.0125,0.0125,2,0,0,0,0,0,0,599
2,0.0125,0.0125,2,0,0,0,0,0,0,600
1,0.0125,0.0125,1,0,0,0,0,0,0,601
4,108.0,27.009375,3,1,0,0,0,0,0,602
12,240.0,38.50729167,7,3,2,0,0,0,0,603
6,288.0,87.00625,3,2,1,0,0,0,0,604
1,0.0125,0.0125,1,0,0,0,0,0,0,605
8,30.0,5.83125,4,1,3,0,0,0,0,606
7,90.0,16.11785714,2,1,4,0,0,0,0,607
2,0.0125,0.0125,2,0,0,0,0,0,0,608
1,225.0,225.0,0,1,0,0,0,0,0,609
5,0.0125,0.0125,5,0,0,0,0,0,0,610
4,160.0,44.50625,2,1,1,0,0,0,0,611
3,0.0125,0.0125,3,0,0,0,0,0,0,612
3,27.0,16.0,0,2,1,0,0,0,0,613
2,22.5,11.25625,1,0,1,0,0,0,0,614
66,560.0,26.16287879,40,14,12,0,0,0,0,615
3,90.0,59.33333333,0,2,1,0,0,0,0,616
1,0.0125,0.0125,1,0,0,0,0,0,0,617
4,45.0,14.25625,2,1,1,0,0,0,0,618
2,420.0,210.00625,1,1,0,0,0,0,0,619
3,0.0125,0.0125,3,0,0,0,0,0,0,620
1,30.0,30.0,0,1,0,0,0,0,0,621
9,75.0,23.00416667,3,5,1,0,0,0,0,622
6,28.0,4.677083333,5,0,1,0,0,0,0,623
3,0.0125,0.0125,3,0,0,0,0,0,0,624
39,2000.0,66.25,21,8,9,1,0,0,0,625
30,1200.0,252.5195833,7,18,5,0,0,0,0,626
9,36.0,7.322222222,5,1,3,0,0,0,0,627
14,1080.0,113.775,4,10,0,0,0,0,0,628
33,480.0,90.58636364,12,14,7,0,0,0,0,629
5,0.0125,0.0125,5,0,0,0,0,0,0,630
53,1280.0,84.14198113,26,24,2,0,0,1,0,631
21,60.0,5.60952381,15,2,4,0,0,0,0,632
361,24000.0,331.5712604,83,231,41,4,1,0,1,633
4,160.0,42.00625,2,1,1,0,0,0,0,634
8,750.0,127.8765625,1,6,1,0,0,0,0,635
1,600.0,600.0,0,0,0,1,0,0,0,636
2,0.0125,0.0125,2,0,0,0,0,0,0,637
1,0.0125,0.0125,0,0,0,0,0,1,0,638
74,1800.0,150.5415541,34,30,6,3,0,1,0,639
2,0.0125,0.0125,2,0,0,0,0,0,0,640
39,480.0,33.40769231,20,4,14,1,0,0,0,641
13,960.0,155.2365385,6,6,1,0,0,0,0,642
1,0.0125,0.0125,1,0,0,0,0,0,0,643
1,0.0125,0.0125,1,0,0,0,0,0,0,644
1,0.0125,0.0125,1,0,0,0,0,0,0,645
3,24.0,8.3375,1,1,1,0,0,0,0,646
10,6.0,0.88125,5,0,5,0,0,0,0,647
11,480.0,102.5534091,7,4,0,0,0,0,0,648
8,8.0,2.6953125,5,1,2,0,0,0,0,649
1,0.0125,0.0125,1,0,0,0,0,0,0,650
8,240.0,31.596875,4,1,3,0,0,0,0,651
3,22.5,7.508333333,2,1,0,0,0,0,0,652
3,180.0,116.0041667,1,1,1,0,0,0,0,653
21,720.0,44.82547619,14,6,0,1,0,0,0,654
20,800.0,68.031875,12,2,6,0,0,0,0,655
3,0.0125,0.0125,3,0,0,0,0,0,0,656
17,300.0,64.12205882,6,6,5,0,0,0,0,657
51,504.0,65.61446078,27,9,15,0,0,0,0,658
4,67.5,16.884375,3,1,0,0,0,0,0,659
57,450.0,56.65701754,28,9,19,0,0,0,1,660
11,140.0,16.28068182,7,3,1,0,0,0,0,661
26,360.0,17.19182692,18,2,6,0,0,0,0,662
12,160.0,14.175,8,2,2,0,0,0,0,663
6,15.0,4.672916667,3,1,2,0,0,0,0,664
14,18.0,4.099107143,7,3,3,1,0,0,0,665
4,21.0,5.259375,3,0,1,0,0,0,0,666
10,180.0,41.0575,6,3,1,0,0,0,0,667
2,0.0125,0.0125,2,0,0,0,0,0,0,668
2,30.0,15.00625,1,0,1,0,0,0,0,669
11,120.0,21.82613636,6,4,1,0,0,0,0,670
8,48.0,7.009375,6,1,1,0,0,0,0,671
18,36.0,2.821944444,14,1,3,0,0,0,0,672
95,7800.0,503.3947368,32,57,6,0,0,0,0,673
1,1.6,1.6,0,0,1,0,0,0,0,674
4,0.0125,0.0125,4,0,0,0,0,0,0,675
15,600.0,43.81,12,2,1,0,0,0,0,676
9,36.0,4.011111111,8,1,0,0,0,0,0,677
29,3200.0,329.7724138,8,14,5,1,1,0,0,678
16,400.0,39.13046875,7,5,3,0,1,0,0,679
1,0.0125,0.0125,1,0,0,0,0,0,0,680
7,120.0,34.31785714,2,2,2,1,0,0,0,681
96,1680.0,214.2709635,17,71,7,0,0,1,0,682
9,142.5,31.36388889,2,5,1,0,1,0,0,683
9,48.0,7.120833333,7,1,1,0,0,0,0,684
14,96.0,15.00803571,9,2,3,0,0,0,0,685
23,600.0,74.13913043,16,7,0,0,0,0,0,686
26,5760.0,278.6423077,16,7,3,0,0,0,0,687
13,240.0,41.73211538,7,2,3,1,0,0,0,688
7,288.0,61.3625,3,3,1,0,0,0,0,689
2,0.0125,0.0125,2,0,0,0,0,0,0,690
4,0.0125,0.0125,4,0,0,0,0,0,0,691
14,150.0,15.47857143,8,2,4,0,0,0,0,692
5,192.0,85.2025,1,3,1,0,0,0,0,693
6,37.5,7.008333333,4,1,1,0,0,0,0,694
2,600.0,381.0,0,2,0,0,0,0,0,695
1,12.0,12.0,0,1,0,0,0,0,0,696
17,25.0,3.333088235,13,0,4,0,0,0,0,697
3,360.0,135.9166667,0,2,0,0,1,0,0,698
7,120.0,28.57678571,3,3,1,0,0,0,0,699
1,0.2,0.2,0,0,1,0,0,0,0,700
5,48.0,10.5075,3,2,0,0,0,0,0,701
1,0.0125,0.0125,1,0,0,0,0,0,0,702
4,224.0,71.00625,2,2,0,0,0,0,0,703
9,72.0,15.23055556,6,0,1,0,2,0,0,704
9,600.0,152.5055556,4,5,0,0,0,0,0,705
20,450.0,114.49875,6,12,2,0,0,0,0,706
9,60.0,17.49888889,4,3,2,0,0,0,0,707
5,0.0125,0.0125,5,0,0,0,0,0,0,708
13,120.0,10.47211538,11,2,0,0,0,0,0,709
6,18.0,3.010416667,5,1,0,0,0,0,0,710
7,144.0,34.86607143,5,2,0,0,0,0,0,711
3,200.0,66.675,2,1,0,0,0,0,0,712
12,480.0,126.3364583,3,9,0,0,0,0,0,713
7,60.0,12.00892857,5,2,0,0,0,0,0,714
65,144.0,9.438076923,47,11,6,1,0,0,0,715
16,360.0,26.32734375,11,2,3,0,0,0,0,716
44,1000.0,47.31306818,22,14,7,0,0,0,1,717
2,27.0,13.50625,1,0,1,0,0,0,0,718
15,60.0,8.276666667,11,2,2,0,0,0,0,719
14,896.0,107.5053571,6,8,0,0,0,0,0,720
14,4.0,0.475,12,0,2,0,0,0,0,721
16,1920.0,128.0046875,6,4,6,0,0,0,0,722
7,32.0,4.582142857,6,0,1,0,0,0,0,723
17,105.6,12.04411765,12,2,3,0,0,0,0,724
10,96.0,10.00375,7,1,2,0,0,0,0,725
33,1600.0,265.5496212,11,19,3,0,0,0,0,726
55,120.0,7.393409091,37,9,8,1,0,0,0,727
3,12.0,4.008333333,2,0,1,0,0,0,0,728
2,120.0,75.0,0,1,1,0,0,0,0,729
15,18.0,2.410833333,13,2,0,0,0,0,0,730
1,1.5,1.5,0,0,1,0,0,0,0,731
11,640.0,58.19318182,10,1,0,0,0,0,0,732
10,360.0,45.01,8,1,0,0,0,1,0,733
47,1200.0,143.1117021,8,35,3,0,1,0,0,734
14,96.0,29.38125,7,4,3,0,0,0,0,735
2,0.0125,0.0125,2,0,0,0,0,0,0,736
11,72.0,9.317045455,7,2,2,0,0,0,0,737
15,140.0,10.14416667,13,1,1,0,0,0,0,738
13,45.0,6.643269231,9,2,2,0,0,0,0,739
3,0.0125,0.0125,3,0,0,0,0,0,0,740
42,864.0,91.73065476,15,18,9,0,0,0,0,741
12,16.0,1.60625,10,1,1,0,0,0,0,742
10,27.0,5.6075,6,1,3,0,0,0,0,743
24,160.0,26.77864583,15,7,1,1,0,0,0,744
1,0.0125,0.0125,1,0,0,0,0,0,0,745
12,140.0,24.95208333,6,4,2,0,0,0,0,746
1,0.0125,0.0125,1,0,0,0,0,0,0,747
7,240.0,36.00892857,5,1,1,0,0,0,0,748
53,1440.0,129.4790094,11,33,8,0,0,1,0,749
30,1000.0,102.97125,11,12,6,1,0,0,0,750
3,64.0,31.3375,1,2,0,0,0,0,0,751
1,0.0125,0.0125,1,0,0,0,0,0,0,752
127,3000.0,101.7108268,62,36,28,1,0,0,0,753
31,360.0,74.02217742,15,16,0,0,0,0,0,754
18,48.0,5.68125,12,4,2,0,0,0,0,755
5,64.0,12.81,4,1,0,0,0,0,0,756
26,240.0,24.73846154,15,6,4,1,0,0,0,757
3,160.0,58.86666667,0,1,1,1,0,0,0,758
14,480.0,80.50535714,6,4,4,0,0,0,0,759
3,1440.0,640.0041667,1,2,0,0,0,0,0,760
5,90.0,18.6075,3,2,0,0,0,0,0,761
21,801.5,59.71964286,9,6,6,0,0,0,0,762
2,0.0125,0.0125,2,0,0,0,0,0,0,763
2,96.0,55.5,0,2,0,0,0,0,0,764
13,180.0,17.25865385,9,1,2,1,0,0,0,765
66,160.0,7.489772727,50,11,5,0,0,0,0,766
1,180.0,180.0,0,0,1,0,0,0,0,767
5,0.0125,0.0125,5,0,0,0,0,0,0,768
38,192.0,19.31677632,19,7,12,0,0,0,0,769
6,20.0,5.341666667,4,0,2,0,0,0,0,770
13,6.0,1.231730769,9,1,3,0,0,0,0,771
11,240.0,41.46022727,5,2,4,0,0,0,0,772
28,1500.0,93.36339286,14,13,0,1,0,0,0,773
31,600.0,38.95201613,17,8,6,0,0,0,0,774
26,108.0,11.98846154,16,7,3,0,0,0,0,775
37,150.0,18.69932432,20,5,11,1,0,0,0,776
18,3600.0,273.0597222,6,6,4,1,0,1,0,777
1,0.0125,0.0125,1,0,0,0,0,0,0,778
2,0.0125,0.0125,2,0,0,0,0,0,0,779
4,360.0,95.003125,1,2,1,0,0,0,0,780
39,400.0,32.0599359,27,7,4,0,0,1,0,781
5,0.0125,0.0125,5,0,0,0,0,0,0,782
7,320.0,45.725,6,1,0,0,0,0,0,783
1,15.0,15.0,0,0,1,0,0,0,0,784
5,90.0,18.01,4,0,1,0,0,0,0,785
1,0.0125,0.0125,1,0,0,0,0,0,0,786
2,120.0,60.00625,1,0,1,0,0,0,0,787
3,0.0125,0.0125,3,0,0,0,0,0,0,788
46,3200.0,125.8209239,20,18,3,1,4,0,0,789
8,18.0,4.81875,4,2,2,0,0,0,0,790
23,60.0,9.155978261,11,7,4,0,0,1,0,791
18,750.0,126.4493056,7,5,6,0,0,0,0,792
117,200.0,12.93301282,65,18,33,1,0,0,0,793
5,360.0,100.005,2,2,0,1,0,0,0,794
1,6.75,6.75,0,0,1,0,0,0,0,795
8,75.0,26.878125,2,1,4,1,0,0,0,796
8,32.0,4.071875,6,1,1,0,0,0,0,797
29,240.0,65.27974138,9,15,3,1,1,0,0,798
1,15.0,15.0,0,1,0,0,0,0,0,799
6,9.0,2.75625,3,2,1,0,0,0,0,800
127,1600.0,73.77470472,84,37,6,0,0,0,0,801
56,180.0,21.51808036,29,18,8,1,0,0,0,802
68,750.0,75.96011029,31,35,2,0,0,0,0,803
4,37.5,9.384375,3,1,0,0,0,0,0,804
76,180.0,14.43569079,41,10,24,0,1,0,0,805
9,9.0,1.676388889,7,2,0,0,0,0,0,806
107,150.0,12.01600467,81,10,15,0,1,0,0,807
33,420.0,51.81590909,17,9,5,2,0,0,0,808
71,2100.0,97.95897887,27,40,3,1,0,0,0,809
15,2250.0,159.0766667,12,2,0,1,0,0,0,810
2,27.0,13.50625,1,1,0,0,0,0,0,811
15,45.0,6.61,12,1,2,0,0,0,0,812
42,240.0,51.09946429,9,27,5,1,0,0,0,813
10,16.0,2.9325,6,1,2,1,0,0,0,814
6,60.0,10.01041667,5,1,0,0,0,0,0,815
5,0.0125,0.0125,5,0,0,0,0,0,0,816
37,500.0,96.90405405,12,17,7,1,0,0,0,817
16,160.0,28.81796875,7,5,4,0,0,0,0,818
1,0.0125,0.0125,1,0,0,0,0,0,0,819
8,80.0,11.0703125,5,1,1,1,0,0,0,820
14,540.0,126.5732143,2,5,7,0,0,0,0,821
3,0.0125,0.0125,3,0,0,0,0,0,0,822
12,30.0,6.342708333,9,2,1,0,0,0,0,823
3,0.0125,0.0125,3,0,0,0,0,0,0,824
1,0.0125,0.0125,1,0,0,0,0,0,0,825
17,90.0,9.55,10,3,4,0,0,0,0,826
3,0.0125,0.0125,3,0,0,0,0,0,0,827
10,120.0,43.3525,2,6,2,0,0,0,0,828
13,140.0,27.19807692,6,3,4,0,0,0,0,829
12,6.0,0.511458333,11,0,1,0,0,0,0,830
50,9000.0,247.43625,25,19,6,0,0,0,0,831
405,2400.0,128.7085123,83,288,30,3,1,0,0,832
40,240.0,28.14625,16,10,14,0,0,0,0,833
49,144.0,10.12423469,31,9,9,0,0,0,0,834
7,360.0,157.4321429,2,2,3,0,0,0,0,835
25,120.0,16.928,16,4,4,1,0,0,0,836
3,3.0,1.008333333,2,0,1,0,0,0,0,837
38,300.0,36.12631579,16,14,5,3,0,0,0,838
21,120.0,13.97202381,9,3,8,1,0,0,0,839
3,800.0,476.6708333,1,2,0,0,0,0,0,840
8,300.0,41.259375,6,2,0,0,0,0,0,841
28,180.0,26.61383929,15,5,5,2,1,0,0,842
8,0.45,0.0671875,7,1,0,0,0,0,0,843
34,200.0,25.79882353,12,11,7,3,1,0,0,844
12,67.5,13.28854167,5,1,4,2,0,0,0,845
17,360.0,44.91985294,11,3,3,0,0,0,0,846
15,160.0,29.27333333,8,6,1,0,0,0,0,847
31,4800.0,201.9419355,16,9,6,0,0,0,0,848
9,800.0,91.56527778,7,2,0,0,0,0,0,849
68,540.0,61.08639706,30,22,14,0,1,0,1,850
16,600.0,110.7570313,9,7,0,0,0,0,0,851
13,40.0,9.352884615,7,2,4,0,0,0,0,852
16,1000.0,108.7148438,3,8,4,0,1,0,0,853
209,128.0,5.349976077,145,25,38,1,0,0,0,854
15,108.0,17.60833333,10,3,2,0,0,0,0,855
17,216.0,45.53529412,8,8,1,0,0,0,0,856
12,100.0,14.003125,7,3,2,0,0,0,0,857
21,180.0,12.62797619,15,3,3,0,0,0,0,858
5,9.0,1.9075,3,1,1,0,0,0,0,859
6,120.0,31.29583333,2,2,2,0,0,0,0,860
1,0.0125,0.0125,1,0,0,0,0,0,0,861
2,48.0,24.00625,1,1,0,0,0,0,0,862
2,60.0,30.00625,1,1,0,0,0,0,0,863
17,360.0,50.59264706,6,8,3,0,0,0,0,864
7,375.0,108.4357143,4,1,2,0,0,0,0,865
4,2000.0,502.253125,1,2,1,0,0,0,0,866
90,1200.0,102.1234722,17,46,26,0,1,0,0,867
21,9600.0,511.2244048,5,6,7,3,0,0,0,868
12,36.0,6.759375,9,2,1,0,0,0,0,869
30,300.0,44.77875,5,13,12,0,0,0,0,870
5,36.0,7.21,4,1,0,0,0,0,0,871
13,7200.0,1019.083654,7,3,3,0,0,0,0,872
2,15.0,15.0,0,2,0,0,0,0,0,873
35,400.0,23.46392857,19,7,8,0,0,1,0,874
2,18.0,9.00625,1,1,0,0,0,0,0,875
25,490.0,27.639,18,4,2,1,0,0,0,876
6,18.0,3.010416667,5,1,0,0,0,0,0,877
16,12.0,2.4015625,6,0,10,0,0,0,0,878
17,120.0,10.07691176,12,3,2,0,0,0,0,879
114,144000.0,1303.301886,55,46,10,2,0,1,0,880
11,64.0,5.829545455,10,0,1,0,0,0,0,881
159,6000.0,103.2770912,43,87,27,2,0,0,0,882
7,160.0,27.15,4,1,2,0,0,0,0,883
144,900.0,17.09194444,80,22,36,6,0,0,0,884
7,0.0125,0.0125,7,0,0,0,0,0,0,885
2,31.5,24.75,0,2,0,0,0,0,0,886
34,72.0,11.43897059,14,5,12,2,0,1,0,887
29,48.0,9.925,10,6,12,1,0,0,0,888
78,640.0,31.3099359,42,20,14,1,0,1,0,889
8,30.0,7.6328125,5,2,1,0,0,0,0,890
11,75.0,12.28181818,7,3,1,0,0,0,0,891
701,1440.0,15.47517118,369,120,206,5,1,0,0,892
22,1200.0,84.75738636,13,7,2,0,0,0,0,893
58,6750.0,140.5784483,35,15,8,0,0,0,0,894
12,192.0,28.63229167,7,3,1,1,0,0,0,895
1,0.0125,0.0125,1,0,0,0,0,0,0,896
14,288.0,37.93660714,9,3,2,0,0,0,0,897
35,240.0,23.22321429,21,8,6,0,0,0,0,898
9,72.0,12.00833333,6,1,2,0,0,0,0,899
109,240.0,20.50584862,56,41,12,0,0,0,0,900
13,45.0,16.34903846,3,4,6,0,0,0,0,901
28,320.0,30.11473214,17,9,2,0,0,0,0,902
10,802.0,82.30875,7,2,1,0,0,0,0,903
63,1344.0,86.44384921,17,35,11,0,0,0,0,904
3,0.0125,0.0125,3,0,0,0,0,0,0,905
4,0.0125,0.0125,4,0,0,0,0,0,0,906
92,1350.0,50.52567935,54,19,18,0,1,0,0,907
36,135.0,19.21006944,17,5,14,0,0,0,0,908
3,0.0125,0.0125,3,0,0,0,0,0,0,909
26,216.0,53.66153846,8,15,2,1,0,0,0,910
13,150.0,13.39423077,10,1,2,0,0,0,0,911
60,630.0,46.80875,34,18,8,0,0,0,0,912
1,0.0125,0.0125,1,0,0,0,0,0,0,913
10,96.0,22.20625,5,4,1,0,0,0,0,914
62,1500.0,60.80383065,31,23,8,0,0,0,0,915
21,900.0,108.0529762,9,7,5,0,0,0,0,916
9,84.0,19.95,4,1,4,0,0,0,0,917
16,25.0,4.13203125,9,1,6,0,0,0,0,918
32,12000.0,397.3394531,21,9,1,0,1,0,0,919
97,2400.0,128.7400773,26,53,8,6,4,0,0,920
12,120.0,26.00833333,8,4,0,0,0,0,0,921
15,45.0,8.0425,11,3,1,0,0,0,0,922
9,300.0,36.34305556,7,2,0,0,0,0,0,923
11,40.0,4.872727273,8,0,3,0,0,0,0,924
10,48.0,4.81125,9,1,0,0,0,0,0,925
3,24.0,8.008333333,1,0,1,0,1,0,0,926
57,300.0,38.28135965,32,17,4,2,1,1,0,927
12,450.0,41.48958333,6,3,3,0,0,0,0,928
188,150.0,8.109787234,111,18,55,2,1,1,0,929
118,160.0,10.49650424,71,20,27,0,0,0,0,930
2,22.5,15.75,0,1,0,1,0,0,0,931
198,240.0,10.01578283,118,27,51,1,1,0,0,932
1,64.0,64.0,0,0,0,0,1,0,0,933
155,126.5,8.621532258,85,19,50,1,0,0,0,934
171,240.0,12.13260234,89,20,62,0,0,0,0,935
10,120.0,24.235,4,1,5,0,0,0,0,936
19,288.0,16.50986842,15,0,4,0,0,0,0,937
7,75.0,25.57678571,3,3,0,1,0,0,0,938
2,0.0125,0.0125,2,0,0,0,0,0,0,939
19,450.0,71.03289474,10,8,1,0,0,0,0,940
13,0.0125,0.0125,13,0,0,0,0,0,0,941
41,240.0,17.70689024,21,4,16,0,0,0,0,942
21,400.0,74.62797619,7,11,3,0,0,0,0,943
13,80.0,8.891346154,7,2,4,0,0,0,0,944
9,11.25,2.259722222,7,2,0,0,0,0,0,945
4,0.0125,0.0125,4,0,0,0,0,0,0,946
265,180.0,7.711650943,135,34,89,4,2,1,0,947
66,180.0,27.68522727,18,22,26,0,0,0,0,948
2,0.0125,0.0125,2,0,0,0,0,0,0,949
60,40.0,7.535291667,27,10,21,2,0,0,0,950
32,480.0,21.17265625,18,5,9,0,0,0,0,951
24,432.0,58.53854167,14,8,2,0,0,0,0,952
1,0.0125,0.0125,1,0,0,0,0,0,0,953
4,72.0,22.00625,2,1,1,0,0,0,0,954
4,2.0,0.509375,3,0,1,0,0,0,0,955
25,48.0,8.455,10,2,13,0,0,0,0,956
8,32.0,5.509375,6,1,1,0,0,0,0,957
11,24.0,3.190909091,9,2,0,0,0,0,0,958
13,360.0,71.31346154,6,5,2,0,0,0,0,959
6,0.0125,0.0125,6,0,0,0,0,0,0,960
25,100.0,27.6655,11,8,6,0,0,0,0,961
8,1000.0,131.3796875,3,2,2,0,1,0,0,962
17,840.0,186.4139706,3,14,0,0,0,0,0,963
15,384.0,41.07416667,9,5,1,0,0,0,0,964
32,360.0,17.91640625,26,5,1,0,0,0,0,965
94,360.0,44.79375,29,44,18,0,1,2,0,966
64,72.0,8.461914063,35,12,13,4,0,0,0,967
9,60.0,6.677777778,8,1,0,0,0,0,0,968
5,72.0,21.365,2,1,2,0,0,0,0,969
1,1000.0,1000.0,0,1,0,0,0,0,0,970
27,360.0,19.19768519,19,3,5,0,0,0,0,971
10,90.0,16.17625,5,2,3,0,0,0,0,972
22,36.0,5.776704545,11,3,7,1,0,0,0,973
63,200.0,21.44813492,35,13,14,1,0,0,0,974
2,0.0125,0.0125,2,0,0,0,0,0,0,975
14,96.0,8.582142857,12,2,0,0,0,0,0,976
2,50.0,25.00625,1,1,0,0,0,0,0,977
2,360.0,180.00625,1,1,0,0,0,0,0,978
9,54.0,6.011111111,8,1,0,0,0,0,0,979
10,120.0,12.01125,9,1,0,0,0,0,0,980
22,100.0,11.23409091,12,4,4,2,0,0,0,981
20,135.0,23.8325,12,4,4,0,0,0,0,982
93,900.0,58.50717742,43,27,19,3,1,0,0,983
268,1575.0,107.2870336,101,145,22,0,0,0,0,984
26,63.0,7.961057692,19,6,1,0,0,0,0,985
49,720.0,39.21352041,33,12,4,0,0,0,0,986
29,140.0,19.69353448,17,6,6,0,0,0,0,987
55,2400.0,104.4104545,26,15,13,0,0,1,0,988
17,975.0,80.41985294,11,2,4,0,0,0,0,989
19,90.0,6.878289474,15,3,1,0,0,0,0,990
42,360.0,29.34166667,27,8,7,0,0,0,0,991
14,450.0,57.4,8,2,4,0,0,0,0,992
139,4000.0,76.48381295,48,49,40,1,0,1,0,993
13,800.0,130.3144231,7,5,1,0,0,0,0,994
7,192.0,51.21785714,2,3,2,0,0,0,0,995
120,210.0,10.2771875,80,18,21,0,1,0,0,996
8,600.0,75.384375,6,1,1,0,0,0,0,997
19,80.0,15.14013158,5,6,8,0,0,0,0,998
43,648.0,36.57151163,20,15,7,1,0,0,0,999
21,24.0,3.89047619,16,1,4,0,0,0,0,1000
