name,resili_a,resili_b,resili_c,resili_d,resili_e,suscep_a,suscep_b,suscep_c,suscep_d,suscep_e,exposi,resili,suscep,vulnera,exposi_a,exposi_b,exposi_c,exposi_d,id
SAN JERONIMO ACULCO,0.044211416265302,0.388007334961916,0.85609,0.092099648891876,0.56436919446947,0.9045,0.0,0.0,0.022509371319974,0.0777,0.365,0.453,0.201,0.318,0.388,0.0,0.922,0.094,1
JARDINES DEL PEDREGAL,0.044211416265302,0.388007334961916,0.85609,0.092099648891876,0.56436919446947,0.9045,0.0,0.0,0.022509371319974,0.0777,0.443,0.453,0.201,0.378,0.388,0.0,0.922,0.396,2
SAN JERONIMO LIDICE,0.044211416265302,0.388007334961916,0.85609,0.092099648891876,0.56436919446947,0.9045,0.0,0.0,0.022509371319974,0.0777,0.423,0.453,0.201,0.362,0.388,0.0,0.922,0.317,3
BARROS SIERRA,0.030521284361378,0.428338819154503,0.74323,0.092099648891876,0.569496578356928,0.857,0.772945391498271,0.0,0.0,0.0299,0.316,0.446,0.332,0.416,0.428,0.0,0.016,0.773,4
LAS PALMAS,0.030521284361378,0.428338819154503,0.74323,0.092099648891876,0.569496578356928,0.857,0.772945391498271,0.0,0.0,0.0299,0.316,0.446,0.332,0.416,0.428,0.0,0.016,0.773,5
LOMAS QUEBRADAS,0.030521284361378,0.428338819154503,0.74323,0.092099648891876,0.569496578356928,0.857,0.772945391498271,0.0,0.0,0.0299,0.316,0.446,0.332,0.416,0.428,0.0,0.016,0.773,6
LOS PADRES,0.030521284361378,0.428338819154503,0.74323,0.092099648891876,0.569496578356928,0.857,0.772945391498271,0.0,0.0,0.0299,0.316,0.446,0.332,0.416,0.428,0.0,0.016,0.773,7
CUAUHTEMOC,0.030521284361378,0.428338819154503,0.74323,0.092099648891876,0.569496578356928,0.857,0.772945391498271,0.0,0.0,0.0299,0.316,0.446,0.332,0.416,0.428,0.0,0.016,0.773,8
SAN FRANCISCO,0.056719387073838,0.423702957660233,0.78233,0.092099648891876,0.569495973623624,0.857,0.126853478329252,0.0,0.002600806807051,0.064,0.147,0.455,0.21,0.156,0.424,0.0,0.016,0.127,9
EL ROSAL,0.024962986080609,0.39204607659701,0.74804,0.092099648891876,0.569496578356928,0.857,1.000000000000004,0.0,0.0,0.054,0.367,0.432,0.382,0.52,0.392,0.0,0.016,1.0,10
EL TORO,0.043179788483277,0.400787611113221,0.76789,0.092099648891876,0.569496578356928,0.857,0.912179553398442,0.0,0.003289304930804,0.062,0.346,0.441,0.367,0.48,0.401,0.0,0.016,0.912,11
PUEBLO NUEVO BAJO,0.043179788483277,0.400787611113221,0.76789,0.092099648891876,0.569496578356928,0.857,0.912179553398442,0.0,0.003289304930804,0.062,0.346,0.441,0.367,0.48,0.401,0.0,0.016,0.912,12
LA CRUZ,0.046160370830607,0.391023455015714,0.84836,0.092099648891876,0.569496578356928,0.857,0.999999999999968,0.0,9.388036291e-06,0.0906,0.602,0.454,0.39,0.686,0.391,0.0,0.922,1.0,13
BARRIO BARRANCA SECA,0.046160370830607,0.391023455015714,0.84836,0.092099648891876,0.569496578356928,0.857,0.999999999999968,0.0,9.388036291e-06,0.0906,0.602,0.454,0.39,0.686,0.391,0.0,0.922,1.0,14
HEROES DE PADIERNA,0.059356548129813,0.389999519112728,0.79854,0.092099648891876,0.569496578356928,0.857,0.575175675490778,0.0,0.010461370766555,0.0612,0.255,0.445,0.301,0.34,0.39,0.0,0.016,0.575,15
FUENTES DEL PEDREGAL,0.05654439271317,0.365455040634547,0.83916,0.092099648891876,0.569496578356928,0.90067,0.001318326773097,0.0,0.019473477515342,0.1251,0.335,0.443,0.209,0.312,0.365,0.0,0.922,0.001,16
RESIDENCIAL SANTA TERESA,0.05654439271317,0.365455040634547,0.83916,0.092099648891876,0.569496578356928,0.90067,0.001318326773097,0.0,0.019473477515342,0.1251,0.335,0.443,0.209,0.312,0.365,0.0,0.922,0.001,17
SANTA TERESA,0.05654439271317,0.365455040634547,0.83916,0.092099648891876,0.569496578356928,0.90067,0.001318326773097,0.0,0.019473477515342,0.1251,0.335,0.443,0.209,0.312,0.365,0.0,0.922,0.001,18
PEDREGAL DEL LAGO,0.05654439271317,0.365455040634547,0.83916,0.092099648891876,0.569496578356928,0.90067,0.001318326773097,0.0,0.019473477515342,0.1251,0.335,0.443,0.209,0.312,0.365,0.0,0.922,0.001,19
POTRERILLO,0.014296357978543,0.374232790522618,0.71421,0.092099648891876,0.569496578356928,0.857,0.999999999999993,0.0,0.000573500616805,0.0314,0.361,0.417,0.378,0.528,0.374,0.0,0.016,1.0,20
PUEBLO NUEVO ALTO,0.014296357978543,0.374232790522618,0.71421,0.092099648891876,0.569496578356928,0.857,0.999999999999993,0.0,0.000573500616805,0.0314,0.361,0.417,0.378,0.528,0.374,0.0,0.016,1.0,21
PUEBLO LA MAGDALENA CONTRERAS,0.067583085851221,0.377737219664261,0.80204,0.092099648891876,0.569496578356928,0.857,0.982474322597578,0.0,0.01490864011907,0.0816,0.358,0.441,0.387,0.51,0.378,0.0,0.016,0.982,22
LA CARBONERA,0.067583085851221,0.377737219664261,0.80204,0.092099648891876,0.569496578356928,0.857,0.982474322597578,0.0,0.01490864011907,0.0816,0.358,0.441,0.387,0.51,0.378,0.0,0.016,0.982,23
LA CONCEPCION,0.05133727559574,0.362121427267096,0.80201,0.092099648891876,0.569496578356928,0.857,0.218117596367102,0.0,0.000106354867827,0.0889,0.39,0.433,0.233,0.388,0.362,0.0,0.922,0.218,24
PUEBLO SAN NICOLAS TOTOLAPAN,0.05133727559574,0.362121427267096,0.80201,0.092099648891876,0.569496578356928,0.857,0.218117596367102,0.0,0.000106354867827,0.0889,0.39,0.433,0.233,0.388,0.362,0.0,0.922,0.218,25
GUADALUPE,0.037458927949929,0.369413012911121,0.78978,0.092099648891876,0.569496578356928,0.857,1.000000000000029,0.0,5.226348451e-05,0.0749,0.595,0.433,0.386,0.7,0.369,0.0,0.922,1.0,26
PEDREGAL 2,0.020878457008174,0.362574513383698,0.7603,0.092099648891876,0.569496578356928,0.875,0.964118396906589,0.0,0.000965881885109,0.0691,0.585,0.422,0.382,0.698,0.363,0.0,0.922,0.964,27
BARRIO PLAZUELA DEL PEDREGAL,0.020878457008174,0.362574513383698,0.7603,0.092099648891876,0.569496578356928,0.875,0.964118396906589,0.0,0.000965881885109,0.0691,0.585,0.422,0.382,0.698,0.363,0.0,0.922,0.964,28
PEDREGAL DE SAN NICOLAS 1A SECCION,0.119353132104147,0.328353755154533,0.75355,0.092099648891876,0.569496578356928,0.875,0.753711452496367,0.0,0.009400863321953,0.0798,0.521,0.417,0.344,0.616,0.328,0.0,0.922,0.754,29
LAS HUERTAS,0.119353132104147,0.328353755154533,0.75355,0.092099648891876,0.569496578356928,0.875,0.753711452496367,0.0,0.009400863321953,0.0798,0.521,0.417,0.344,0.616,0.328,0.0,0.922,0.754,30
LAS CALLES,0.059027768807889,0.344919896860352,0.76615,0.092099648891876,0.569496578356928,0.875,0.972902659303127,0.338,0.013422205419836,0.0764,0.582,0.42,0.455,0.772,0.345,0.0,0.922,0.973,31
LOMAS DE SAN BERNABE,0.071362539171836,0.427558026221818,0.65376,0.092099648891876,0.580558271271271,0.9045,1.000000000000004,0.0,4.7781693391e-05,0.0713,0.376,0.434,0.395,0.538,0.428,0.0,0.016,1.0,32
VISTA HERMOSA,0.071362539171836,0.427558026221818,0.65376,0.092099648891876,0.580558271271271,0.9045,1.000000000000004,0.0,4.7781693391e-05,0.0713,0.376,0.434,0.395,0.538,0.428,0.0,0.016,1.0,33
LOMAS DE LOS CEDROS,0.071362539171836,0.427558026221818,0.65376,0.092099648891876,0.580558271271271,0.9045,1.000000000000004,0.0,4.7781693391e-05,0.0713,0.376,0.434,0.395,0.538,0.428,0.0,0.016,1.0,34
LOMAS DE LA HERA,0.071362539171836,0.427558026221818,0.65376,0.092099648891876,0.580558271271271,0.9045,1.000000000000004,0.0,4.7781693391e-05,0.0713,0.376,0.434,0.395,0.538,0.428,0.0,0.016,1.0,35
PUEBLO SAN BERNABE OCOTEPEC,0.071362539171836,0.427558026221818,0.65376,0.092099648891876,0.580558271271271,0.9045,1.000000000000004,0.0,4.7781693391e-05,0.0713,0.376,0.434,0.395,0.538,0.428,0.0,0.016,1.0,36
LAS CRUCES,0.071362539171836,0.427558026221818,0.65376,0.092099648891876,0.580558271271271,0.9045,1.000000000000004,0.0,4.7781693391e-05,0.0713,0.376,0.434,0.395,0.538,0.428,0.0,0.016,1.0,37
HUAYATLA,0.071362539171836,0.427558026221818,0.65376,0.092099648891876,0.580558271271271,0.9045,1.000000000000004,0.0,4.7781693391e-05,0.0713,0.376,0.434,0.395,0.538,0.428,0.0,0.016,1.0,38
RINCON DE TLACUILOTITLA,0.065050140720012,0.353591420960123,0.71357,0.092099648891876,0.575418541784642,0.857,0.99697344165284,0.0,0.0,0.0555,0.355,0.415,0.382,0.528,0.354,0.0,0.016,0.997,39
OCOTAL,0.065050140720012,0.353591420960123,0.71357,0.092099648891876,0.575418541784642,0.857,0.99697344165284,0.0,0.0,0.0555,0.355,0.415,0.382,0.528,0.354,0.0,0.016,0.997,40
HUEYOTLA,0.065050140720012,0.353591420960123,0.71357,0.092099648891876,0.575418541784642,0.857,0.99697344165284,0.0,0.0,0.0555,0.355,0.415,0.382,0.528,0.354,0.0,0.016,0.997,41
EL ERMITAÑO,0.065050140720012,0.353591420960123,0.71357,0.092099648891876,0.575418541784642,0.857,0.99697344165284,0.0,0.0,0.0555,0.355,0.415,0.382,0.528,0.354,0.0,0.016,0.997,42
PARAJE DEL CABALLITO,0.054583234375172,0.341646071851866,0.65787,0.092099648891876,0.60366139504147,0.9045,0.999999999999999,0.0,4.082208618e-06,0.0707,0.354,0.404,0.395,0.552,0.342,0.0,0.016,1.0,43
PEDREGAL DE SAN NICOLAS 2DA SECC,0.123509929140227,0.304895037138011,0.64303,0.092099648891876,0.569496578356928,0.875,0.999952704622717,0.0,0.008022211726687,0.1952,0.579,0.386,0.416,0.764,0.305,0.0,0.922,1.0,44
PEDREGAL DE SAN NICOLAS 3RA SECC,0.123509929140227,0.304895037138011,0.64303,0.092099648891876,0.569496578356928,0.875,0.999952704622717,0.0,0.008022211726687,0.1952,0.579,0.386,0.416,0.764,0.305,0.0,0.922,1.0,45
BOSQUES DEL PEDREGAL,0.091545508862595,0.215823766619453,0.52149,0.593687576235249,0.569496578356928,0.875,0.867520433229338,0.0,0.0,0.8994,0.521,0.373,0.528,0.844,0.216,0.0,0.922,0.868,46
EL ZACATON,0.091545508862595,0.215823766619453,0.52149,0.593687576235249,0.569496578356928,0.875,0.867520433229338,0.0,0.0,0.8994,0.521,0.373,0.528,0.844,0.216,0.0,0.922,0.868,47
CHICHICASPATL,0.091545508862595,0.215823766619453,0.52149,0.593687576235249,0.569496578356928,0.875,0.867520433229338,0.0,0.0,0.8994,0.521,0.373,0.528,0.844,0.216,0.0,0.922,0.868,48
EL TANQUE,0.036508228505664,0.468568450697086,0.62849,0.593687576235249,0.552907607264407,0.9045,1.000000000000036,0.0,1.2484214201e-05,0.0494,0.386,0.487,0.391,0.488,0.469,0.0,0.016,1.0,49
CERRO DEL JUDIO,0.076623504331581,0.460914110006198,0.6281,0.593687576235249,0.55498261487559,0.9045,0.971234845594541,0.0,6.0748197441e-05,0.0758,0.377,0.488,0.39,0.48,0.461,0.001,0.016,0.971,50
TORRES DE POTRERO,0.076623504331581,0.460914110006198,0.6281,0.593687576235249,0.55498261487559,0.9045,0.971234845594541,0.0,6.0748197441e-05,0.0758,0.377,0.488,0.39,0.48,0.461,0.001,0.016,0.971,51
ATACAXCO,0.076623504331581,0.460914110006198,0.6281,0.593687576235249,0.55498261487559,0.9045,0.971234845594541,0.0,6.0748197441e-05,0.0758,0.377,0.488,0.39,0.48,0.461,0.001,0.016,0.971,52
TIERRA UNIDA,0.034730959972883,0.298345403706667,0.63704,0.593687576235249,0.60366139504147,0.9045,0.991658263668211,0.0,0.0,0.0581,0.342,0.43,0.391,0.512,0.298,0.005,0.016,0.992,53
BARRIO LOS ANGELES,0.102325010425748,0.008006581738347,0.0,0.593687576235249,0.659573340730016,0.915,0.001934275309811,0.0,0.0,0.1255,0.137,0.205,0.208,0.396,0.008,0.0,0.514,0.002,54
BARRIO LA LUZ,0.102325010425748,0.008006581738347,0.0,0.593687576235249,0.659573340730016,0.915,0.001934275309811,0.0,0.0,0.1255,0.137,0.205,0.208,0.396,0.008,0.0,0.514,0.002,55
BARRIO SANTA CRUZ,0.102325010425748,0.008006581738347,0.0,0.593687576235249,0.659573340730016,0.915,0.001934275309811,0.0,0.0,0.1255,0.137,0.205,0.208,0.396,0.008,0.0,0.514,0.002,56
BARRIO AMPL SANTA MARTHA,0.102325010425748,0.008006581738347,0.0,0.593687576235249,0.659573340730016,0.915,0.001934275309811,0.0,0.0,0.1255,0.137,0.205,0.208,0.396,0.008,0.0,0.514,0.002,57
BARRIO LA CONCEPCION,0.102325010425748,0.008006581738347,0.0,0.593687576235249,0.659573340730016,0.915,0.001934275309811,0.0,0.0,0.1255,0.137,0.205,0.208,0.396,0.008,0.0,0.514,0.002,58
CENTRO MILPA ALTA,0.102325010425748,0.008006581738347,0.0,0.593687576235249,0.659573340730016,0.915,0.001934275309811,0.0,0.0,0.1255,0.137,0.205,0.208,0.396,0.008,0.0,0.514,0.002,59
BARRIO SAN MATEO,0.102325010425748,0.008006581738347,0.0,0.593687576235249,0.659573340730016,0.915,0.001934275309811,0.0,0.0,0.1255,0.137,0.205,0.208,0.396,0.008,0.0,0.514,0.002,60
BARRIO SANTA MARTHA,0.102325010425748,0.008006581738347,0.0,0.593687576235249,0.659573340730016,0.915,0.001934275309811,0.0,0.0,0.1255,0.137,0.205,0.208,0.396,0.008,0.0,0.514,0.002,61
BARRIO NUCHTLA,0.134051334347583,0.009838425877703,0.59649,0.593687576235249,0.755012155248105,0.915,0.000521719284538,0.0,0.0,0.1549,0.137,0.347,0.214,0.26,0.01,0.0,0.514,0.001,62
SAN LORENZO TLACOYUCAN,0.126660876847524,0.008261920317481,0.54513,0.593687576235249,0.764616701018876,0.915,0.687188419884804,0.0,0.0,0.1724,0.315,0.337,0.355,0.548,0.008,0.0,0.514,0.687,63
BARRIO SAN AGUSTIN,0.054536592002144,0.00786367190424,0.55762,0.593687576235249,0.772163762058487,0.915,0.000233216631617,0.0,0.0,0.1298,0.26,0.334,0.209,0.364,0.008,0.0,0.514,0.478,64
PUEBLO SAN AGUSTIN OHTENCO,0.054536592002144,0.00786367190424,0.55762,0.593687576235249,0.772163762058487,0.915,0.000233216631617,0.0,0.0,0.1298,0.28,0.334,0.209,0.378,0.008,0.0,0.514,0.554,65
BARRIO TECAXTITLA,0.145871167075257,0.007349282994673,0.68514,0.593687576235249,0.636327183093808,0.8145,0.066235854784655,1.0,0.001246684496267,0.1152,0.159,0.341,0.399,0.468,0.007,0.012,0.514,0.066,66
BARRIO CRUZTITLA,0.145871167075257,0.007349282994673,0.68514,0.593687576235249,0.636327183093808,0.8145,0.066235854784655,1.0,0.001246684496267,0.1152,0.159,0.341,0.399,0.468,0.007,0.012,0.514,0.066,67
BARRIO TENANTITLA,0.145871167075257,0.007349282994673,0.68514,0.593687576235249,0.636327183093808,0.8145,0.066235854784655,1.0,0.001246684496267,0.1152,0.159,0.341,0.399,0.468,0.007,0.012,0.514,0.066,68
BARRIO XALTIPAC,0.145871167075257,0.007349282994673,0.68514,0.593687576235249,0.636327183093808,0.8145,0.066235854784655,1.0,0.001246684496267,0.1152,0.159,0.341,0.399,0.468,0.007,0.012,0.514,0.066,69
PEÑA ALTA SUR,0.145871167075257,0.007349282994673,0.68514,0.593687576235249,0.636327183093808,0.8145,0.066235854784655,1.0,0.001246684496267,0.1152,0.159,0.341,0.399,0.468,0.007,0.012,0.514,0.066,70
JAIME TORRES BODET,0.145871167075257,0.007349282994673,0.68514,0.593687576235249,0.636327183093808,0.8145,0.066235854784655,1.0,0.001246684496267,0.1152,0.159,0.341,0.399,0.468,0.007,0.012,0.514,0.066,71
VILLA TLATEMPA,0.145871167075257,0.007349282994673,0.68514,0.593687576235249,0.636327183093808,0.8145,0.066235854784655,1.0,0.001246684496267,0.1152,0.159,0.341,0.399,0.468,0.007,0.012,0.514,0.066,72
JARDINES DEL LLANO,0.116229684446511,0.005596323552836,0.68369,0.593687576235249,0.636327183093808,0.8145,0.029220459118211,1.0,2.3361523235e-05,0.1256,0.268,0.337,0.394,0.55,0.006,0.24,0.514,0.029,73
LA CONCHITA,0.116229684446511,0.005596323552836,0.68369,0.593687576235249,0.636327183093808,0.8145,0.029220459118211,1.0,2.3361523235e-05,0.1256,0.268,0.337,0.394,0.55,0.006,0.24,0.514,0.029,74
SAN NICOLAS TETELCO,0.116229684446511,0.005596323552836,0.68369,0.593687576235249,0.636327183093808,0.8145,0.029220459118211,1.0,2.3361523235e-05,0.1256,0.268,0.337,0.394,0.55,0.006,0.24,0.514,0.029,75
BARRIO XOCHITEPEC,0.116229684446511,0.005596323552836,0.68369,0.593687576235249,0.636327183093808,0.8145,0.029220459118211,1.0,2.3361523235e-05,0.1256,0.268,0.337,0.394,0.55,0.006,0.24,0.514,0.029,76
SAN FRANCISCO TECOXPA,0.113736889428421,0.006444985803346,0.6849,0.593687576235249,0.636484130548406,0.915,0.0,1.0,0.0,0.1326,0.283,0.338,0.41,0.578,0.006,0.029,0.514,0.513,77
LAS ARBOLEDA,0.117370215852245,0.00489470488672,0.6488,0.593687576235249,0.636421028317603,0.915,0.000277685367472,1.0,1.036659274e-05,0.1363,0.345,0.33,0.41,0.634,0.005,0.182,0.514,0.443,78
NOXALCO,0.117370215852245,0.00489470488672,0.6488,0.593687576235249,0.636421028317603,0.915,0.000277685367472,1.0,1.036659274e-05,0.1363,0.285,0.33,0.41,0.588,0.005,0.182,0.514,0.211,79
LAS JOYAS,0.117370215852245,0.00489470488672,0.6488,0.593687576235249,0.636421028317603,0.915,0.000277685367472,1.0,1.036659274e-05,0.1363,0.356,0.33,0.41,0.642,0.005,0.182,0.514,0.487,80
SAN BARTOLOME XICOMULCO,0.176105538400902,0.017911654843246,0.63353,0.593687576235249,0.782786121578722,0.915,0.01742096507682,0.0,0.00281965999234,0.1722,0.053,0.367,0.221,0.184,0.018,0.0,0.169,0.017,81
BARRIO OCOTITLA,0.176105538400902,0.017911654843246,0.63353,0.593687576235249,0.782786121578722,0.915,0.01742096507682,0.0,0.00281965999234,0.1722,0.053,0.367,0.221,0.184,0.018,0.0,0.169,0.017,82
BARRIO SAN MIGUEL,0.176105538400902,0.017911654843246,0.63353,0.593687576235249,0.782786121578722,0.915,0.01742096507682,0.0,0.00281965999234,0.1722,0.053,0.367,0.221,0.184,0.018,0.0,0.169,0.017,83
PUEBLO SAN JERONIMO MIACATLAN,0.193246395573038,0.007057675785987,0.56174,0.593687576235249,0.772163762058487,0.915,0.439780632658808,1.0,0.0,0.1448,0.25,0.348,0.5,0.632,0.007,0.0,0.514,0.44,84
PUEBLO SAN JUAN TEPENAHUAC,0.140448498821526,0.005628420583505,0.525,0.593687576235249,0.772163762058487,0.915,0.0,1.0,0.0,0.1289,0.315,0.335,0.409,0.604,0.006,0.001,0.514,0.686,85
BARRIO GUADALUPITA,0.081035652079868,0.003693379340232,0.52434,0.593687576235249,0.772163762058487,0.915,0.0,1.0,0.0,0.1835,0.216,0.328,0.42,0.546,0.004,0.0,0.514,0.313,86
SAN SALVADOR CUAUHTENCO,0.137518223413396,0.014052083783867,0.58445,0.593687576235249,0.832778937984413,0.915,0.589782925052019,0.0,0.0,0.2318,0.202,0.362,0.347,0.428,0.014,0.0,0.169,0.59,87
CENTRO SAN PABLO OZTOTEPEC,0.137518223413396,0.014052083783867,0.58445,0.593687576235249,0.832778937984413,0.915,0.589782925052019,0.0,0.0,0.2318,0.202,0.362,0.347,0.428,0.014,0.0,0.169,0.59,88
BARRIO SAN JUAN,0.137518223413396,0.014052083783867,0.58445,0.593687576235249,0.832778937984413,0.915,0.589782925052019,0.0,0.0,0.2318,0.202,0.362,0.347,0.428,0.014,0.0,0.169,0.59,89
BARRIO TLACPAC,0.137518223413396,0.014052083783867,0.58445,0.593687576235249,0.832778937984413,0.915,0.589782925052019,0.0,0.0,0.2318,0.202,0.362,0.347,0.428,0.014,0.0,0.169,0.59,90
BARRIO CENTRO,0.137518223413396,0.014052083783867,0.58445,0.593687576235249,0.832778937984413,0.915,0.589782925052019,0.0,0.0,0.2318,0.202,0.362,0.347,0.428,0.014,0.0,0.169,0.59,91
BARRIO TULA,0.064928092121174,0.015299637920124,0.5777,0.593687576235249,0.798790828642929,0.915,0.0,1.0,5.198618919e-05,0.2804,0.117,0.347,0.439,0.47,0.015,0.0,0.169,0.266,92
BARRIO PANCHIMALCO,0.064928092121174,0.015299637920124,0.5777,0.593687576235249,0.798790828642929,0.915,0.0,1.0,5.198618919e-05,0.2804,0.187,0.347,0.439,0.524,0.015,0.0,0.169,0.537,93
PUEBLO SAN PEDRO ATOCPAN,0.087387481004895,0.014213445166137,0.50315,0.593687576235249,0.832778937984413,0.915,0.006919209177486,1.0,1.311628863e-06,0.1277,0.049,0.341,0.41,0.394,0.014,0.0,0.169,0.007,94
SAN FRANCISCO TLALNEPANTLA,0.210187355095027,0.020118522470396,0.5993,0.593687576235249,0.832209905898756,0.829,0.0,0.0,0.0,0.3413,0.325,0.375,0.234,0.396,0.02,0.0,0.959,0.273,95
VILLA SAN ISIDRO,0.070247837501478,0.026012730926262,0.5967,0.593687576235249,0.822816467084942,0.829,0.0,0.0,0.000389352533665,0.8259,0.274,0.361,0.331,0.47,0.026,0.0,0.959,0.07,96
SANTA CECILIA TEPETLAPA,0.070247837501478,0.026012730926262,0.5967,0.593687576235249,0.822816467084942,0.829,0.0,0.0,0.000389352533665,0.8259,0.356,0.361,0.331,0.532,0.026,0.0,0.959,0.383,97
SAN JOSE,0.148603446409005,0.003185206660512,0.56228,0.593687576235249,0.772163762058487,0.915,0.001013119124572,1.0,0.0,0.1727,0.135,0.342,0.418,0.468,0.003,0.0,0.514,0.001,98
SAN MARCOS TLACOTENCO,0.148603446409005,0.003185206660512,0.56228,0.593687576235249,0.772163762058487,0.915,0.001013119124572,1.0,0.0,0.1727,0.135,0.342,0.418,0.468,0.003,0.0,0.514,0.001,99
SANTA ANA TLACOTENCO,0.148603446409005,0.003185206660512,0.56228,0.593687576235249,0.772163762058487,0.915,0.001013119124572,1.0,0.0,0.1727,0.135,0.342,0.418,0.468,0.003,0.0,0.514,0.001,100
EMILIANO ZAPATA 1RA SECC,0.034816392990643,0.002789708796735,0.55213,0.593687576235249,0.648274133308308,0.8145,0.233094905760886,1.0,0.002581365948557,0.0959,0.35,0.304,0.429,0.682,0.003,0.072,0.966,0.233,101
MORELOS,0.034816392990643,0.002789708796735,0.55213,0.593687576235249,0.648274133308308,0.8145,0.233094905760886,1.0,0.002581365948557,0.0959,0.35,0.304,0.429,0.682,0.003,0.072,0.966,0.233,102
EMILIANO ZAPATA 2DA SECC,0.034247115124666,0.002210929043206,0.59432,0.593687576235249,0.700740253303303,0.8145,0.0,0.0,0.01337293960356,0.0739,0.348,0.323,0.18,0.414,0.002,0.056,0.966,0.26,103
DANIEL GARZA,0.017543967094175,0.53342026237819,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.015335240473893,0.1814,0.191,0.402,0.233,0.266,0.533,0.0,0.0,0.202,104
COVE,0.017543967094175,0.53342026237819,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.015335240473893,0.1814,0.215,0.402,0.233,0.284,0.533,0.0,0.0,0.293,105
LAS AMERICAS,0.017543967094175,0.53342026237819,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.015335240473893,0.1814,0.156,0.402,0.233,0.238,0.533,0.0,0.0,0.067,106
16 DE SEPTIEMBRE,0.017543967094175,0.53342026237819,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.015335240473893,0.1814,0.285,0.402,0.233,0.338,0.533,0.0,0.0,0.56,107
AMERICA,0.017543967094175,0.53342026237819,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.015335240473893,0.1814,0.27,0.402,0.233,0.326,0.533,0.0,0.0,0.509,108
ACUEDUCTO,0.017543967094175,0.53342026237819,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.015335240473893,0.1814,0.238,0.402,0.233,0.302,0.533,0.0,0.0,0.38,109
OBSERVATORIO,0.032289562906849,0.516996801880226,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.031275904366568,0.1925,0.135,0.397,0.238,0.232,0.517,0.0,0.0,0.004,110
U SEARS ROEBUCK,0.032289562906849,0.516996801880226,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.031275904366568,0.1925,0.285,0.397,0.238,0.348,0.517,0.0,0.0,0.577,111
BELLAVISTA,0.032289562906849,0.516996801880226,0.0,0.593687576235249,0.637514501987702,0.966,0.0,0.0,0.031275904366568,0.1925,0.285,0.397,0.238,0.348,0.517,0.0,0.0,0.576,112
LAS PALMAS,0.042570407422414,0.541598996815531,0.0,0.593687576235249,0.646950930541256,0.966,0.0,0.0,0.028960961790582,0.1376,0.322,0.41,0.227,0.354,0.542,0.0,0.0,0.7,113
BELEN DE LAS FLORES REACOMODO,0.042570407422414,0.541598996815531,0.0,0.593687576235249,0.646950930541256,0.966,0.0,0.0,0.028960961790582,0.1376,0.299,0.41,0.227,0.336,0.542,0.0,0.0,0.61,114
HIDALGO,0.042570407422414,0.541598996815531,0.0,0.593687576235249,0.646950930541256,0.966,0.0,0.0,0.028960961790582,0.1376,0.244,0.41,0.227,0.294,0.542,0.0,0.0,0.4,115
REVOLUCION,0.042570407422414,0.541598996815531,0.0,0.593687576235249,0.646950930541256,0.966,0.0,0.0,0.028960961790582,0.1376,0.211,0.41,0.227,0.268,0.542,0.0,0.0,0.268,116
AMPLIACION HIDALGO,0.042570407422414,0.541598996815531,0.0,0.593687576235249,0.646950930541256,0.966,0.0,0.0,0.028960961790582,0.1376,0.234,0.41,0.227,0.286,0.542,0.0,0.0,0.359,117
BELEN DE LAS FLORES SECCION CUCHILLA,0.042570407422414,0.541598996815531,0.0,0.593687576235249,0.646950930541256,0.966,0.0,0.0,0.028960961790582,0.1376,0.212,0.41,0.227,0.268,0.542,0.0,0.0,0.271,118
EL CAPULIN,0.042570407422414,0.541598996815531,0.0,0.593687576235249,0.646950930541256,0.966,0.0,0.0,0.028960961790582,0.1376,0.22,0.41,0.227,0.274,0.542,0.0,0.0,0.303,119
REACOMODO PINO SUAREZ,0.038744881381691,0.526631169776074,0.0,0.593687576235249,0.678426261604462,0.952,0.0,0.0,0.068303986948696,0.1694,0.235,0.41,0.238,0.298,0.527,0.0,0.0,0.379,120
CENTRAL CAMIONERA PONIENTE,0.038744881381691,0.526631169776074,0.0,0.593687576235249,0.678426261604462,0.952,0.0,0.0,0.068303986948696,0.1694,0.213,0.41,0.238,0.28,0.527,0.0,0.0,0.291,121
LOMAS DE SANTO DOMINGO,0.038744881381691,0.526631169776074,0.0,0.593687576235249,0.678426261604462,0.952,0.0,0.0,0.068303986948696,0.1694,0.139,0.41,0.238,0.222,0.527,0.0,0.0,0.01,122
REAL DEL MONTE,0.038744881381691,0.526631169776074,0.0,0.593687576235249,0.678426261604462,0.952,0.0,0.0,0.068303986948696,0.1694,0.225,0.41,0.238,0.29,0.527,0.0,0.0,0.337,123
MOLINO DE SANTO DOMINGO,0.038744881381691,0.526631169776074,0.0,0.593687576235249,0.678426261604462,0.952,0.0,0.0,0.068303986948696,0.1694,0.198,0.41,0.238,0.268,0.527,0.0,0.0,0.233,124
