Población,Precipitación,"Edad infra","Índice ingreso","Falla infra","Presión mediática","Falta infra","Escasez",Hundimiento,"Enfermedades gastro","Sin drenaje","Sin agua",Encharcamientos,id
9472,699,50,0.705304185,0.5,0.25,0.0625,0.0625,0,0.89814,0.1616,0,2.7152350723,6667
2275,689,50,0.490174001,0.5,0.0625,0.0625,0.0625,0,0.21681,0,0,1.6054055253,6916
2486,685,50,0.759637278,0.5,0.0625,0.0625,0.0625,0,0.89016,0,0,6.3972089864,6687
3803,685,50,0.665231805,0.5,0.125,0.0625,0.0625,0,1.62911,0.5176,0,2.1089061317,6700
1513,694,50,0.66237719,0.5,0.0625,0.0625,0.0625,0,0.14252,0,0,0.7708936232,6914
2598,696,50,0.640543988,0.5,0.0625,0.0625,0.0625,0,0.25853,0,0.4651,0.6088549465,6671
8080,714,50,0.554424435,0.5,0.125,0.25,0.0625,1,0.84228,0,0.233,1.3302585182,6726
2507,710,50,0.637032808,0.5,0.0625,0.25,0.0625,1,0.20858,1.9969,14.7692,0.9693122767,6923
4074,738,50,0.795494472,1,0.25,0.0625,0.0625,1,4.01783,0,0,1.0124039604,6741
5121,730,50,0.697792844,0.5,0.0625,0.25,0.0625,0,0.66901,0,0.4736,0.8655905517,6694
3179,686,50,0.677695024,0.5,0.125,0.0625,0.0625,0,0.12927,0,0,0.9292968141,6796
2422,688,50,0.712590201,0.5,0.125,0.0625,0.0625,0,0.10273,0,0.5172,2.2081483866,6785
3409,687,50,0.651862366,0.5,0.125,0.0625,0.0625,0,0.14143,0,0,3.1437049708,6771
2671,700,50,0.698928387,0.25,0.0625,0.0625,0.0625,0,0.26912,0,0,0.0545412633,6883
3512,701,50,0.566880499,0.25,0.125,0.0625,0.0625,0,0.35181,0,0,0.4974021884,6954
3739,703,50,0.700053054,0.25,0.0625,0.0625,0.0625,0,0.38235,0,0,0.511690172,7120
2838,698,50,0.622956769,0.5,0.125,0.0625,0.0625,0,0.63323,2.1802,0.8708,0.6702356287,6792
2216,695,50,0.863753136,0.5,0.0625,0.0625,0.0625,0,0.511,0,0,0.5758566187,6783
2278,697,50,0.750213524,0.5,0.25,0.0625,0.0625,0,0.51115,0,0,3.6929740619,6767
7722,695,50,0.748444943,0.5,0.125,0.0625,0.0625,0,0.32403,0,0.1535,1.5799822745,6751
1738,712,50,0.738889695,0.25,0.0625,0.0625,0.0625,0,0.17959,0,2.5292,6.0366472789,7083
2732,711,50,0.727103968,0.25,0.0625,0.0625,0.0625,0,0.29034,0,0,0.2699163315,6964
2729,706,50,0.68300893,0.25,0.0625,0.0625,0.0625,0,0.27436,0,0,0.0472476797,7044
5180,727,50,0.695324996,0.25,0.0625,0.0625,0.0625,1,1.07622,0,0.2128,3.5382495292,7118
4838,713,50,0.672826624,0.25,0.125,0.0625,0.0625,0,1.05533,5.8372,0,2.7694715698,6869
3289,727,50,0.753451843,0.25,0.0625,0.0625,0.0625,0,0.36183,0,0,0.8102605997,6931
5205,721,50,0.695409817,0.5,0.125,0.0625,0.0625,0,0.57686,0,0.5922,0.3040639709,6763
6451,734,50,0.629905304,0.5,0.25,0.0625,0.0625,1,6.97128,0.2398,0.4194,1.3379726639,6775
3370,732,50,0.758490316,1,0.125,0.0625,0.0625,1,3.91588,0,0,0.5176823291,6761
2846,703,50,0.718883945,0.5,0.0625,0.0625,0.0625,0,0.23317,0,0,0.1070384204,6765
4000,706,50,0.676466119,0.5,0.25,0.0625,0.0625,0,0.3176,0,0,1.9319140936,6764
3517,711,50,0.691703862,1,0.125,0.0625,0.0625,0,0.40469,0,0,1.9990919433,7025
3656,687,50,0.554042655,0.25,0.0625,0.0625,1,0,0.4913,0,0,0.7482743349,7039
6973,690,50,0.429399206,0.25,0.125,0.0625,1,0,0.95749,0.1859,0.805,1.3900522884,6959
3964,717,50,0.684992886,0.5,0.0625,0.0625,0.0625,0,0.43246,0.503,0.503,0.9853629646,6933
4542,712,50,0.700652851,0.5,0.125,0.0625,0.0625,0,0.51237,0,0.3384,0.7228753521,6846
1353,710,50,0.713710487,0.5,0.0625,0.0625,0.0625,0,0.15422,0,0,0.2962615699,7029
5865,716,50,0.618639299,0.25,0.125,0.0625,0.0625,0,0,0,0,4.6213092658,7051
1937,724,50,0.648005417,0.25,0.0625,0.0625,0.0625,0,0.39707,0,0,5.125,7117
3652,721,50,0.689185063,0.25,0.0625,0.0625,0.0625,0,0.79327,0,0,2.147211498,7121
3815,718,50,0.540406693,0.25,0.0625,0.0625,0.0625,0,0,0,0,6.1074271189,7122
4391,708,50,0.563911527,0.5,0.125,0.0625,0.0625,0,0.98706,0,0,1.7428942425,6777
2708,705,50,0.689675423,0.5,0.125,0.0625,0.0625,0,0.60536,0,0.411,1.1224157132,6778
1474,710,50,0.586368359,0.25,0.0625,0.0625,0.0625,0,0.14947,0,0,0.2498544533,6963
4398,707,50,0.718505002,0.25,0.125,0.0625,0.0625,0,0.44283,0,0.3451,0.2688712099,7045
501,712,50,0.626924425,0.25,0.0625,0.0625,0.0625,0,0.05122,0,0,0.3487933665,6962
4984,706,50,0.627618907,0.5,0.125,0.0625,0.0625,0,0.51744,0,0,1.0339840924,6810
11528,691,50,0.693320724,0.5,0.125,0.0625,0.0625,0,0.47592,0,0,2.9846405292,7010
1331,695,50,0.775312288,0.5,0.0625,0.0625,0.0625,0,0.05678,0,0,3.6029466866,6768
4053,696,50,0.66426646,0.5,0.125,0.0625,0.0625,0,0.91712,0,0,0.3843400755,6793
3743,700,50,0.652588418,0.25,0.125,0.0625,0.0625,0,0.53152,0,0.5631,1.1080674047,6804
3799,704,50,0.744004312,0.25,0.0625,0.0625,0.0625,0,0.39507,0,0,0.8378280352,7119
2896,702,50,0.62849265,0.25,0.0625,0.0625,0.0625,0,0.2904,0,0,0.5,7033
3015,699,50,0.647124316,0.25,0.125,0.0625,0.0625,0,0.41699,0,0,0.9496655145,6872
915,698,50,0.723095881,0.25,0.0625,0.0625,1,0,0.09304,0,1.2448,0,7036
3819,692,50,0.705430438,0.5,0.25,0.0625,0.0625,0,0.15826,0,0,2.9183919429,6770
3377,688,50,0.558159465,1,0.125,0.125,0.0625,0,0.13284,0,0,1.2161286283,6801
3746,696,50,0.665166473,0.25,0.0625,0.0625,0.0625,0,0.8348,0,0.3326,0.7305533086,6873
5688,697,50,0.65785599,0.25,0.0625,0.0625,0.0625,0,0.77447,0,0.4838,0.7193919965,6952
2159,692,50,0.71597773,0.25,0.0625,0.0625,0.0625,0,0.29851,0,0,0.7453780857,6941
6262,671,50,0.592114646,0.25,0.25,0.0625,0.0625,0,1.77786,0,0,1.1158636596,6862
7935,675,50,0.5405969,0.25,0.125,0.125,0.0625,0,6.44055,0,0.3788,0.623374795,6899
2058,661,50,0.515157521,0.25,0.0625,0.0625,0.0625,0,0.00155,0,0.6383,5.4866034895,6840
2398,662,50,0.655111141,0.5,0.0625,0.0625,0.0625,0,0.0018,0,0,5.4958650398,6841
2305,658,50,0.627284488,0.25,0.0625,0.0625,0.0625,0,0.00173,0,0,3.1516198657,6737
3169,659,50,0.647840788,0.25,0.0625,0.0625,0.0625,0,0.00238,0,0,2.354808937,6758
5524,733,50,0.737613757,1,0.25,0.0625,0.0625,1,8.8183,0,0.4032,4.7898801874,6743
2239,729,50,0.829745279,1,0.125,0.125,0.0625,1,3.48721,0,0,1.707540434,6723
7787,678,50,0.618179656,0.25,0.25,0.25,1,0,1.09141,0,4.8805,1.01605719,6864
6255,688,50,0.576508752,0.25,0.125,0.0625,1,0,0.85308,0,0.2736,2.5046410738,6895
7549,682,50,0.635049328,0.25,0.125,0.0625,1,0,1.03257,0,0,2.0679577161,6875
6228,683,50,0.5837985,0.25,0.125,0.0625,1,0,0.84232,0,0,2.4878476674,6874
3296,680,50,0.659503151,0.5,0.125,0.0625,0.0625,0,0.4717,0,0.6143,1.104001124,7031
1569,695,50,0.520255723,0.25,0.0625,0.0625,1,0,0.2165,0,1.8868,6.0684929034,7101
6882,691,50,0.554653311,0.25,0.25,0.0625,1,0,0.90965,0,0.1966,6.125,6888
7239,689,50,0.604853893,0.25,0.125,0.125,1,0,0.98543,0,1.2486,6.1071818559,6887
6252,687,50,0.610592595,0.25,0.25,0.125,1,0,0.84401,0.9226,0.2839,4.2195682358,6886
6084,685,50,0.559349619,0.25,0.25,0.125,0.0625,0,0.25115,0,0.2833,2.5879274977,6802
7504,676,50,0.592757941,1,0.25,0.0625,0.0625,0,0.28916,0.2648,0.7407,2.4465956942,6800
2771,684,50,0.668437084,0.5,0.0625,0.0625,0.0625,0,0.11663,0,0,1.2029865203,6797
3201,697,50,0.708174496,0.25,0.0625,0.0625,0.0625,0,0.33838,0,0,0.5979614516,6967
5171,693,50,0.603260156,0.25,0.125,0.0625,1,0,0.68622,0,0.3118,6.070400056,6902
6312,691,50,0.654950336,0.25,0.125,0.25,0.0625,0,0.86678,0,0.2098,2.4282013726,6885
6912,674,50,0.583314342,0.5,0.125,0.0625,0.0625,0,0.27958,0.5166,1.3777,2.0745698316,6845
3780,679,50,0.694605491,0.25,0.0625,0.0625,1,0,0.53785,0,1.0893,2.4423582734,7032
7163,691,50,0.531179202,0.25,0.125,0.125,1,0,0.9973,0,2.3462,5.0326467622,6907
4700,671,50,0.633300415,0.5,0.125,0.0625,0.0625,0,1.36026,0,0.3472,1.5588434629,6849
3400,683,50,0.538930563,0.25,0.0625,0.0625,1,0,0.45847,0,0,0.6340503075,7086
5091,672,50,0.621830047,0.25,0.125,0.0625,0.0625,0,1.53642,0,0.4573,1.1258836323,7027
6991,674,50,0.623074324,0.25,0.125,0.0625,0.0625,0,1.92737,0.1767,0.2354,4.0477518032,6858
5433,676,50,0.627580608,0.25,0.125,0.0625,0.0625,0,1.57134,0,0.2196,2.8941820853,6863
3156,719,50,0.668372328,0.25,0.0625,0.0625,0.0625,0,0.66871,0,0.7075,5.125,7100
0,722,50,0,0.25,0.0625,0.0625,0.0625,1,0,0,0,0.3328278114,6789
7028,685,50,0.548421187,0.25,0.125,0.0625,1,0,0.95829,0,0.5143,1.2496206638,6897
6062,687,50,0.484736206,0.25,0.125,0.0625,1,0,0.84288,0.211,0.9136,1.2511822996,6958
3993,711,50,0.702459542,0.25,0.0625,0.125,0.0625,0,0.4106,0,0,0.8494443393,7082
841,729,50,0.696547238,1,0.125,0.0625,0.0625,1,0.87977,0,0,1.604550366,6762
4183,725,50,0.73110853,0.5,0.125,0.0625,0.0625,1,0.48365,0,0,1.5249179239,6930
5306,680,50,0.612578964,0.5,0.25,0.0625,0.0625,0,0.21377,0,0.4383,0.0475691247,6787
3903,690,50,0.602127384,1,0.125,0.0625,0.0625,0,0.15923,0,0,4.1341923209,6942
3532,688,50,0.74477946,0.5,0.125,0.0625,0.0625,0,0.14758,0,0,1.6159793352,6795
2434,695,50,0.897507847,0.5,0.0625,0.0625,0.0625,0,0.57108,0,0,0.3106280367,6784
7056,679,50,0.5924821,0.5,0.25,0.0625,0.0625,0,0.28738,2.2159,0.3409,0.8911114126,6799
2025,682,50,0.648275019,0.5,0.125,0.0625,0.0625,0,0.08487,0,0,1.5627575571,6798
2622,693,50,0.611503161,0.5,0.125,0.0625,0.0625,0,0.33006,0,0.4412,0.3318516827,6794
2628,702,50,0.682062875,0.5,0.0625,0.0625,0.0625,0,0.61098,0,0,1.0991297478,6779
7190,688,50,0.542091245,0.25,0.125,0.0625,1,0,0.98793,0,0.2241,1.0358602652,6896
4441,694,50,0.656701368,0.25,0.125,0.0625,0.0625,0,0.61143,0,0,0.7499366835,6953
3477,693,50,0.71840391,0.5,0.125,0.0625,0.0625,0,0.80669,0,0,1.4347436248,6769
4888,686,50,0.454546994,0.25,0.0625,0.0625,1,0,0.66575,0.3457,0,1.2485089578,6971
4271,726,50,0.666117934,0.5,0.125,0.0625,0.0625,1,0.48012,0,0,0.628767578,6935
6944,673,50,0.587689954,0.25,0.25,0.0625,0.0625,0,1.99774,0,0.5458,3.1300361143,6865
3626,685,50,0.587853643,0.25,0.125,0.0625,1,0,0.50208,0,0,0.7557462056,7038
4190,683,50,0.543745891,0.25,0.0625,0.0625,1,0,0.57919,0,0.4103,0.6702710271,7087
2741,662,50,0.4841339,0.25,0.0625,0.0625,0.0625,0,1.33284,0.6015,1.8018,0.000002432,6974
4445,659,50,0.407173587,0.25,0.125,0.125,0.0625,0,2.13738,0,2.7264,0.0387491154,6975
5904,734,50,0.621737395,0.5,0.0625,0.0625,0.0625,0,0.78277,0,0.3415,5.1595036327,6692
5237,730,50,0.642562883,0.5,0.25,0.0625,0.0625,0,0.70068,0,0,0.3061039616,6693
7561,733,50,0.688742044,0.5,0.125,0.125,0.0625,0,1.00275,0,0,0.7208576674,6921
7579,740,50,0.737056282,1,0.125,0.125,0.0625,0,7.47344,0.4651,0.7435,1.530445703,6706
6775,743,50,0.739181717,1,0.0625,0.25,0.0625,0,0.91122,0,0.3209,1.5872188464,6705
5004,736,50,0.710985281,0.5,0.125,0.0625,0.0625,0,0.65726,0,0.3046,4.2903212362,6691
3293,736,50,0.70120064,1,0.125,0.0625,0.0625,0,0.43479,0.5599,1.6779,0.4053298107,7056
3327,734,50,0.746049024,1,0.0625,0.0625,0.0625,0,3.41222,0,0,3.5705985586,6721
4288,732,50,0.746616219,1,0.0625,0.125,0.0625,0,0.57577,0,0.3534,0.8502270104,6707
2784,736,50,0.707941967,1,0.0625,0.0625,0.0625,0,2.88539,0,0,2.4464769652,6720
2908,716,50,0.814698897,0.5,0.0625,0.0625,0.0625,0,0.44141,0,0,1.0367115463,6669
1380,719,50,0.862746621,0.5,0.0625,0.0625,0.0625,1,0.40051,0,0,2.7560176459,6673
2463,718,50,0.872892522,0.5,0.0625,0.0625,0.0625,1,0.73581,0,0,0.7204144945,6679
399,714,50,0.395212564,0.5,0.25,0.0625,0.0625,1,0.10945,0,6.3492,1.2363901305,6834
3915,723,50,0.525093601,0.5,0.125,0.25,0.0625,1,0.50537,0,0,0.7155102229,6837
7071,726,50,0.676001505,0.5,0.125,0.25,0.0625,0,0.93116,0,0.252,3.2446384711,6695
772,695,50,0.611646219,0.5,0.0625,0.0625,0.0625,1,0.06674,0,0,1.5209266022,7113
1996,696,50,0.676780786,0.5,0.0625,0.0625,0.0625,0,0.1958,0,0,0.2398098395,6677
1242,717,50,0.829067373,0.5,0.0625,0.0625,0.0625,0,0.37194,0,0,1.1929167934,6674
2294,716,50,0.875785373,0.5,0.0625,0.0625,0.0625,1,0.67757,0,0,2.3789755381,6680
4751,706,50,0.641834361,0.5,0.25,0.125,0.0625,1,0.34169,0.6244,0.6239,3.6369705051,6698
6403,709,50,0.614501205,0.5,0.125,0.125,0.0625,1,0.5173,0,0,3.579939711,6697
2076,698,50,0.687323347,0.5,0.0625,0.0625,0.0625,0,0.19648,0,0,0.1326395425,6683
5194,703,50,0.62818144,0.5,0.25,0.0625,0.0625,1,0.58848,0,0.2903,4.5084462567,6710
3993,697,50,0.766386738,0.5,0.125,0.0625,0.0625,1,0.33598,0,1.2489,0.2926536993,7077
878,694,50,0.592566984,0.5,0.0625,0.0625,0.0625,0,0.08258,0,0,0.2512287918,7093
1113,694,50,0.653988641,0.5,0.0625,0.0625,0.0625,1,0.10063,0,0,4.5,6997
532,697,50,0.572791681,0.5,0.0625,0.0625,0.0625,1,0.04957,0,0,0.2909435907,7107
352,697,50,0.573400925,0.5,0.0625,0.0625,0.0625,1,0.0337,0,0,0.7257265953,7108
529,696,50,0.635362733,0.5,0.0625,0.0625,0.0625,1,0.04663,0,0,1.5,7109
6200,694,50,0.514568318,0.5,0.125,0.125,0.0625,1,0.55614,0,0.3602,1.727073003,7049
820,696,50,0.616387307,0.5,0.0625,0.0625,0.0625,1,0.07755,0,0,1.5,7001
3695,730,50,0.743484868,1,0.125,0.125,0.0625,0,0.49498,0,0,1.108294622,7073
4288,732,50,0.701432667,1,0.125,0.0625,0.0625,0,6.78732,0,0,1.4544580626,6722
5368,726,50,0.657183833,0.5,0.125,0.125,0.0625,0,0.67934,0,0,4.5485664122,6696
2069,727,50,0.732588605,1,0.0625,0.0625,0.0625,0,0.30406,0,0,0.3014851724,7072
1811,697,50,0.723356024,0.5,0.0625,0.0625,0.0625,0,0.17076,0,0,0.0001163182,6684
3584,696,50,0.699904457,0.5,0.0625,0.0625,0.0625,0,0.32264,0,0,0,6685
1795,716,50,0.861401935,0.5,0.0625,0.0625,0.0625,0,0.53568,0,0,1.0262900553,6675
0,701,50,0,0.5,0.0625,0.0625,0.0625,1,0.00002,0,0,1.3617993916,6682
574,696,50,0.652657055,0.5,0.0625,0.0625,0.0625,1,0.05103,0,0,1.5,7110
5892,707,50,0.632760085,0.5,0.125,0.25,0.0625,1,0.57388,0,0,3.8683575436,7023
3347,710,50,0.669703675,0.5,0.0625,0.125,0.0625,1,0.46521,0,0,0.2661580772,7022
1695,695,50,0.587815654,0.5,0.0625,0.125,0.0625,0,0.14968,0.7389,4.1872,0.25,7092
890,695,50,0.60434621,0.5,0.0625,0.0625,0.0625,1,0.08421,0,0,4.4455648489,6996
1096,697,50,0.605016746,0.5,0.0625,0.0625,0.0625,1,0.09945,0,4.0323,1.5,7000
573,695,50,0.64566493,0.5,0.0625,0.0625,0.0625,1,0.23872,0,0,1.5003946393,7114
1386,694,50,0.620368999,0.5,0.0625,0.0625,0.0625,1,0.59278,0,0,2.4308546435,7002
3577,699,50,0.694576337,0.5,0.0625,0.0625,0.0625,1,0.31635,0,1.5748,0.2561577066,7076
3615,699,50,0.429423719,0.5,0.0625,0.5,0.0625,1,0.28543,10.0496,24.4114,1.5064646888,7007
1297,696,50,0.631061662,0.5,0.0625,0.0625,0.0625,0,0.11349,0,0,0.25,7047
2592,693,50,0.602339877,0.5,0.0625,0.0625,0.0625,1,0.24247,0,0,2.2489762744,7003
3970,713,50,0.761623456,0.5,0.5,0.0625,0.0625,1,0.53261,0.2924,0,1.1850472959,6833
3116,732,50,0.678067042,0.25,0.0625,0.0625,0.0625,1,3.56237,0,0.7417,1.2305705468,6938
2189,732,50,0.704683539,0.5,0.0625,0.0625,0.0625,1,2.42289,0,0.5455,1.4691578283,6936
5153,737,50,0.615942503,0.5,0.125,0.0625,0.0625,1,1.06027,0,0.7252,0.0552031353,6807
9182,707,50,0.5581903,0.25,0.125,1,0.0625,0,0.85275,0.4645,40.9628,2.3822211732,6817
2275,697,50,0.815126007,0.5,0.0625,0.0625,0.0625,0,0.51403,0,0,1.0659016875,6782
4453,714,50,0.656004982,0.5,0.0625,0.0625,0.0625,0,0.47473,0,0,0.7748376241,6857
2557,723,50,0.734142828,0.25,0.0625,0.0625,0.0625,0,3.04416,0,0.4373,0.0879382187,7015
3013,718,50,0.701994891,0.25,0.0625,0.0625,0.0625,0,3.48413,0,0.6596,5.1113450036,7099
6604,708,50,0.67701614,0.5,0.125,0.0625,0.0625,0,1.43935,0,0.235,0.8721710041,6790
3772,705,50,0.667975532,0.5,0.0625,0.0625,0.0625,0,0.8559,0,0,0.4957559963,6868
1512,700,50,0.646102521,0.5,0.0625,0.0625,0.0625,0,0.35189,0,0,0.3113245664,6940
4229,700,50,0.71684934,0.5,0.0625,0.0625,0.0625,0,0.95802,1.3624,0,1.3135717007,6791
3454,702,50,0.686351539,0.5,0.125,0.0625,0.0625,0,0.77858,0,0.3195,2.2961863525,6939
3798,703,50,0.640986511,0.5,0.125,0.0625,0.0625,0,0.8534,0.297,0,0.3238098955,6871
2110,710,50,0.719380229,0.25,0.0625,0.0625,0.0625,0,0.2199,0,0,0.3654439964,6960
2003,707,50,0.754934313,0.25,0.0625,0.0625,0.0625,0,0.21289,0,0,0.714520371,6961
4283,702,50,0.687485547,0.5,0.125,0.0625,0.0625,0,0.94929,0,0,2.4265598143,6867
2322,714,50,0.712222196,0.25,0.0625,0.0625,0.0625,0,2.70364,0,0,0.1151063958,6948
3887,711,50,0.672476414,0.5,0.125,0.0625,0.0625,0,0.43212,0,0,0.5513871301,7030
5573,730,50,0.60434338,0.5,0.125,0.0625,0.0625,1,6.17029,0,0.2941,1.1546766294,6776
1634,699,50,0.732833305,0.5,0.0625,0.0625,0.0625,0,0.37823,0,0,2.04850294,6781
3807,723,50,0.698739973,0.25,0.0625,0.0625,0.0625,0,4.41807,0,0,3.7523986116,6949
3488,752,50,0.81555289,1,0.0625,0.0625,0.0625,0,0.47626,0,0,1.4889648253,6730
6156,748,50,0.686469623,1,0.125,0.0625,0.0625,0,0.80839,0,0,1.662205664,6704
2004,747,50,0.8506993,1,0.0625,0.0625,0.0625,0,0.27224,0,0,3.029851824,6718
2393,733,50,0.740160616,1,0.0625,0.125,0.0625,0,0.31812,0,0,0.5539789399,6922
2675,753,50,0.83821688,1,0.0625,0.0625,0.0625,0,0.35947,0,0,1.4019400797,6738
3902,743,50,0.768604816,1,0.125,0.125,0.0625,1,0.50996,0,0,1.6628898752,6740
3795,697,50,0.679510553,0.5,0.125,0.125,0.0625,0,0.37124,0,0,4.7130842361,6668
5516,706,50,0.642175308,0.5,0.125,0.0625,0.0625,0,1.20472,0,0,0.4178538004,6870
3542,736,50,0.696265783,0.5,0.0625,0.0625,0.0625,1,0.74017,0,0,0.0005756635,6805
3303,738,50,0.6468304,0.5,0.0625,0.0625,0.0625,1,0.68433,0,0.5063,0.0445008918,6806
5543,678,50,0.562686017,0.25,0.125,0.0625,1,0,1.5914,0,0.2122,3.9975471565,6889
4582,677,50,0.507697299,0.25,0.0625,0.0625,1,0,1.29706,1.5511,1.7352,3.9741153338,6956
4418,660,50,0.521752474,0.25,0.125,0.0625,0.0625,0,0.00332,0,0,5.5779822418,6773
2031,680,50,0.538973199,0.0625,0.0625,0.0625,0.0625,0,0.96245,0,0,0.4975359046,6892
3849,669,50,0.459339932,0.25,0.0625,0.0625,0.0625,0,1.84558,0,3.2787,0.4348267414,6893
7213,665,50,0.543973236,0.25,0.125,0.0625,1,0,5.87552,0.1686,0.1685,3.5591663537,6850
4427,667,50,0.562876835,0.5,0.125,0.0625,0.0625,0,1.27855,0,0.4425,1.433463965,6848
3112,665,50,0.535218419,0.25,0.125,0.0625,0.0625,0,1.51174,0,2.7813,0.5,6878
5530,666,50,0.498727935,0.25,0.125,0.0625,0.0625,0,4.34315,0,0.4016,0.4996543264,6877
5889,670,50,0.517321479,0.25,0.125,0.0625,0.0625,0,4.60969,0,1.2427,0.2644377367,6876
2923,669,50,0.526569739,0.25,0.0625,0.125,0.0625,0,2.4336,0,10.4668,0.254029873,7058
5525,678,50,0.433090257,0.25,0.125,0.0625,1,0,4.47243,0,0.5984,0.1235361978,7020
5447,677,50,0.432506384,0.25,0.0625,0.125,1,0,4.40051,0,0.4149,0.1256091741,7021
5283,670,50,0.579295734,0.5,0.125,0.0625,0.0625,0,1.48849,0,0,1.1241913077,7026
5083,664,50,0.530467354,0.25,0.125,0.0625,1,0,0.00382,0.321,0.7212,6.444323627,6851
4120,662,50,0.529773849,0.25,0.125,0.0625,0.0625,0,0.0031,0,1.2884,3.4214115095,6852
6663,665,50,0.523559954,0.5,0.25,0.0625,0.0625,0,1.95021,0,0.232,1.4155554937,6847
5096,671,50,0.565338581,0.25,0.125,0.0625,0.0625,0,4.14244,0,0.3317,0.2503095777,7059
4673,663,50,0.516835611,0.25,0.125,0.0625,0.0625,0,2.24743,0,0,0.5002849744,6860
2947,683,50,0.398533052,0.0625,0.0625,0.25,0.0625,0,2.33737,0.4286,21.03,0.1902544023,7061
3440,665,50,0.443951279,0.25,0.0625,0.0625,0.0625,0,1.6268,0,0.9816,0.500534798,6894
4473,660,50,0.54585789,0.25,0.125,0.125,0.0625,0,0.00336,0,5.0279,0.5,6853
3809,661,50,0.5416909,0.25,0.125,0.0625,0.0625,0,1.84839,0,1.8201,0.5,6854
2209,665,50,0.469846125,0.25,0.0625,0.0625,0.0625,0,1.08962,0,6.7151,0.6222608468,7034
2361,662,50,0.445627239,0.25,0.0625,0.0625,0.0625,0,1.14713,0,0,0.5,6880
5512,674,50,0.524766793,0.25,0.125,0.0625,1,0,4.47629,0,0.3494,0.2003826619,6891
4923,670,50,0.540440736,0.25,0.125,0.125,0.0625,0,4.05581,0,2.5043,0.25,6866
5352,667,50,0.535539423,0.25,0.125,0.125,1,0,4.09609,0,4.717,0.250088441,6859
3359,660,50,0.559584828,0.25,0.0625,0.0625,0.0625,0,1.60121,0,0.7084,0.5,6855
3950,682,50,0.527802979,0.25,0.0625,0.0625,1,0,1.12635,0,1.9771,3.9846153479,6900
5110,677,50,0.511522966,0.25,0.0625,0.125,1,0,1.41458,0.4894,4.564,3.6477643547,6957
2404,734,50,0.830182339,0.5,0.0625,0.0625,0.0625,1,0.48165,0,0,0.0055113237,7115
1099,733,50,0.79642192,0.5,0.0625,0.0625,0.0625,1,1.95233,0,0,0,7090
1253,732,50,0.859191253,0.5,0.0625,0.0625,0.0625,1,0.25813,0,0,0.2570327525,7116
2401,729,50,0.731887563,0.5,0.0625,0.0625,0.0625,1,0.49489,0,0,3.7674544E-006,6992
3152,729,50,0.890231345,0.5,0.0625,0.0625,0.0625,1,0.6403,2.7426,2.2152,0.738293805,6988
2004,731,50,0.837395012,0.5,0.0625,0.0625,0.0625,1,0.41324,0,0,1.4920226615,6990
3265,731,50,0.752185283,0.5,0.0625,0.0625,0.0625,1,5.5944,0,0,0.0082109463,7091
2157,725,50,0.814056814,0.5,0.0625,0.0625,0.0625,1,0.23261,0,0,0.3590948369,6989
2205,727,50,0.737174432,0.5,0.0625,0.0625,0.0625,1,0.44221,0,0,0.0004387478,6991
2099,731,50,0.815440972,0.5,0.0625,0.0625,0.0625,1,0.42916,0,0,1.5,6987
11105,734,50,0.60017175,0.5,0.25,0.0625,0.0625,1,2.24653,0.2919,0.2547,1.10789499,6808
3910,729,50,0.768720585,0.5,0.0625,0.0625,0.0625,1,0.79311,0,0,0.8497597346,7028
5883,720,50,0.620112549,0.25,0.125,0.125,0.0625,1,4.26798,0,3.6101,1.1760681842,6982
1726,722,50,0.711540514,0.25,0.0625,0.0625,0.0625,1,1.2903,0,0,0.0137186332,6984
4187,728,50,0.589107321,0.125,0.0625,0.0625,0.0625,1,3.06355,0,0.4086,0,7071
1300,726,50,0.693147268,0.25,0.0625,0.0625,0.0625,1,0.95302,0,0,0.0310005601,6985
2276,718,50,0.688163588,0.5,0.0625,0.0625,0.0625,1,1.61647,0,2.0101,1.8169382977,6828
2348,716,50,0.615915455,0.5,0.125,0.0625,0.0625,1,0.0962,0,0,0.3548143573,6827
3856,706,50,0.658694542,0.25,0.0625,0.0625,1,0,0.39365,0,1.7982,4.3297867851,6966
5767,698,50,0.610028078,0.25,0.125,0.5,1,0,0.78064,0.2049,14.9284,0.4209080176,7011
4601,704,50,0.554891386,0.25,0.125,0.0625,1,0,0.45883,0,0,2.190521137,6965
5186,731,50,0.555852285,0.5,0.125,0.0625,0.0625,1,0.53543,0,0,1.1102304228,6910
1649,732,50,0.728648011,0.5,0.0625,0.0625,0.0625,1,2.64855,0,0,1.0799852829,6978
4085,729,50,0.615971102,0.25,0.0625,0.0625,0.0625,1,6.66201,0,0,0.9794078467,6913
3156,731,50,0.570484407,0.125,0.0625,0.0625,0.0625,1,4.73152,0,0,0,7069
1574,718,50,0.644750104,0.5,0.0625,0.0625,0.0625,1,1.1821,0,0,0.7853851019,6830
1101,729,50,0.664626258,0.125,0.0625,0.0625,0.0625,1,1.76445,0,0,0,7046
2572,728,50,0.691390596,0.25,0.0625,0.0625,0.0625,1,4.10048,0,0,0,6980
2766,721,50,0.594179747,0.5,0.0625,0.0625,0.0625,1,2.06045,0,0,2.1433393101,6829
3836,721,50,0.53154944,0.5,0.125,0.0625,0.0625,1,0.38446,0,0,0.0549014219,6825
5237,729,50,0.546107967,0.5,0.125,0.0625,0.0625,1,0.52593,0,0,1.125,6909
