Población,Precipitación,"Edad infra","Índice ingreso","Falla infra","Presión mediática","Falta infra","Escasez",Hundimiento,"Enfermedades gastro","Sin drenaje","Sin agua",Encharcamientos,id
5365,819,25,0.64456158,0.25,0.125,0.125,0.0625,0,15.41875,0.5534,1.6601,0.0600377208,7817
1704,827,25,0.531088085,0.0625,0.0625,0.125,0.0625,0,0.93288,3.0055,15.5738,0.1564973831,7840
2799,836,25,0.608655869,0.0625,0.0625,0.0625,0.0625,0,7.53174,1.1268,3.9326,0.0021022494,7793
9076,909,25,0.551797151,0.25,0.0625,0.0625,0.0625,0,23.8561,0.9975,1.4963,0.2750188573,7776
726,909,25,0.443932123,0.0625,0.0625,0.125,0.0625,0,11.2585,0,26.4368,0,7799
3479,715,25,0.490518933,0.125,0.0625,0.25,0.0625,0,53.29205,0.4745,13.2701,0,7780
265,778,25,0.634035689,0.25,0.0625,0.0625,0.0625,0,0.94394,0,0,0.0780735808,7775
6576,766,25,0.631192492,0.125,0.125,0.125,0.0625,0,13.76235,0.625,2.8125,0.5305298732,7768
1810,792,25,0.489453129,0.0625,0.0625,0.0625,0.0625,0,3.77673,5.8696,5.423,0.0019898414,7838
4375,798,25,0.768868955,0.5,0.125,0.125,0.0625,0,2.28322,0,0,2.5788400698,7741
656,792,25,0.887239663,0.25,0.0625,0.0625,0.0625,0,0.1931,0,0,2.2260704273,7742
7,764,25,0,0.25,0.25,0.0625,0.0625,0,0.00464,0,0,0.0337609158,7756
631,718,25,0.338680861,0.0625,0.0625,0.125,0.0625,0,0.31701,8.6331,47.1429,0.0084719784,7783
4300,717,25,0.642620293,0.25,0.125,0.0625,0.0625,0,14.44637,1.6144,3.0447,0.5589392857,7829
3047,716,25,0.642709695,0.25,0.25,0.0625,0.0625,0,11.21537,0.5362,0,0.6335227302,7774
3365,820,25,0.687467276,1,0.125,0.0625,0.0625,0,11.67792,0,0,0.3704442384,7773
6565,778,25,0.632756804,0.25,0.0625,0.0625,0.0625,0,18.54203,0.1843,1.1671,0.0288390889,7769
6615,767,25,0.664075699,0.25,0.125,0.25,0.0625,0,0.15667,0,0,4.5830130988,7822
2804,790,25,0.838683543,0.125,0.0625,0.125,0.0625,0,1.38034,0,0,2.2634327083,7825
2264,807,25,0.870457447,0.5,0.0625,0.0625,0.0625,0,0.05676,0,0,0.7329286307,7733
5848,794,25,0.73357976,0.25,0.125,0.0625,0.0625,0,1.73672,0.1908,0.3183,0.4487780629,7831
3071,796,25,0.7618435,0.5,0.0625,0.125,0.0625,0,0.96573,0,0,0.4758037044,7745
1400,820,25,0.777482783,0.5,0.0625,0.0625,0.0625,0,0.44922,0,0,0.335811173,7743
5861,798,25,0.643910226,0.0625,0.0625,0.0625,0.0625,0,1.75056,0.5229,1.5676,1.0140896338,7752
2376,807,25,0.790713126,0.25,0.0625,0.0625,0.0625,0,6.59633,0.5579,0.4196,0.000575781,7763
9982,819,25,0.652234482,0.25,0.125,0.125,0.0625,0,2.8894,0.1979,0.5146,0.7329653489,7753
4382,781,25,0.618599293,0.25,0.125,0.0625,0.0625,0,11.78523,0,2.5974,0.3649617999,7760
2133,775,25,0.692226804,0.5,0.5,0.0625,0.0625,0,1.0812,0,0,0.0898149113,7747
3526,766,25,0.637829684,0.5,0.125,0.0625,0.0625,0,1.77254,0,0.7453,0.1634643737,7740
2439,772,25,0.606262488,0.0625,0.0625,0.125,0.0625,0,1.28125,3.9497,8.9767,0.0087940124,7809
3047,763,25,0.657140083,0.5,0.0625,0.0625,0.0625,0,1.54222,0,0,7.31027771E-005,7808
149,779,25,0.393414422,0.0625,0.0625,0.0625,0.0625,1,0.08286,18.1818,21.2121,1.5229588343,7735
4834,779,25,0.61538075,0.25,0.125,0.125,0.0625,0,2.45446,0.6987,2.3601,0.0016914349,7781
5905,772,25,0.661370413,0.25,0.125,0.0625,0.0625,0,3.75691,0.2108,0.5626,0.6667069151,7802
5689,837,25,0.52069446,0.0625,0.0625,0.5,0.0625,0,2.63997,2.996,17.9839,0.0025542864,7814
5903,806,25,0.654504385,0.125,0.25,0.125,0.0625,0,16.06742,0.4264,1.2065,0.0579247881,7818
2453,814,25,0.810973934,0.25,0.0625,0.0625,0.0625,0,6.39155,0,0,0.1776466802,7762
6430,798,25,0.621834804,0.0625,0.125,0.0625,0.0625,0,16.75219,0.9759,1.3663,0.1926539887,7761
1126,800,25,0.602591698,0.125,0.0625,0.0625,0.0625,0,0.77123,0,1.8587,0.5428219703,7766
4750,785,25,0.739991446,0.25,0.0625,0.0625,0.0625,0,3.41373,0,0,0.7272587379,7764
784,790,25,0.628091029,0.25,0.25,0.0625,0.0625,0,0.50766,0,0,0.837888707,7765
4384,834,25,0.705120491,0.25,0.0625,0.0625,0.0625,0,2.9471,0.7273,0.455,0.112404526,7767
631,789,25,0.427048587,0.0625,0.0625,0.25,0.0625,0,7.29453,17.0886,64.557,0.0006405112,7800
7975,767,25,0.571554857,0.125,0.125,0.5,0.0625,0,5.18581,0.7708,13.4259,1.8699300329,7803
4244,740,25,0.633188318,0.125,0.0625,0.0625,0.0625,0,9.00626,0,0.8964,1.6786467167,7834
4324,723,25,0.520366615,0.125,0.125,0.0625,0.0625,0,0.08543,3.2587,1.8311,0.7500066627,7751
5295,733,25,0.577022423,0.0625,0.25,0.125,0.0625,0,25.00417,3.3546,3.5914,0.6216460346,7772
10336,751,25,0.55420635,0.125,0.25,0.5,0.0625,0,45.23503,1.9216,8.4739,0.2578865609,7782
1813,743,25,0.434037192,0.03125,0.0625,1,0.0625,0,1.29765,2.1739,95.4217,0.0790263445,7851
1688,730,25,0.496079769,0.0625,0.0625,0.5,0.0625,0,5.7312,3.9164,55.0649,0.2142843261,7798
9261,792,25,0.603611511,0.25,0.125,0.25,0.0625,0,30.73413,0.2225,4.7704,0.0241973306,7819
4885,787,100,0.826026376,1,0.25,0.25,0.0625,0,0.66121,0,0,10.8644200583,7933
5019,773,100,0.786191456,1,0.25,0.25,0.0625,0,0.69028,0,0.1649,2.6945236166,7926
4894,787,100,0.820627347,1,0.125,0.25,0.0625,1,0.67312,0,0,6.5604092579,7914
4042,758,100,0.833086996,1,0.125,0.125,0.0625,0,0.53693,0,0,0.822305392,7925
6831,751,100,0.779905466,1,0.25,0.5,0.0625,1,0.89711,0,0,1.2371981925,7899
4639,751,100,0.759976248,1,0.125,0.5,0.0625,1,2.2586,0,0.2053,1.8936983618,7865
2997,775,100,0.756954719,1,0.25,0.25,0.0625,1,0.42231,0,0,1.3261610031,7881
2850,749,100,0.668522869,1,0.125,0.125,0.0625,0,0.3761,0,0,4.4594345633,7936
3194,755,100,0.689150338,1,0.125,0.125,0.0625,1,0.42104,0,0,4.5492318121,7905
6207,761,100,0.620815787,1,0.5,0.125,0.0625,1,0.88934,0,0,1.5410317779,7918
6654,759,100,0.820625271,1,0.125,0.5,0.0625,1,0.89311,0,0,0.820238157,7916
1849,756,100,0.811703573,1,0.0625,0.125,0.0625,1,0.26326,0,0,2.817432757,7898
6000,783,100,0.688245883,1,0.25,0.25,0.0625,1,2.99003,0.578,0,21.0599393054,7860
2695,771,100,0.704165015,1,0.0625,0.25,0.0625,0,0.31804,0.4,0,0.2898594902,7948
2771,797,100,0.817444253,1,0.0625,0.0625,0.0625,1,0.37642,0,0,5.1375609919,7894
3293,790,100,0.827708518,1,0.125,0.0625,0.0625,1,0.44303,0,0,0.9758761251,7909
2011,763,100,0.814174018,1,0.0625,0.0625,0.0625,1,0.27804,0,0,2.459742365,7890
3967,755,100,0.819376427,1,0.125,0.25,0.0625,1,0.55208,0,0,6.1744582146,7897
4216,782,100,0.729521713,1,0.125,0.125,0.0625,1,0.5802,0,0,21.5,7880
3657,803,100,0.845426121,1,0.0625,0.25,0.0625,0,0.48796,0,0,13.2274336139,7927
4151,786,100,0.822221912,1,0.125,0.125,0.0625,1,0.52372,0,0,1.5965100013,7887
613,754,100,0.802969472,1,0.125,0.0625,0.0625,0,0.08306,0,0,0.5793791472,7949
3886,757,100,0.64520535,1,0.125,0.125,0.0625,1,2.00752,0,0,2.2541621709,7855
4011,754,100,0.818499572,1,0.125,0.0625,0.0625,0,0.51076,0,0,2.25626305,7955
4718,748,100,0.748617439,1,0.0625,0.0625,0.0625,0,0.61676,0,0,8.7455225993,7940
4686,774,100,0.728834889,1,0.25,0.125,0.0625,1,2.06154,0,0,12.5135704335,7864
6271,779,100,0.853228334,1,0.25,0.25,0.0625,1,1.06053,0,0,3.6554382937,7876
3427,775,100,0.793491636,1,0.125,0.125,0.0625,1,0.4676,0,0,5.119731686,7892
5022,744,100,0.845628148,1,0.125,0.125,0.0625,1,0.67836,0,0,5.3301843678,7893
1633,753,100,0.718486515,1,0.125,0.125,0.0625,1,0.85282,0,0,14.2640483301,7869
6324,755,100,0.70102173,1,0.125,0.5,0.0625,1,0.7245,0,0.2059,0.6675510921,7901
1954,763,100,0.768014554,1,0.0625,0.125,0.0625,1,0.2696,0,0,0.3300797209,7900
4402,766,100,0.829533814,1,0.0625,0.25,0.0625,0,0.57092,0,0,11.908498378,7954
7303,769,100,0.789525168,1,0.25,0.5,0.0625,1,0.99229,0,0.2113,18.159397753,7878
3757,748,100,0.836138703,1,0.25,0.25,0.0625,1,0.63166,0,0,2.0799792612,7877
4362,781,100,0.723231341,1,0.125,0.5,0.0625,1,2.11494,0,0,12.5,7866
4155,780,100,0.782704398,1,0.125,0.125,0.0625,1,0.52832,0,0,4.6120012773,7873
2355,772,100,0.705906373,1,0.5,0.0625,0.0625,1,0.30529,0,0,4.8018139908,7874
3611,766,100,0.853324156,1,0.125,0.5,0.0625,1,0.61143,0,0,12.1922534349,7857
4632,762,100,0.81789917,1,0.125,0.5,0.0625,1,0.79604,0,0,13.2859324202,7858
3900,748,100,0.779355703,1,0.125,0.25,0.0625,1,1.07935,0,0.3615,19.0933880735,7854
2978,746,100,0.713955862,1,0.0625,0.125,0.0625,1,0.38622,0,0,2.2641064648,7904
2805,745,100,0.722877585,1,0.125,0.25,0.0625,1,0.36866,0,0,0.712049489,7886
2192,745,100,0.77049488,1,0.0625,0.125,0.0625,1,0.28651,0,0,0.098266239,7884
1913,743,100,0.740422694,1,0.0625,0.125,0.0625,1,0.96151,0,0,13.7519024689,7870
2950,744,100,0.732945742,1,0.0625,0.125,0.0625,1,1.50553,0,0,14.1726519297,7868
3456,748,100,0.622559523,1,0.125,0.25,0.0625,1,1.52318,0,0,14.1684352529,7867
3827,746,100,0.750363532,1,0.0625,0.25,0.0625,1,0.49443,0,0,0.3399395861,7883
1825,753,100,0.77719109,1,0.0625,0.0625,0.0625,1,0.24269,0,0,0.3304898779,7885
2675,750,100,0.811892901,1,0.125,0.0625,0.0625,1,0.37054,0,0,0.8630188307,7903
2766,758,100,0.674796702,1,0.125,0.125,0.0625,1,0.39863,0,0,4.5346373273,7906
2797,752,100,0.720636965,1,0.125,0.0625,0.0625,1,0.40495,0,0,10.5414968633,7931
5033,763,100,0.797344045,1,0.125,0.25,0.0625,1,0.64328,0,0,0.7543022211,7920
6958,750,100,0.778034346,1,0.25,0.25,0.0625,1,0.95125,0.1833,0,10.5802849582,7930
2781,793,100,0.725200547,1,0.0625,0.125,0.0625,1,0.39529,0,0.3708,1.4691024635,7919
2881,812,100,0.858305456,1,0.0625,0.25,0.0625,0,0.35073,0,0,1.3012321698,7946
3982,808,100,0.79975246,1,0.125,0.25,0.0625,0,0.53005,0,0,5.725520203,7921
4386,747,100,0.783173687,1,0.0625,0.125,0.0625,1,0.56399,0,0,1.0208691523,7907
5102,778,100,0.756107562,1,0.125,0.125,0.0625,1,2.28055,0,0,12.041607457,7856
3255,772,100,0.822587483,1,0.0625,0.125,0.0625,0,0.41729,0,0,0.2523984954,7950
5026,767,100,0.736674774,1,0.0625,0.25,0.0625,0,0.60169,0,0,0.9882744906,7951
5125,813,100,0.807963483,1,0.125,0.25,0.0625,0,0.68394,0,0,12.4487315622,7952
2992,806,100,0.846596659,1,0.125,0.125,0.0625,0,0.40243,0,0,4.2175434512,7941
2036,796,100,0.819313501,1,0.25,0.125,0.0625,0,0.26209,0,0.3911,2.3957793848,7944
3294,792,100,0.850549244,1,0.125,0.125,0.0625,0,0.43848,0,0,0.6070786268,7945
5804,759,100,0.735962027,1,0.125,0.125,0.0625,1,0.76284,0,0,5.824291734,7871
6356,788,100,0.790887092,1,0.125,0.25,0.0625,1,0.78984,0,0,10.6070731547,7939
3691,784,100,0.736824536,1,0.0625,0.0625,0.0625,1,0.49333,0,0,3.731399974,7872
3275,807,100,0.785164334,1,0.125,0.125,0.0625,1,0.41389,0,0,4.1891383581,7891
1488,808,100,0.768535417,1,0.0625,0.0625,0.0625,0,0.20019,0,0,3.0535392303,7942
2434,779,100,0.895265911,1,0.125,0.0625,0.0625,0,0.33441,0,0,2.375,7943
1234,778,100,0.793220288,1,0.5,0.0625,0.0625,1,0.16266,0,0,1.6917184277,7875
4006,789,100,0.83465648,1,0.125,0.25,0.0625,1,0.53743,0,0,19.0985121295,7913
3014,751,100,0.886791177,1,0.0625,0.25,0.0625,0,0.38759,0,0,4.6551300842,7947
2442,778,100,0.771482845,1,0.0625,0.125,0.0625,1,0.29952,0,0.3866,0.7551311002,7902
5165,773,100,0.845384652,1,0.0625,0.5,0.0625,0,0.69736,0,0,13.0868925459,7928
4362,757,100,0.802912897,1,0.0625,0.25,0.0625,0,0.55205,0,0,3.1110857478,7937
4563,757,100,0.729451909,1,0.125,0.25,0.0625,1,0.63603,0,0,21.3540639406,7861
4794,752,100,0.718842259,1,0.125,0.125,0.0625,1,0.66171,0,0.2019,0.9082029048,7917
1750,766,100,0.70538608,1,0.0625,0.25,0.0625,1,0.22123,0,0,2.4151696385,7882
5096,766,100,0.799700725,1,0.125,0.5,0.0625,1,0.68928,0,0,10.7692659297,7938
5116,753,100,0.797245652,1,0.125,0.25,0.0625,1,0.72259,0,0,2.6058639095,7915
1613,753,100,0.76934344,1,0.0625,0.125,0.0625,1,0.83887,0,0,15.9217647038,7863
5558,771,100,0.672631435,1,0.125,0.125,0.0625,1,2.83857,0.1992,0.1496,21.4381330359,7862
3158,778,100,0.822947733,1,0.0625,0.25,0.0625,1,0.42071,0,0,2.2489597908,7929
269,783,100,0.794056966,1,0.125,0.0625,0.0625,0,0.0378,0,0,4.4979261862,7935
2754,794,100,0.763480721,1,0.125,0.125,0.0625,1,0.38561,0,0,12.3326468796,7912
1254,791,100,0.784696946,1,0.25,0.125,0.0625,1,0.17373,0,0,1.9471498025,7924
4959,805,100,0.705178323,1,0.25,0.125,0.0625,1,0.71737,0,0.1443,0.7143379762,7910
1722,801,100,0.809281838,1,0.25,0.125,0.0625,1,0.22722,0.5535,0,3.5511250183,7922
1637,757,100,0.822167319,1,0.125,0.0625,0.0625,1,0.20277,0,0,1.1589713914,7908
4973,785,100,0.818888435,1,0.125,0.25,0.0625,1,0.68896,0,0.6177,5.0675801777,7896
5918,760,100,0.805047579,1,0.125,0.25,0.0625,0,0.7211,0,0,13.031491498,7934
7686,761,100,0.710545059,1,0.25,0.5,0.0625,1,1.03377,0.1887,0,20.9624741118,7879
3835,761,100,0.807591606,1,0.125,0.25,0.0625,1,1.00451,0,0,20.7239591889,7859
6181,766,100,0.7939371,1,0.25,0.0625,0.0625,0,0.88815,0,0.1408,12.6180434859,7953
4999,793,100,0.791315062,1,0.125,0.25,0.0625,1,0.679,0,0,6.455187169,7895
3156,797,100,0.783973093,1,0.25,0.0625,0.0625,1,0.41131,0,0.2547,1.0290085842,7888
1600,799,100,0.818003173,1,0.0625,0.0625,0.0625,1,0.21809,0,0,0.7177229996,7889
4438,801,100,0.786686094,1,0.125,0.5,0.0625,0,0.59321,0,0,1.4384077254,7923
3705,784,100,0.782056021,1,0.25,0.125,0.0625,0,0.50332,0,0,11.343133619,7932
555,762,100,0.770062723,1,0.0625,0.0625,0.0625,1,0.08511,0,0,0.2227128087,7911
1165,757,100,0.654959348,1,0.5,0.0625,0.0625,1,0.2711,0,0,15.8041942671,8050
2504,767,100,0.644503717,1,0.25,0.125,0.0625,1,51.41065,0,0.7543,15.75,8039
1327,750,100,0.683042918,1,0.25,0.125,0.0625,1,0.21296,0,0,14.3145653961,8049
486,742,100,0.745996108,1,0.0625,0.0625,0.0625,1,0.06924,0,0,2.7159972318,7974
5036,742,100,0.581289845,1,0.125,0.125,0.0625,1,2.40493,0,0,6.8911309622,8060
2733,749,100,0.671100521,1,0.125,0.125,0.0625,1,7.06015,0,0.3968,6.231895178,8070
8895,748,100,0.646974385,1,0.25,0.25,0.0625,1,2.24483,0,0,16.4493932571,8016
3156,749,100,0.620938814,1,1,0.0625,0.0625,1,12.38572,1.1638,0,95.625,8029
332,744,100,0.570093066,1,0.125,0.0625,0.0625,1,0.07837,12.5,0,90.3340456715,8028
5799,743,100,0.566122454,1,1,0.0625,0.0625,1,10.53796,0,0.3075,62.4824480227,8013
2055,782,100,0.535166411,1,1,0.0625,0.0625,1,12.0409,0,0,94.9154605516,8021
2084,747,100,0.675375124,1,0.125,0.125,0.0625,1,0.40469,0,0,20.0009406477,8095
4752,760,100,0.700984725,1,0.125,0.0625,0.0625,1,0.6636,0,0,15,7957
8504,768,100,0.75089567,1,0.25,0.25,0.0625,1,2.4766,0,0,6.6448623745,8022
3060,776,100,0.668080074,1,0.25,0.125,0.0625,1,64.57483,0,0,7.5176099949,8047
2599,780,100,0.722949456,1,0.125,0.25,0.0625,1,0.49099,0,0,16.875,8071
2177,752,100,0.794573964,1,0.125,0.125,0.0625,1,0.38655,0,0,18.0238493472,8084
5230,750,100,0.610733536,1,0.25,0.125,0.0625,1,1.45173,0,0,25.9143662046,8093
8632,753,100,0.652753346,1,0.5,0.125,0.0625,1,2.377,0.144,0.144,26.5,8067
6762,749,100,0.691908009,1,0.25,0.125,0.0625,1,1.91711,0,0,26.5,8066
6373,756,100,0.667434174,1,0.125,0.25,0.0625,1,1.68087,0,0.299,26.5003569334,8057
631,752,100,0.59808493,1,0.25,0.0625,0.0625,1,12.78329,0,0,22.330822072,8035
16,757,100,0,1,0.125,0.0625,0.0625,1,0.0044,0,0,7.816135983,8027
4508,772,100,0.705347635,1,0.125,0.125,0.0625,1,1.41111,0,0,17.8589721136,8014
2617,745,100,0.740406395,1,0.25,0.25,0.0625,1,0.46343,0,0.4137,24.9759973312,8072
10606,746,100,0.553888421,1,0.5,0.0625,0.0625,1,17.61643,0.103,0,15.376068184,7989
4823,745,100,0.647084696,1,0.25,0.125,0.0625,1,7.74183,0,0.8895,2.8802625542,7971
10430,747,100,0.558151369,1,1,0.125,0.0625,1,7.16247,0.3165,0.3161,95.5721218107,8019
4340,751,100,0.590000747,1,0.125,0.0625,0.0625,1,1.0396,0.3255,0.8123,29.8423375833,8018
2705,754,100,0.65202527,1,0.25,0.0625,0.0625,1,0.65697,1.1364,0,8.0192608995,8026
1860,755,100,0.622955882,1,0.25,0.0625,0.0625,1,0.49305,0,0.6079,7.75,8025
738,764,100,0.672237976,1,0.0625,0.0625,0.0625,1,0.21164,0,0,20.4988146792,8076
2546,760,100,0.649797171,1,0.0625,0.125,0.0625,1,0.80008,0,0,22.125,8100
2583,767,100,0.637181836,1,0.125,0.125,0.0625,1,0.73526,0,0.3432,21.8634116828,8101
768,764,100,0.696902152,1,0.25,0.0625,0.0625,1,16.41239,0,0,7.4509051545,8048
4100,760,100,0.808723474,1,0.25,0.125,0.0625,1,112.3341,0,0.1638,7.6625230869,8037
2664,742,100,0.689009573,1,0.25,0.125,0.0625,1,74.10756,0,0.4444,7.5287632793,8034
2559,741,100,0.541327225,1,0.5,0.0625,0.0625,1,14.11263,0,0.6192,94.8946915331,8033
5291,759,100,0.464885288,1,0.5,0.125,0.0625,1,29.98173,0.4209,0,94.1572496431,8046
630,762,100,0.621917391,1,0.0625,0.0625,0.0625,1,0.20284,0,0,109.285545903,8092
3332,754,100,0.502551454,1,0.125,0.25,0.0625,1,1.08137,0,0,25.0052586449,8091
5398,768,100,0.666848785,1,0.0625,0.25,0.0625,1,0.35145,0.6427,0.898,13.6252759156,7972
1432,747,100,0.702438372,1,0.125,0.125,0.0625,1,0.22269,0,0,15.75,8053
7091,748,100,0.656355695,1,0.5,0.25,0.0625,1,0.95371,0,0.1548,9.4494507831,7963
1473,747,100,0.70161213,1,0.0625,0.0625,0.0625,1,0.2168,0,0,8.0724886352,7961
7162,751,100,0.637348194,1,0.125,0.0625,0.0625,1,0.94839,0.2016,0.2016,6.29444175,7967
1477,767,100,0.63780438,1,0.25,0.0625,0.0625,1,0.39055,0.8677,1.0799,12.3381111295,8004
2212,766,100,0.728469322,1,0.125,0.125,0.0625,1,0.37794,0,0,7.5057493297,8074
1253,743,100,0.783115429,1,0.25,0.125,0.0625,1,0.20579,0,0,36.2292068405,8063
1894,739,100,0.691996703,1,0.125,0.0625,0.0625,1,0.98956,0.491,0,6.4207152406,8081
3512,741,100,0.632507566,1,0.0625,0.0625,0.0625,1,1.64279,1.2428,0,2.7491178308,8106
6023,747,100,0.645152795,1,0.125,0.125,0.0625,1,2.80969,0,0.734,3.9026196773,8061
5556,745,100,0.741867656,1,0.5,0.125,0.0625,1,2.65097,0,0.2701,4.5678810901,8103
9428,747,100,0.55761949,1,0.5,0.25,0.0625,1,15.68253,0.1184,0,15.3701591245,7990
2440,750,100,0.647539557,1,0.0625,0.0625,0.0625,1,0.33883,0,0,15,7958
7,753,100,0,1,0.0625,0.0625,0.0625,1,0.00058,0,0,8.7594166075,7960
3035,743,100,0.637777929,1,0.0625,0.125,0.0625,1,0.19642,0.5637,1.6892,9.4632642614,7959
2904,741,100,0.658172731,1,0.125,0.0625,0.0625,1,1.60443,0,0,2.9222118345,8104
3656,765,100,0.677484674,1,0.0625,0.0625,0.0625,1,1.81537,0,0,2.75,8105
3040,748,100,0.719752688,1,0.25,0.25,0.0625,1,0.48137,0,0.2747,34.8050587519,8054
6546,771,100,0.550721966,1,0.125,0.25,0.0625,1,0.90428,0,0,2.2440115421,7962
2303,759,100,0.730343203,1,0.125,0.25,0.0625,1,0.41045,0,0,34.5216371701,8062
807,756,100,0.695354603,1,0.125,0.0625,0.0625,1,21.17269,0,0,7.4991286418,8038
5427,747,100,0.700150589,1,0.125,0.0625,0.0625,1,603.5357,0,0.2298,18.1414443213,8010
3803,747,100,0.704390655,1,0.0625,0.125,0.0625,1,0.52395,0,0,15,7956
619,747,100,0.865994834,1,0.0625,0.0625,0.0625,1,0.08809,0,0,1.75,7982
224,771,100,0.826661238,1,0.0625,0.0625,0.0625,1,0.03266,0,0,1.75,7996
1683,755,100,0.690981424,1,0.25,0.125,0.0625,1,0.30732,0,0,21.6705754504,8098
9973,751,100,0.688672581,1,0.5,0.5,0.0625,1,0.619,0,0.1725,18.0923670203,8001
6000,753,100,0.640886406,1,0.0625,0.125,0.0625,1,0.41102,0,0.6471,11.7377305534,7973
6141,753,100,0.667788829,1,0.125,0.125,0.0625,1,0.38223,0,0.1522,18.625,8002
9947,754,100,0.680332742,1,0.25,0.125,0.0625,1,2.54274,0,0.0911,18.625,8003
4964,758,100,0.689091752,1,0.25,0.0625,0.0625,1,1.2488,0,0,18.3868172318,8015
4065,756,100,0.744330205,1,0.25,0.125,0.0625,1,1.18832,0,0,6.5330896231,8023
7115,750,100,0.693185168,1,0.5,0.25,0.0625,1,1.79531,0,0.1729,6.5307335574,8024
9256,748,100,0.674357137,1,0.125,0.25,0.0625,1,2.28151,0.142,0.1417,9.1251641811,8005
1429,748,100,0.562512379,1,0.0625,0.0625,0.0625,1,0.38475,0,0,22.075446283,8017
9879,748,100,0.627505484,1,0.125,0.5,0.0625,1,2.41754,0.1371,1.8836,22.125,8012
6591,748,100,0.610764055,1,0.5,0.125,0.0625,1,1.67214,0,0.1511,22.125,8011
7157,747,100,0.671216356,1,0.125,0.125,0.0625,1,4.95162,0,0.2375,21.8926695763,8006
7606,745,100,0.648947493,1,0.125,0.25,0.0625,1,5.2436,0.1348,0.2689,21.7768318142,8007
2274,746,100,0.614156573,1,1,0.0625,0.0625,1,1.36224,0,0,95.4081304456,8030
5978,745,100,0.571835529,1,1,0.125,0.0625,1,3.79432,0,0.6067,59.8314186158,8008
7546,744,100,0.558934016,1,0.25,0.0625,0.0625,1,5.30495,0.3283,0.1406,33.2628630788,8009
4859,746,100,0.515152252,1,1,0.0625,0.0625,1,3.16439,0,0,95.625,8020
4471,747,100,0.481949845,1,0.125,0.0625,0.0625,1,3.04246,0,0,14.2496248814,7988
3804,747,100,0.684715245,1,0.125,0.125,0.0625,1,0.52783,0,0,19.4920309538,7964
3119,747,100,0.531595113,1,0.0625,0.0625,0.0625,1,0.42386,0,0,19.45889534,7968
1696,747,100,0.680150557,1,0.125,0.0625,0.0625,1,0.23571,0,0,21.7226729779,7970
2498,747,100,0.640394266,1,0.5,0.0625,0.0625,1,0.35358,0,0,17.8645956333,7966
3550,747,100,0.663967962,1,0.0625,0.125,0.0625,1,0.48613,0,0,17.8743384532,7965
1297,746,100,0.69560929,1,0.0625,0.0625,0.0625,1,0.18732,0,0,21.875,7969
769,746,100,0.583630919,1,0.0625,0.0625,0.0625,1,0.12134,0,0,1.75,7987
1405,746,100,0.729619198,1,0.0625,0.0625,0.0625,1,0.20174,0,0,1.75,7986
568,747,100,0.716631575,1,0.0625,0.0625,0.0625,1,0.08,0,0,1.9062066337,8000
3596,747,100,0.805707754,1,0.0625,0.0625,0.0625,1,0.48972,0,0,1.75,7998
277,747,100,0.856544912,1,0.0625,0.0625,0.0625,1,0.03721,0,0,1.75,7983
1635,747,100,0.731677353,1,0.0625,0.0625,0.0625,1,0.22407,0,0,1.75,7984
1478,746,100,0.691931053,1,0.0625,0.0625,0.0625,1,0.22151,0,0,1.75,7985
1450,747,100,0.674450921,1,0.0625,0.0625,0.0625,1,0.21169,0,0,1.75,7999
1761,748,100,0.761604939,1,0.0625,0.0625,0.0625,1,0.25229,0,0,1.75,7997
1459,748,100,0.722085635,1,0.0625,0.0625,0.0625,1,0.20672,0,0,1.75,7995
1303,748,100,0.697468956,1,0.0625,0.125,0.0625,1,0.18614,0,0,1.75,7981
434,748,100,0.741260885,1,0.0625,0.0625,0.0625,1,0.06179,0,0,1.75,7994
244,748,100,0.639142803,1,0.0625,0.0625,0.0625,1,0.03502,0,0,1.75,7980
1289,748,100,0.711906264,1,0.0625,0.0625,0.0625,1,0.18977,0,0,1.75,7993
1154,750,100,0.754974251,1,0.0625,0.0625,0.0625,1,0.1732,0,0,1.75,7979
1527,749,100,0.727504708,1,0.0625,0.0625,0.0625,1,0.22285,0,0,2.0470039663,7975
1441,749,100,0.736893303,1,0.0625,0.0625,0.0625,1,0.2108,0,0,2.3098794418,7976
818,749,100,0.73579529,1,0.0625,0.0625,0.0625,1,0.11668,0,0,1.75,7977
1365,749,100,0.72352001,1,0.0625,0.0625,0.0625,1,0.19497,0,0,1.75,7978
1105,749,100,0.750098881,1,0.0625,0.0625,0.0625,1,0.15671,0,0,1.75,7992
1436,774,100,0.702672753,1,0.0625,0.0625,0.0625,1,0.20761,0,0,1.75,7991
1488,767,100,0.764842168,1,0.0625,0.125,0.0625,1,0.26684,0,0,12.8518261715,8086
3176,770,100,0.656156783,1,1,0.125,0.0625,1,0.5919,0,0,22.9694183853,8089
1678,762,100,0.674687188,1,0.125,0.25,0.0625,1,0.28106,0,0,7.3015595766,8073
2636,764,100,0.748040497,1,0.25,0.125,0.0625,1,0.74072,0,0,36.1990589674,8075
1830,760,100,0.670826578,1,0.25,0.0625,0.0625,1,0.53749,0,0,24.361454508,8090
2936,742,100,0.783321011,1,0.25,0.25,0.0625,1,0.79209,0,0.2876,36.1376559641,8055
1483,745,100,0.722049971,1,0.0625,0.0625,0.0625,1,0.78113,0,0,4.2782452428,8082
