exposi_a,exposi_b,exposi_c,exposi_d,resili_a,resili_b,resili_c,resili_d,resili_e,suscep_a,suscep_b,suscep_c,suscep_d,suscep_e,exposi,resili,suscep,vulnera,id
0.0436,0.194764615384615,0.304777777777778,0.144604535156719,0.025113104508155,0.339254733536337,0.89627,0.560585652704395,0.569496578356928,0.90067,0.0,0.0,0.074771636683787,0.1633,0.282,0.487,0.228,0.366,386
0.007,0.137765128205128,0.0,0.118447028885772,0.03008526756793,0.343155340512681,0.86103,0.560585652704395,0.569496578356928,0.875,0.178684573516244,0.0,0.03823774135622,0.2062,0.128,0.482,0.26,0.283,387
0.0201,0.017432820512821,4.9382716049e-05,0.0,0.070808184557659,0.243072090802507,0.93986,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.08179501293876,0.144,0.018,0.465,0.23,0.195,388
0.0239,0.004378461538462,0.0,0.0,0.014301436940225,0.230350064064499,0.0,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.025622094717598,0.0,0.01,0.266,0.184,0.299,389
0.1018,0.000417948717949,0.0,0.0,0.022011853815654,0.223821308743693,0.90793,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.04270594126287,0.1492,0.033,0.446,0.217,0.21,390
0.0265,1.1794871795e-05,0.0,0.0,0.039401994390623,0.219584675156218,0.96151,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.020390425249825,0.1071,0.008,0.456,0.21,0.18,391
0.4424,0.008004615384615,0.0,0.0,0.019917092532654,0.206394084102744,0.72949,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.044766740233677,0.0482,0.147,0.403,0.203,0.312,392
0.0336,0.008101025641026,0.0,0.0,0.019242419618632,0.199657392671857,0.69569,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.045860272122327,0.0884,0.016,0.393,0.211,0.231,393
0.0095,0.001404615384615,0.004395061728395,0.0,0.023379724222956,0.186446992704854,0.87925,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.001776478995728,0.0535,0.005,0.425,0.19,0.186,394
0.0225,0.007439487179487,0.0,0.0,0.018778301906841,0.193360263511038,0.78307,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.042655195697214,0.0323,0.012,0.408,0.2,0.21,395
0.0239,0.013057435897436,0.004543209876543,0.0,0.023023963234772,0.186680791717702,0.81556,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.05998439455995,0.064,0.017,0.412,0.209,0.217,396
0.0107,0.00322,0.011518518518519,0.0,0.021311850454442,0.185904637097106,0.74378,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.015158280833293,0.1722,0.009,0.398,0.216,0.226,397
0.0088,0.036294871794872,0.005641975308642,0.0,0.061658359066365,0.171096979388055,0.74738,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.01767392648892,0.075,0.028,0.396,0.203,0.232,398
0.0128,0.051469230769231,0.00458024691358,0.0,0.038932169429051,0.124042313732359,0.92583,0.560585652704395,0.646365562884313,0.923,0.0,0.0,0.071885554530081,0.073,0.039,0.424,0.214,0.228,399
0.0163,0.016910769230769,0.08020987654321,0.0,0.026479324390071,0.116377065086564,0.89798,0.560585652704395,0.646365562884313,0.923,0.0,0.0,0.015394816238351,0.1563,0.042,0.414,0.219,0.241,400
0.0042,0.020124102564103,0.002444444444444,0.0,0.055883676081319,0.126726279814554,0.91636,0.560585652704395,0.646365562884313,0.923,0.0,0.0,0.015259393464495,0.0939,0.015,0.425,0.206,0.204,401
0.0078,0.150238461538462,0.000876543209877,0.0,0.034197567781553,0.118006265095151,0.86203,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.069266048717858,0.1935,0.099,0.408,0.231,0.294,402
0.0048,0.226263076923077,0.533234567901235,0.0,0.058970041006156,0.111626731252855,0.89145,0.560585652704395,0.646365562884313,0.923,0.0,0.0,0.126564176915408,0.1417,0.317,0.414,0.238,0.451,403
0.5825,0.000129743589744,0.000135802469136,0.0,0.010276434549855,0.107303543498723,0.89888,0.560585652704395,0.646365562884313,0.893,0.0,0.0,3.9747753884e-05,0.1351,0.187,0.409,0.206,0.339,404
0.1262,0.109742051282051,0.038481481481481,0.0,0.024921651698342,0.093388373163787,0.91615,0.560585652704395,0.646365562884313,0.923,0.0,0.0,0.124712044724718,0.1516,0.123,0.408,0.24,0.318,405
0.029,0.403482051282051,0.02058024691358,0.118447028885772,0.040833410712681,0.309164455585247,0.71487,0.560585652704395,0.569496578356928,0.875,0.999492797398904,0.0,0.085860162370237,0.1042,0.312,0.441,0.413,0.553,406
0.045,0.136720512820513,0.073814814814815,0.144604535156719,0.035850330852364,0.290150455633495,0.7751,0.560585652704395,0.569496578356928,0.893,1.000000000000023,0.0,0.076505128954349,0.0941,0.172,0.445,0.413,0.45,407
0.1354,0.128431794871795,0.069555555555556,0.144604535156719,0.033764215905848,0.28910016140721,0.68953,0.560585652704395,0.569496578356928,0.893,0.999999999999995,0.0,0.072030089334494,0.1055,0.194,0.427,0.414,0.479,408
0.0585,0.130213333333333,0.070530864197531,0.144604535156719,0.03423235676775,0.279454161542942,0.69274,0.560585652704395,0.569496578356928,0.893,0.999993978325239,0.0,0.073036977217617,0.1199,0.171,0.424,0.417,0.467,409
0.0338,0.142515384615385,0.060246913580247,0.144604535156719,0.051034203063243,0.267017916590787,0.82497,0.560585652704395,0.569496578356928,0.893,0.849871640072655,0.0,0.073527548400326,0.1461,0.168,0.447,0.392,0.431,410
0.0208,0.046055384615385,0.0,0.144604535156719,0.041896460353621,0.200603463476361,0.80518,0.560585652704395,0.581058375239525,0.893,0.378897632652673,0.0,0.01855180903431,0.1846,0.082,0.418,0.295,0.321,411
0.0361,0.037647692307692,0.026333333333333,0.144604535156719,0.032503865311882,0.196093585327267,0.80005,0.560585652704395,0.581058375239525,0.893,0.021542434270109,0.0,0.014681345180831,0.1929,0.09,0.414,0.224,0.279,412
0.0386,0.075672820512821,0.059827160493827,0.144604535156719,0.064665845261274,0.173283245574017,0.87682,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.021747914515065,0.2732,0.126,0.423,0.238,0.308,413
0.0353,0.020136923076923,0.072037037037037,0.0,0.032442012741705,0.175410830554899,0.83332,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.028998080431461,0.1364,0.047,0.412,0.212,0.241,414
0.0469,0.018635897435897,0.061641975308642,0.0,0.030506608981625,0.166237966691539,0.83098,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.024823501072141,0.1934,0.047,0.408,0.222,0.251,415
0.0143,0.020898461538462,0.074024691358025,0.0,0.034371763081847,0.159141092907686,0.86794,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.029807883251408,0.1598,0.042,0.413,0.223,0.244,416
0.0095,0.048712820512821,0.000938271604938,0.0,0.072411181018296,0.150049328711546,0.81821,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.13458547790389,0.1267,0.035,0.403,0.231,0.252,417
0.019,0.037066153846154,0.019851851851852,0.0,0.0532560766205,0.146134728824497,0.85853,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.016339989371509,0.2023,0.036,0.408,0.228,0.247,418
0.0114,0.033952820512821,0.000444444444444,0.0,0.049373633921125,0.141689609136382,0.83727,0.560585652704395,0.581058375239525,0.923,0.0,0.0,0.005866031478046,0.0962,0.026,0.401,0.205,0.229,419
0.0183,0.063815384615385,0.075617283950617,0.0,0.050602383206552,0.131386420099636,0.8241,0.560585652704395,0.65092489463392,0.923,0.0,0.0,0.022619019725727,0.1134,0.071,0.409,0.212,0.26,420
0.0256,0.047706666666667,0.042469135802469,0.0,0.02486431427648,0.118565439280302,0.90522,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.024552491969512,0.1469,0.052,0.416,0.213,0.242,421
0.0191,0.166764615384615,0.820308641975309,0.0,0.026651967441017,0.106452215055217,0.91942,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.259228935541523,0.1446,0.375,0.414,0.259,0.507,422
0.0041,0.149576923076923,0.738543209876543,0.0,0.047829474184725,0.098797759674712,0.90583,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.209271186796241,0.1137,0.333,0.411,0.243,0.468,423
0.0105,0.107012307692308,0.144666666666667,0.0,0.04358798101199,0.087689749356416,0.90718,0.560585652704395,0.646365562884313,0.818,0.0,0.0,0.348168059395678,0.1806,0.118,0.406,0.269,0.336,424
0.0117,0.403713846153846,0.174641975308642,0.118447028885772,0.05584172477475,0.293633418785003,0.69145,0.560585652704395,0.569496578356928,0.875,0.999999999999987,0.0,0.163319129477655,0.0639,0.356,0.431,0.42,0.596,425
0.0134,0.175070256410256,0.138740740740741,0.118447028885772,0.037196939089856,0.281768351247194,0.71704,0.560585652704395,0.569496578356928,0.893,0.999999999999997,0.0,0.105106689766534,0.0761,0.199,0.43,0.415,0.481,426
0.0059,0.211053846153846,0.150851851851852,0.144604535156719,0.035563733114718,0.279773886031325,0.74369,0.560585652704395,0.569496578356928,0.893,0.999999999999997,0.0,0.116908903085236,0.0872,0.232,0.434,0.419,0.505,427
0.0,0.021218461538462,0.103086419753086,0.0,0.025538612286081,0.129453435432051,0.89906,0.560585652704395,0.648962203514229,0.893,0.0,0.0,0.001868701142273,0.0867,0.047,0.42,0.196,0.224,428
0.0588,0.035029230769231,0.024567901234568,0.0,0.047719208254834,0.128916990023369,0.88474,0.560585652704395,0.650664392742743,0.893,0.0,0.0,0.033348760896293,0.1317,0.049,0.419,0.212,0.237,429
0.0338,0.111075384615385,0.131691358024691,0.0,0.043412749083628,0.117118940572302,0.86637,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.073781033504477,0.2185,0.124,0.41,0.237,0.315,430
0.0142,0.100330769230769,0.035197530864198,0.0,0.050795405494289,0.115477079993776,0.88153,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.054479934348084,0.0747,0.08,0.413,0.204,0.258,431
0.0083,0.007962564102564,0.039345679012346,0.0,0.020298092654049,0.106212006179973,0.84503,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.012007123038474,0.151,0.02,0.399,0.211,0.23,432
0.0334,0.0,0.0,0.0,0.014532007674662,0.096534735992696,0.87231,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.000139179000347,0.1222,0.011,0.4,0.203,0.217,433
0.0613,0.000697435897436,0.001259259259259,0.0,0.017833815937379,0.091330964620262,0.90885,0.560585652704395,0.646365562884313,0.818,0.0,0.0,0.014157261176117,0.1498,0.02,0.405,0.196,0.215,434
0.0208,1.025641026e-06,0.069703703703704,0.118447028885772,0.038139896609622,0.266232411308701,0.67987,0.560585652704395,0.569496578356928,0.875,1.000000000000021,0.0,0.041484220055547,0.1308,0.067,0.416,0.409,0.393,435
0.0553,0.000664102564103,0.069679012345679,0.144604535156719,0.034205862294358,0.258117596134192,0.74571,0.560585652704395,0.569496578356928,0.893,1.000000000000004,0.0,0.041103223141875,0.0805,0.087,0.426,0.403,0.396,436
0.024,0.199184102564103,0.14337037037037,0.144604535156719,0.034764385770028,0.25636760353893,0.76711,0.560585652704395,0.569496578356928,0.893,1.000000000000005,0.0,0.069303860615215,0.0812,0.227,0.429,0.409,0.498,437
0.0148,0.17976358974359,0.123333333333333,0.144604535156719,0.034260330111384,0.259422621704199,0.77799,0.560585652704395,0.569496578356928,0.893,0.99999999999999,0.0,0.069541050884824,0.3607,0.206,0.433,0.465,0.52,438
0.0106,0.186815897435897,0.132716049382716,0.144604535156719,0.033329668044049,0.254378172535856,0.78416,0.560585652704395,0.569496578356928,0.893,0.999999999999995,0.0,0.06679307667471,0.0968,0.212,0.432,0.411,0.486,439
0.0119,0.158814871794872,0.065246913580247,0.144604535156719,0.046739718295115,0.248117991465312,0.8289,0.560585652704395,0.569496578356928,0.893,0.999999999999983,0.0,0.057890558585705,0.1597,0.173,0.44,0.422,0.461,440
0.0056,0.054957435897436,0.0,0.144604535156719,0.032854349234977,0.244316697770571,0.87035,0.560585652704395,0.569496578356928,0.893,0.755428431682153,0.0,0.019572736733774,0.1908,0.083,0.445,0.372,0.357,441
0.0036,0.048464102564103,0.0,0.144604535156719,0.033907396968288,0.197016648910741,0.78137,0.560585652704395,0.581058375239525,0.893,0.780294713392305,0.0,0.03020389667716,0.1186,0.078,0.411,0.364,0.372,442
0.0266,0.097273333333333,0.0,0.144604535156719,0.0227146813139,0.188074172235119,0.83257,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.0,0.1762,0.117,0.416,0.214,0.289,443
0.0434,0.039935384615385,0.068925925925926,0.0,0.016497285647845,0.136242367860336,0.76499,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.032081823040324,0.0816,0.062,0.381,0.201,0.266,444
0.0276,0.114845641025641,0.073197530864198,0.0,0.041152757426749,0.107651188795164,0.69054,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.020428355131068,0.1595,0.106,0.371,0.215,0.314,445
0.0114,8.4615384615e-05,6.1728395062e-05,0.0,0.012000105220442,0.103358641086234,0.77061,0.560585652704395,0.646365562884313,0.893,0.0,0.0,7.021604704e-06,0.2076,0.004,0.382,0.22,0.237,446
0.0465,0.001478461538462,0.007308641975309,0.0,0.01107507062802,0.098540507210435,0.76548,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.00206902784013,0.2009,0.018,0.379,0.219,0.249,447
0.0183,0.0,0.0,0.0,0.024355497905549,0.09322046478243,0.90311,0.560585652704395,0.646365562884313,0.818,0.0,0.0,0.000573701763614,0.1097,0.006,0.406,0.186,0.197,448
0.0159,0.001206153846154,0.000407407407407,0.0,0.01599602605097,0.100142968762036,0.85549,0.560585652704395,0.646365562884313,0.818,0.0,0.0,0.000585165641478,0.2024,0.006,0.398,0.204,0.216,449
0.0123,0.0,0.0,0.0,0.006403294028173,0.099092462232839,0.88001,0.560585652704395,0.646365562884313,0.893,0.0,0.0,0.0,0.1686,0.004,0.402,0.212,0.217,450
0.0324,0.0,0.0,0.0,0.014045727997225,0.097008350723428,0.85153,0.560585652704395,0.646365562884313,0.818,0.0,0.0,0.0,0.1548,0.01,0.396,0.195,0.214,451
0.1814,0.025730256410256,0.016197530864198,0.118447028885772,0.039991095878101,0.24554861789141,0.67971,0.560585652704395,0.569496578356928,0.875,1.000000000000007,0.0,0.03141372298356,0.2823,0.118,0.408,0.438,0.456,452
0.1,2.5128205128e-05,0.026864197530864,0.144604535156719,0.035951889149371,0.241341832099259,0.71394,0.560585652704395,0.569496578356928,0.893,1.000000000000006,0.0,0.050612958759767,0.0727,0.087,0.413,0.403,0.405,453
0.0514,0.0,0.02120987654321,0.144604535156719,0.032783834676294,0.242176319705351,0.74096,0.560585652704395,0.569496578356928,0.893,0.999999999999994,0.0,0.040639536430203,0.0627,0.07,0.418,0.399,0.386,454
0.0448,0.000597435897436,0.030555555555556,0.144604535156719,0.032539746004619,0.231750371102579,0.72911,0.560585652704395,0.569496578356928,0.893,0.999999999999998,0.0,0.056446891861132,0.0862,0.071,0.412,0.407,0.397,455
0.017,0.095248205128205,0.020049382716049,0.144604535156719,0.02211790541625,0.229197671321083,0.68405,0.560585652704395,0.569496578356928,0.893,1.000000000000057,0.0,0.023112727504031,0.049,0.119,0.401,0.393,0.429,456
0.0344,0.151681538461538,0.112765432098765,0.144604535156719,0.039884762641988,0.23127735956749,0.77271,0.560585652704395,0.569496578356928,0.893,0.999999999999999,0.0,0.048192632460068,0.0715,0.19,0.421,0.403,0.473,457
0.0083,0.173571794871795,0.129049382716049,0.144604535156719,0.02822628107111,0.228610179097123,0.82124,0.560585652704395,0.569496578356928,0.893,0.999999999999952,0.0,0.055147559440767,0.0875,0.201,0.428,0.407,0.479,458
0.016,0.201592820512821,0.142888888888889,0.144604535156719,0.035360766482473,0.224313690405271,0.82716,0.560585652704395,0.569496578356928,0.893,1.000000000000024,0.0,0.064411801950644,0.134,0.226,0.429,0.418,0.504,459
0.008,0.063535897435897,0.000123456790123,0.144604535156719,0.030932584062621,0.226827176924412,0.90578,0.560585652704395,0.569496578356928,0.893,0.93449324047202,0.0,0.022672152972526,0.1498,0.09,0.445,0.4,0.382,460
0.0035,0.092938974358974,0.034469135802469,0.144604535156719,0.051276560023333,0.216153743204338,0.76489,0.560585652704395,0.569496578356928,0.893,0.99995655038033,0.0,0.025007115521057,0.0963,0.118,0.415,0.403,0.426,461
0.0224,0.150015384615385,0.0,0.144604535156719,0.049066438562499,0.212003051683495,0.78797,0.560585652704395,0.581058375239525,0.893,0.999279316714388,0.0,0.060030968206314,0.7778,0.149,0.42,0.546,0.546,462
0.0073,0.077657435897436,0.0,0.144604535156719,0.052476087536556,0.200574814176477,0.84257,0.560585652704395,0.581058375239525,0.893,0.852323668197069,0.0,0.040830066260252,0.2863,0.098,0.426,0.414,0.411,463
0.1429,0.006832307692308,0.0,0.144604535156719,0.030810569403826,0.195388722638473,0.75788,0.560585652704395,0.581058375239525,0.893,0.250350607111354,0.0,0.005403712423325,0.1793,0.096,0.405,0.266,0.319,464
0.0464,0.019940512820513,0.0,0.144604535156719,0.024909148519222,0.197845720398937,0.7427,0.560585652704395,0.581058375239525,0.893,0.566523935322734,0.0,0.013354976000751,0.0962,0.074,0.402,0.314,0.34,465
0.0272,0.041704615384615,0.0,0.144604535156719,0.067154422027605,0.189432583009289,0.83609,0.560585652704395,0.581058375239525,0.893,0.337259780121345,0.0,0.025618940745003,0.1484,0.082,0.422,0.281,0.308,466
0.0403,0.065330256410256,0.0,0.144604535156719,0.047271033522257,0.178063048375317,0.82252,0.560585652704395,0.581058375239525,0.893,0.997415008470799,0.0,0.009047888240809,0.1946,0.101,0.413,0.419,0.426,467
0.0349,0.000962564102564,0.0,0.144604535156719,0.045185562162716,0.168485973308577,0.79984,0.560585652704395,0.581058375239525,0.893,0.010940966768271,0.0,0.000226677472323,0.1264,0.058,0.404,0.206,0.25,468
0.0208,0.046829230769231,0.037024691358025,0.144604535156719,0.052250506026376,0.164821920655407,0.8574,0.560585652704395,0.581058375239525,0.893,0.000133856128792,0.0,0.013319598859445,0.15,0.095,0.415,0.211,0.272,469
0.0246,0.014224102564103,1.2345679012e-05,0.144604535156719,0.03825373331967,0.153144537405067,0.8862,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.034172543749701,0.0852,0.063,0.415,0.202,0.243,470
0.0219,0.071614358974359,0.090308641975309,0.144604535156719,0.056606321159713,0.13589868273911,0.85678,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.157957491775425,0.2121,0.128,0.404,0.253,0.334,471
0.0495,0.236918461538462,0.271975308641975,0.0,0.068350081157821,0.124739082146014,0.81265,0.560585652704395,0.649491908025883,0.818,0.0,0.0,0.182809909415045,0.14,0.254,0.405,0.228,0.405,472
0.0108,0.03702,0.126296296296296,0.0,0.019477776845159,0.115572355497683,0.83355,0.560585652704395,0.646365562884313,0.818,0.0,0.0,0.030409683729777,0.055,0.068,0.4,0.181,0.242,473
0.0118,0.048847692307692,0.002740740740741,0.0,0.041501931107765,0.107376411286953,0.74203,0.560585652704395,0.646365562884313,0.818,0.0,0.0,0.038274303835651,0.2148,0.036,0.381,0.214,0.256,474
0.0195,0.000823076923077,0.0,0.144604535156719,0.030697572441845,0.16439147258512,0.8179,0.560585652704395,0.581058375239525,0.893,0.019354277176261,0.0,0.000114014669458,0.1245,0.053,0.405,0.207,0.246,475
0.0313,0.104509230769231,0.0,0.144604535156719,0.045088217665282,0.152682144185767,0.85585,0.560585652704395,0.581058375239525,0.893,0.036665910095824,0.0,0.063914080810733,0.1555,0.123,0.409,0.23,0.31,476
0.0367,0.000348717948718,0.00041975308642,0.144604535156719,0.028795071012699,0.144944404344622,0.94225,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.001386203258934,0.1266,0.058,0.422,0.204,0.236,477
0.0152,0.026312820512821,0.031555555555556,0.144604535156719,0.099473847241426,0.136168125270663,0.67822,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.061711071010691,0.3077,0.078,0.372,0.252,0.32,478
0.0079,0.000153333333333,0.000111111111111,0.144604535156719,0.021228574540238,0.129264297607295,0.9022,0.560585652704395,0.581058375239525,0.893,0.000241403010651,0.0,0.00029576406138,0.1922,0.049,0.407,0.217,0.249,479
0.0134,0.025534358974359,0.020469135802469,0.144604535156719,0.029593325957165,0.116136926051971,0.86417,0.560585652704395,0.650731447404547,0.818,0.0,0.0,0.030255326166046,0.1485,0.073,0.408,0.199,0.253,480
0.0119,0.03626,0.0,0.144604535156719,0.113609185290756,0.169171709983917,0.8259,0.560585652704395,0.581058375239525,0.893,0.284435249237122,0.0,0.010788121503623,0.1238,0.073,0.416,0.262,0.292,481
0.0178,0.000736923076923,0.0,0.144604535156719,0.003778557434632,0.159552527082584,0.87198,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.000612268601726,0.1849,0.052,0.411,0.216,0.248,482
0.0138,1.9487179487e-05,0.0,0.144604535156719,0.004606835672361,0.15948596889414,0.86164,0.560585652704395,0.581058375239525,0.893,0.0,0.0,1.6118325809e-05,0.1996,0.051,0.409,0.219,0.251,483
0.013,0.005656923076923,0.0,0.144604535156719,0.024104775702158,0.156075616330283,0.76435,0.560585652704395,0.581058375239525,0.893,0.0,0.0,0.004581086428403,0.0897,0.054,0.39,0.197,0.251,484
0.02,0.005068205128205,0.0,0.144604535156719,0.032896302319898,0.155335903883013,0.75934,0.560585652704395,0.581058375239525,0.893,0.096206502125526,0.0,0.008401658385565,0.0877,0.056,0.39,0.217,0.266,485
0.0147,0.008476923076923,0.0,0.144604535156719,0.049258497449925,0.148348631852583,0.78299,0.560585652704395,0.581058375239525,0.893,0.31515639900567,0.0,0.007698319732575,0.0894,0.056,0.393,0.261,0.296,486
0.0123,0.000227179487179,0.0,0.144604535156719,0.027233640271483,0.147882001797299,0.78409,0.560585652704395,0.581058375239525,0.893,0.633995233371031,0.0,0.012014150729256,0.1371,0.05,0.391,0.335,0.346,487
0.0215,0.015277948717949,0.0,0.144604535156719,0.06724418895309,0.137096860671615,0.7367,0.560585652704395,0.581058375239525,0.893,0.999999999999998,0.0,0.008464283931349,0.0788,0.063,0.381,0.396,0.406,488
0.028,0.059405128205128,0.0,0.144604535156719,0.054127831586249,0.147992288099354,0.76975,0.560585652704395,0.596390540880166,0.893,0.99990513948897,0.0,0.008260741273509,0.0512,0.093,0.394,0.39,0.414,489
0.0178,0.013000512820513,0.0,0.144604535156719,0.045337522471405,0.133498368257104,0.67514,0.560585652704395,0.592285492560418,0.893,0.998603194329738,0.0,0.007201948187946,0.0582,0.06,0.367,0.391,0.41,490
0.0211,0.004472820512821,0.0,0.144604535156719,0.080367794631835,0.126587407488816,0.69335,0.560585652704395,0.660339665461891,0.893,0.99489105697609,0.0,0.001678582633753,0.1268,0.056,0.385,0.403,0.403,491
0.0572,0.054621538461538,0.0,0.144604535156719,0.061671800067792,0.071209463896162,0.55543,0.560585652704395,0.660339665461891,0.893,0.99955409958519,0.0,2.2992680202e-05,0.3249,0.1,0.334,0.443,0.499,492
0.0323,0.068567692307692,0.028222222222222,0.144604535156719,0.051230807494935,0.213071181856075,0.72095,0.560585652704395,0.569496578356928,0.893,0.997665126954914,0.0,0.093950087149116,0.1164,0.11,0.404,0.42,0.44,493
0.0149,0.0,0.0,0.144604535156719,0.044605556556492,0.205911926163887,0.75274,0.560585652704395,0.597049723044473,0.893,1.000000000000011,0.0,0.008614803961003,0.3087,0.051,0.413,0.442,0.407,494
0.0209,0.120761538461538,0.014024691358025,0.144604535156719,0.041472832659882,0.319839152233064,0.67331,0.560585652704395,0.569496578356928,0.893,0.679012515451973,0.0,0.026146607697311,0.0507,0.135,0.437,0.33,0.37,495
0.0083,0.049273846153846,0.000592592592593,0.144604535156719,0.053699176124674,0.330490702833926,0.7579,0.560585652704395,0.569496578356928,0.875,0.269121623175299,0.0,0.010064581346197,0.106,0.081,0.459,0.252,0.26,496
0.0164,0.048515897435897,0.0,0.144604535156719,0.033625285080286,0.16404192419702,0.74737,0.560585652704395,0.581058375239525,0.893,0.995327161866735,0.0,0.013723250287237,0.0833,0.083,0.391,0.397,0.414,497
0.0047,0.044409230769231,0.011135802469136,0.144604535156719,0.036955812245091,0.192823558860872,0.72919,0.560585652704395,0.569496578356928,0.893,0.990586742339934,0.0,0.004759879845468,0.1629,0.08,0.397,0.41,0.416,498
0.0128,0.00016,0.0,0.144604535156719,0.040336925159429,0.19803675405106,0.71161,0.560585652704395,0.569496578356928,0.893,0.380046650225947,0.0,9.9481779644e-05,0.1397,0.05,0.396,0.283,0.305,499
0.0146,0.023146666666667,0.01720987654321,0.144604535156719,0.033562108570933,0.198845698149419,0.7276,0.560585652704395,0.569496578356928,0.893,0.987740942948959,0.0,0.00735415699594,0.129,0.071,0.398,0.403,0.404,500
0.0293,0.040972820512821,0.0,0.144604535156719,0.109600679721581,0.175786650161257,0.72589,0.560585652704395,0.569496578356928,0.893,0.25258073699564,0.0,4.192391582e-05,0.2887,0.082,0.396,0.287,0.331,501
0.0161,0.000138461538462,0.0,0.144604535156719,0.037114421712295,0.186640822391636,0.67379,0.560585652704395,0.569496578356928,0.893,0.876488342354598,0.0,9.0098408289e-05,0.1161,0.052,0.383,0.377,0.383,502
0.0286,1.025641026e-06,0.0,0.144604535156719,0.048649287148724,0.165611844183646,0.6885,0.560585652704395,0.569496578356928,0.893,0.623209150635074,0.0,0.0,0.1644,0.055,0.379,0.336,0.359,503
0.0177,0.070771794871795,2.4691358025e-05,0.118447028885772,0.053711414367132,0.226269491854055,0.59057,0.560585652704395,0.569496578356928,0.875,0.999999999999944,0.0,0.000113665851984,0.1252,0.089,0.384,0.4,0.425,504
0.0192,0.005735384615385,0.0,0.144604535156719,0.036661165735186,0.199546860918721,0.56913,0.560585652704395,0.569496578356928,0.875,1.000000000000043,0.0,0.0,0.2368,0.056,0.367,0.422,0.429,505
0.0321,1.025641026e-06,0.0,0.144604535156719,0.042471999306316,0.161062776672167,0.65026,0.560585652704395,0.569496578356928,0.893,0.99819714302466,0.0,0.0,0.0637,0.057,0.369,0.391,0.406,506
0.0113,0.0,0.0,0.144604535156719,0.202278306592358,0.183638705378742,0.68884,0.560585652704395,0.636638459584585,0.893,0.936828900821121,0.0,0.001277133487251,0.1585,0.05,0.415,0.398,0.374,507
0.0213,0.015016923076923,0.0,0.144604535156719,0.105730378615628,0.15468345244199,0.77153,0.560585652704395,0.581114527874303,0.893,1.000000000000065,0.0,0.006239361131932,0.1154,0.063,0.399,0.403,0.398,508
0.0871,0.0,0.0,0.144604535156719,0.130611804412773,0.155890814500896,0.71312,0.560585652704395,0.642187738588589,0.893,0.994031564825714,0.0,0.0,0.1661,0.074,0.403,0.411,0.409,509
0.25,0.112922051282051,0.0,0.144604535156719,0.181445485523298,0.121906187374275,0.76553,0.560585652704395,0.660339665461891,0.893,0.417912309116144,0.0,0.0,0.235,0.199,0.408,0.309,0.421,510
0.0532,0.037809230769231,0.0,0.144604535156719,0.159699120188556,0.11037505845966,0.71587,0.560585652704395,0.660339665461891,0.893,0.860913959664207,0.0,0.006108193880082,0.3385,0.087,0.391,0.42,0.433,511
0.0,0.008967179487179,0.0,0.144604535156719,0.179709318345565,0.092142050202801,0.57005,0.560585652704395,0.660339665461891,0.893,1.000000000000003,0.0,0.003725713614763,0.5349,0.052,0.357,0.486,0.479,512
0.0276,0.004509230769231,0.0,0.144604535156719,0.184957072781592,0.074405164748954,0.56784,0.560585652704395,0.660339665461891,0.893,0.999999999999998,0.0,0.001804865182214,0.6326,0.058,0.35,0.505,0.502,513
0.0842,0.033959487179487,0.0,0.144604535156719,0.196377038065884,0.094478073200158,0.72446,0.560585652704395,0.660339665461891,0.893,1.000000000000006,0.0,0.00906056734374,0.5164,0.095,0.39,0.484,0.485,514
